"X.AMRS.PA.","X.GRWG.PA.","U.YOLO.PA.","U.CNBS.PA.","U.MJ.PA.","X.POTX.PA.","U.STZ.PA.","U.IIPR.PA.","X.CARA.PA.","X.TLRY.PA.","X.SNDL.PA.","X.CNTTQ.PA."
3.83,9.58,0,0,29.41,0,184.65,17.65,17.36,0,0,0
3.8,9.7,0,0,29.41,0,184.55,17.65,17.56,0,0,0
3.6,9.81,0,0,29.56,0,184.46,17.56,18.22,0,0,0
3.64,9.93,0,0,29.73,0,185.79,17.45,17.3,0,0,0
3.35,10.05,0,0,29.85,0,184.5,17.5,17.45,0,0,0
3.24,10.17,0,0,29.74,0,183.45,17.9,17.99,0,0,0
3.25,10.29,0,0,30.26,0,181.03,17.69,17.18,0,0,0
3.17,10.41,0,0,29.62,0,179.14,17.39,17.56,0,0,0
3.12,10.53,0,0,29.7,0,179.56,17.15,17.44,0,0,0
3.12,10.65,0,0,29.99,0,179.95,17.25,17.44,0,0,0
3.28,10.78,0,0,29.8,0,180.32,17.11,17.13,0,0,0
3.06,10.9,0,0,30,0,180.85,17.3,17.13,0,0,0
2.99,11.02,0,0,30.02,0,183.35,17.3,17.46,0,0,0
2.92,11.14,0,0,29.43,0,184.61,17.18,17.69,0,0,0
2.73,11.27,0,0,29.3,0,184.57,17.37,19.5,0,0,0
3.29,11.39,0,0,29.25,0,184.13,17.47,19.88,0,0,0
3.42,11.52,0,0,29.28,0,184.58,17.8,22.59,0,0,0
3.28,11.64,0,0,29.77,0,182.5,17.58,25.43,0,0,0
3.21,11.77,0,0,29.51,0,182.35,17.23,26.43,0,0,0
3.28,11.89,0,0,29.65,0,183.93,17.05,26.94,0,0,0
3.17,12.02,0,0,29.45,0,193.97,16.67,25.53,0,0,0
3.18,12.15,0,0,29.58,0,193.75,16.8,15.39,0,0,0
3.27,12.28,0,0,29.7,0,191.86,16.9,16.43,0,0,0
3.29,12.4,0,0,29.68,0,192.6,17.02,16.74,0,0,0
3.24,12.53,0,0,29.52,0,193.9,16.93,15.29,0,0,0
3.2,12.66,0,0,29.3,0,193.8,16.56,15.06,0,0,0
3.32,12.79,0,0,29.38,0,193.56,16.66,13.6,0,0,0
3.38,12.92,0,0,29.5,0,193.85,16.63,12.22,0,0,0
3.43,13.05,0,0,29.77,0,193.98,16.4,12.56,0,0,0
3.38,13.18,0,0,30.68,0,197.11,16.15,13.45,0,0,0
3.36,13.31,0,0,30.77,0,196.32,16.42,13.95,0,0,0
3.39,13.44,0,0,31.12,0,198.32,16.4,15.38,0,0,0
3.65,13.57,0,0,31.22,0,196.6,16.38,15.43,0,0,0
3.76,13.7,0,0,31.29,0,197.18,16.51,15.15,0,0,0
3.92,13.84,0,0,31.24,0,198.3,16.42,15.64,0,0,0
4.13,13.97,0,0,31.41,0,198.17,16.53,15.46,0,0,0
4.09,14.1,0,0,31.32,0,198.49,16.66,15.35,0,0,0
3.94,14.23,0,0,31.33,0,196.33,16.17,15.14,0,0,0
3.97,14.37,0,0,31.12,0,193.96,16.46,14.97,0,0,0
3.97,14.5,0,0,31.32,0,193.49,17.14,14.58,0,0,0
4.04,14.64,0,0,31.2,0,194.41,17.41,13.98,0,0,0
4.14,14.77,0,0,31.2,0,194.83,17.75,14.04,0,0,0
4.05,14.91,0,0,31.2,0,193.64,18.25,14.08,0,0,0
3.98,15.04,0,0,31.25,0,194.78,18.1,13.11,0,0,0
3.93,15.18,0,0,31.17,0,193.57,17.81,13.33,0,0,0
3.85,15.31,0,0,31.17,0,193.06,17.37,13.38,0,0,0
3.57,15.45,0,0,31.1,0,193.82,17.72,16.34,0,0,0
3.06,15.59,0,0,31.33,0,194.97,17.93,14.93,0,0,0
2.78,15.72,0,0,31.33,0,194.69,18.01,14.36,0,0,0
2.52,15.86,0,0,31.2,0,195.48,17.69,14.36,0,0,0
2.69,16,0,0,30.8,0,194.69,17.75,13.86,0,0,0
2.43,16.13,0,0,31.03,0,195.66,17.37,13.97,0,0,0
2.49,16.27,0,0,31.14,0,197.06,17.9,14.26,0,0,0
2.4,16.41,0,0,31.21,0,198.66,17.39,14.06,0,0,0
2.21,16.55,0,0,31.21,0,198.57,17.17,13.95,0,0,0
2.02,16.69,0,0,30.8,0,197.08,17.17,13.52,0,0,0
2.41,16.83,0,0,31.15,0,197.92,16.75,13.15,0,0,0
2.45,16.97,0,0,31.24,0,198.1,16.75,12.84,0,0,0
2.45,17.11,0,0,31.29,0,196.76,16.85,13.15,0,0,0
2.42,17.25,0,0,31.36,0,196.8,17.63,12.99,0,0,0
2.38,17.39,0,0,31.34,0,196.9,17.49,13.11,0,0,0
2.46,17.53,0,0,31.42,0,198.34,17.68,12.77,0,0,0
2.41,17.67,0,0,31.29,0,197.73,17.71,12.83,0,0,0
2.41,17.81,0,0,31.28,0,198.4,17.2,12.61,0,0,0
2.43,17.95,0,0,31.43,0,199.47,17.18,12.86,0,0,0
2.49,18.09,0,0,31.69,0,200.13,17.08,14.33,0,0,0
2.5,18.24,0,0,31.55,0,200.03,17.15,13.88,0,0,0
2.47,18.38,0,0,31.49,0,200.12,17.19,13.83,0,0,0
2.52,18.52,0,0,31.73,0,201.06,17.05,14,0,0,0
2.69,18.66,0,0,32.21,0,202.51,16.71,13.8,0,0,0
2.73,18.81,0,0,32.39,0,202.22,16.61,14.37,0,0,0
2.77,18.95,0,0,32.29,0,202.47,17.35,14.06,0,0,0
2.92,19.09,0,0,32.47,0,203.7,17.68,13.78,0,0,0
3.19,19.24,0,0,32.28,0,204.62,17.75,13.64,0,0,0
3.73,19.38,0,0,32,0,204.48,17.72,13.24,0,0,0
3.73,19.52,0,0,32.25,0,204.41,17.73,13.3,0,0,0
3.64,19.67,0,0,32.65,0,203.47,17.75,13.68,0,0,0
3.38,19.81,0,0,32.57,0,203.95,17.89,13.5,0,0,0
3.4,19.96,0,0,32.53,0,202.28,17.85,13.4,0,0,0
3.7,20.1,0,0,32.53,0,201.76,17.58,13.21,0,0,0
3.56,20.25,0,0,32.37,0,201.05,17.79,13.19,0,0,0
3.5,20.39,0,0,32.49,0,201.69,18.1,13.07,0,0,0
3.24,20.54,0,0,32.01,0,200.55,18.14,13.43,0,0,0
3.24,20.68,0,0,31.82,0,200.45,18.26,13.16,0,0,0
3.18,20.83,0,0,31.43,0,199.84,18.47,13.19,0,0,0
3.25,20.97,0,0,31.47,0,199.29,18.4,13.31,0,0,0
3.19,21.12,0,0,31.69,0,199.46,18.74,13.72,0,0,0
3.28,21.26,0,0,31.82,0,199.45,18.72,14.08,0,0,0
3.37,21.41,0,0,32.07,0,199.13,18.73,13.92,0,0,0
3.32,21.56,0,0,32.2,0,201.28,19,13.81,0,0,0
3.28,21.7,0,0,32.03,0,209.3,19,13.98,0,0,0
3.38,21.85,0,0,31.79,0,210.11,18.85,13.66,0,0,0
3.35,22,0,0,31.3,0,208.19,19.1,13.47,0,0,0
3.33,22.14,0,0,31.4,0,207.98,19.1,13.43,0,0,0
3.32,22.29,0,0,31.6,0,207.75,19.2,13.48,0,0,0
3.34,22.44,0,0,31.43,0,207.5,19.1,13.06,0,0,0
3.3,22.59,0,0,31.61,0,208.56,19.28,12.47,0,0,0
3.28,22.73,0,0,31.39,0,210.46,18.9,12.88,0,0,0
3.23,22.88,0,0,31.55,0,213.63,18.19,12.49,0,0,0
3.01,23.03,0,0,31.43,0,211.83,18.73,12.43,0,0,0
3,23.18,0,0,31.35,0,211.99,18.37,12.38,0,0,0
2.99,23.32,0,0,31.15,0,211.25,18.35,12.44,0,0,0
2.89,23.47,0,0,30.49,0,211.72,18.95,12.46,0,0,0
3.07,23.62,0,0,30.7,0,212.69,19.17,12.69,0,0,0
3.05,23.77,0,0,30.68,0,212.5,19.4,12.27,0,0,0
3.06,23.92,0,0,30.14,0,211.77,19.4,11.89,0,0,0
3.1,24.06,0,0,30.56,0,211.9,19.39,12.71,0,0,0
3.17,24.21,0,0,30.21,0,213.02,19.78,12.95,0,0,0
3.17,24.36,0,0,30.3,0,219.07,19.7,12.55,0,0,0
3.19,24.51,0,0,30.31,0,216,19.54,12.21,0,0,0
3.34,24.66,0,0,30.36,0,214.35,19.63,12.22,0,0,0
3.23,24.81,0,0,30.12,0,215.94,19.63,12.33,0,0,0
3.17,24.95,0,0,30.49,0,215.76,19.46,11.95,0,0,0
3.34,25.1,0,0,30.19,0,215.38,19.67,12.46,0,0,0
3.39,25.25,0,0,30.22,0,217.7,19.6,12.6,0,0,0
3.28,25.4,0,0,30.1,0,218.12,19.63,12.9,0,0,0
3.31,25.55,0,0,29.77,0,218.65,19.69,13.26,0,0,0
3.17,25.7,0,0,29.5,0,220.73,19.7,12.94,0,0,0
3.17,25.85,0,0,29.17,0,218.15,19.7,12.12,0,0,0
3.03,26,0,0,29.14,0,217.21,19.54,12.3,0,0,0
3.08,26.14,0,0,29.65,0,217.37,19.65,12.21,0,0,0
3.54,26.29,0,0,29.91,0,216.39,19.5,12.19,0,0,0
3.68,26.44,0,0,29.88,0,217.54,18.94,12.12,0,0,0
3.69,26.59,0,0,29.54,0,219.84,19.14,12.05,0,0,0
3.63,26.74,0,0,29.64,0,220.45,19.15,12.19,0,0,0
3.62,26.89,0,0,29.71,0,221.68,19.13,12.39,0,0,0
3.68,27.04,0,0,29.69,0,221.82,19.12,12.35,0,0,0
3.76,27.19,0,0,29.77,0,220.14,19.05,12.05,0,0,0
3.71,27.34,0,0,29.95,0,220.02,18.89,12.14,0,0,0
3.59,27.48,0,0,29.76,0,214.41,18.42,12.16,0,0,0
3.63,27.63,0,0,29.4,0,217.47,18.16,12.45,0,0,0
3.58,27.78,0,0,29.6,0,218.52,18.92,12.78,0,0,0
3.49,27.93,0,0,29.64,0,216.34,19.15,12.61,0,0,0
3.42,28.08,0,0,29.55,0,216.79,19.33,12.49,0,0,0
3.33,28.23,0,0,29.49,0,216.93,19.37,12.74,0,0,0
3.29,28.38,0,0,29.2,0,216.88,20,13.07,0,0,0
3.3,28.53,0,0,29.12,0,217.96,19.88,13.54,0,0,0
3.61,28.67,0,0,29.12,0,219.37,20.87,12.55,0,0,0
3.63,28.82,0,0,29.34,0,220.04,19.82,12.73,0,0,0
3.57,28.97,0,0,29.15,0,218.59,20.38,13.14,0,0,0
3.51,29.12,0,0,29.06,0,222.75,22.77,12.64,0,0,0
3.42,29.27,0,0,29.27,0,224.42,24.88,12.4,0,0,0
3.54,29.42,0,0,29.75,0,222.5,24.87,12.64,0,0,0
3.52,29.56,0,0,29.39,0,223.18,23.5,12.41,0,0,0
3.45,29.71,0,0,29.22,0,223.49,24.9,12.53,0,0,0
3.59,29.86,0,0,29.19,0,224.6,24.28,12.58,0,0,0
3.55,30.01,0,0,29.31,0,223.8,24.66,12.24,0,0,0
3.6,30.16,0,0,29.86,0,224.42,25,12.26,0,0,0
3.7,30.3,0,0,30.25,0,225.53,26.04,12.52,0,0,0
3.72,30.45,0,0,30.46,0,225.92,28.08,12.72,0,0,0
3.75,30.6,0,0,32.11,0,227.96,28.6,12.76,0,0,0
3.75,30.75,0,0,32.73,0,228.6,32.31,12.26,0,0,0
3.85,30.89,0,0,33.48,0,227.45,35.97,12.22,0,0,0
4.04,31.04,0,0,35.57,0,226.75,36.51,12.84,0,0,0
4.2,31.19,0,0,37.81,0,227.62,32,13.51,0,0,0
4.16,31.33,0,0,35.47,0,225.77,26.01,12.78,0,0,0
4.27,31.48,0,0,36.47,0,219.6,29.43,12.56,0,0,0
4.22,31.63,0,0,38.41,0,216.79,29.41,12.44,0,0,0
4.78,31.77,0,0,37.9,0,222.02,30.58,12.77,0,0,0
5.07,31.92,0,0,37.61,0,219.29,31.64,12.73,0,0,0
4.77,32.07,0,0,35.75,0,219.06,32.5,12.64,0,0,0
4.64,32.21,0,0,33.64,0,217.46,30.25,12.68,0,0,0
4.64,32.36,0,0,33.9,0,216.71,31.87,12.45,0,0,0
4.73,32.51,0,0,35.24,0,217.81,33.78,12.33,0,0,0
4.89,32.65,0,0,35.88,0,219.19,31.17,12.56,0,0,0
4.91,32.8,0,0,36.08,0,217.34,28.34,12.44,0,0,0
4.99,32.94,0,0,36.48,0,218.33,28.18,13,0,0,0
5.02,33.09,0,0,37.99,0,219.36,28.2,13.35,0,0,0
5.03,33.23,0,0,38.83,0,220.77,29.98,13.72,0,0,0
4.95,33.38,0,0,38.59,0,222.07,30.86,16.09,0,0,0
5.19,33.52,0,0,37.3,0,221.27,30.12,15.36,0,0,0
5.2,33.67,0,0,37.66,0,223.62,29.25,15.12,0,0,0
5.19,33.81,0,0,36.66,0,220.75,28.44,15.5,0,0,0
5,33.95,0,0,34.8,0,220.03,27.63,15.06,0,0,0
4.9,34.1,0,0,35.09,0,219.5,28.56,14.67,0,0,0
4.93,34.24,0,0,32.91,0,220.69,26.81,14.08,0,0,0
4.9,34.38,0,0,30.58,0,215.8,26.55,13.4,0,0,0
5.01,34.53,0,0,30.41,0,211.49,26.35,12.26,0,0,0
4.97,34.67,0,0,33.29,0,216.32,25.99,12.86,0,0,0
4.97,34.81,0,0,32.28,0,214.11,26.69,12.72,0,0,0
4.85,34.96,0,0,31.61,0,208.77,26.07,12.22,0,0,0
4.95,35.1,0,0,32.03,0,210.32,26.49,12.31,0,0,0
5.09,35.24,0,0,32.47,0,213.09,25.81,13.7,0,0,0
5.21,35.38,0,0,32.4,0,213.48,26.58,14.01,0,0,0
5.23,35.52,0,0,33.2,0,214.05,25.94,14.48,0,0,0
5.28,35.67,0,0,33.3,0,216.85,26.02,14.84,0,0,0
5.19,35.81,0,0,32.36,0,219.51,25.89,14.48,0,0,0
5.17,35.95,0,0,32.44,0,219.62,25.88,14.05,0,0,0
5.3,36.09,0,0,32.84,0,217.32,25.74,13.83,0,0,0
5.59,36.23,0,0,32.53,0,213.88,25.36,13.81,0,0,0
5.89,36.37,0,0,32.17,0,213.16,25.8,13.87,0,0,0
5.9,36.51,0,0,31.96,0,217.47,25.89,14.33,0,0,0
5.78,36.65,0,0,32,0,218.04,25.38,14.2,0,0,0
5.24,36.79,0,0,30.91,0,218.12,24.42,14.09,0,0,0
5.29,36.93,0,0,31.8,0,215.54,24.96,13.99,0,0,0
5.27,37.06,0,0,32.48,0,215.9,24.62,13.7,0,0,0
5.32,37.2,0,0,32.43,0,219.84,24.95,14.38,0,0,0
5.2,37.34,0,0,33.31,0,219.52,26.08,14.32,0,0,0
5.52,37.48,0,0,33.74,0,222.56,27.04,14.18,0,0,0
5.4,37.62,0,0,33.3,0,223.9,26.45,14.36,0,0,0
5.6,37.75,0,0,33.29,0,227.74,26.91,14.32,0,0,0
5.7,37.89,0,0,33.14,0,230.33,26.63,14.39,0,0,0
5.82,38.03,0,0,33.09,0,230.16,27.33,14.46,0,0,0
5.79,38.16,0,0,32.71,0,227.94,27.16,14.29,0,0,0
5.73,38.3,0,0,32.39,0,227.47,27.84,13.85,0,0,0
5.58,38.43,0,0,32.04,0,226.88,27.05,13.31,0,0,0
6.41,38.57,0,0,31.7,0,228.5,27.96,12.56,0,0,0
6.76,38.7,0,0,32.11,0,226.39,26.59,12.05,0,0,0
6.77,38.84,0,0,31.83,0,227.63,26.62,11.78,0,0,0
6.74,38.97,0,0,31.75,0,226.12,25.96,12.33,0,0,0
6.75,39.11,0,0,30.52,0,224.25,26.31,12.45,0,0,0
6.81,39.24,0,0,30.75,0,220.92,25.96,12.11,0,0,0
6.81,39.37,0,0,30.8,0,220.4,26.22,12.85,0,0,0
6.76,39.51,0,0,29.6,0,218.52,26.03,12.28,0,0,0
6.54,39.64,0,0,28.65,0,220.49,26.33,12.15,0,0,0
6.7,39.77,0,0,29.55,0,229.09,27.5,12.37,0,0,0
6.68,39.9,0,0,29.32,0,231.45,28.82,12.22,0,0,0
6.63,40.03,0,0,28.19,0,228.3,29.3,11.86,0,0,0
6.8,40.16,0,0,27.39,0,225.11,28.97,11.76,0,0,0
6.97,40.29,0,0,27.5,0,226.51,30.19,12.27,0,0,0
7.06,40.42,0,0,28.18,0,229.95,30.6,12.07,0,0,0
6.8,40.55,0,0,27.43,0,227.21,30.3,11.9,0,0,0
6.81,40.68,0,0,26.69,0,226.25,30.62,11.89,0,0,0
6.91,40.81,0,0,27.48,0,226.1,30.99,12.24,0,0,0
6.94,40.94,0,0,27.86,0,225.47,31.21,12.37,0,0,0
6.81,41.07,0,0,28.25,0,224.3,32.06,12.4,0,0,0
6.7,41.2,0,0,29.59,0,223.89,34.94,12.45,0,0,0
6.46,41.32,0,0,29.98,0,227,33.23,12.29,0,0,0
6.63,41.45,0,0,29.79,0,231.42,33.5,12.65,0,0,0
6.42,41.58,0,0,29.45,0,232.15,33.04,12.63,0,0,0
6.3,41.7,0,0,29.29,0,229.65,32.41,12.35,0,0,0
6.34,41.83,0,0,29.35,0,227.6,31.56,12.35,0,0,0
6.54,41.95,0,0,28.68,0,228.25,32.69,12.37,0,0,0
6.6,42.08,0,0,28.51,0,226.19,32.76,12.22,0,0,-0.01
6.69,42.2,0,0,28.4,0,226.87,32.89,12.5,0,0,-0.01
6.65,42.33,0,0,28.18,0,228.74,33.81,12.52,0,0,-0.01
6.61,42.45,0,0,28.07,0,234.22,33.51,12.76,0,0,-0.02
6.61,42.57,0,0,28.74,0,233.12,34.14,12.39,0,0,-0.02
6.75,42.69,0,0,28.5,0,229.67,34.22,12.95,0,0,-0.02
6.75,42.82,0,0,28.55,0,226.78,34.33,12.57,0,0,-0.03
6.8,42.94,0,0,28.49,0,224.08,33.66,12.44,0,0,-0.03
6.74,43.06,0,0,28.95,0,221.31,34.26,12.49,0,0,-0.04
6.43,43.18,0,0,29.4,0,223.77,34.84,12.85,0,0,-0.04
5.98,43.3,0,0,28.77,0,221.39,34.35,12.47,0,0,-0.05
5.71,43.42,0,0,29.32,0,221.95,33.83,12.93,0,0,-0.05
5.84,43.54,0,0,29.6,0,220.39,32.39,12.05,0,0,-0.06
5.85,43.65,0,0,30.06,0,220.23,33.25,12.14,0,0,-0.07
6.2,43.77,0,0,30.66,0,221.81,32.75,12.66,0,0,-0.07
6.04,43.89,0,0,30.46,0,221.76,32.78,12.39,0,0,-0.08
5.51,44.01,0,0,30.08,0,221.49,32.65,12.4,0,0,-0.09
5.11,44.12,0,0,29.82,0,222.15,33.35,12.39,0,0,-0.1
5.36,44.24,0,0,30.44,0,220.16,33.68,12.28,0,0,-0.1
5.45,44.36,0,0,31.13,0,219.33,34.16,11.72,0,0,-0.11
5.32,44.47,0,0,30.76,0,216.2,34.36,11.6,0,0,-0.12
5.2,44.58,0,0,30.77,0,216.58,34.95,16.57,0,0,-0.13
5.18,44.7,0,0,30.38,0,216.92,35.85,15.56,0,0,-0.14
5.03,44.81,0,0,29.91,0,216.76,36.65,17.02,0,0,-0.15
5.01,44.92,0,0,29.66,0,216.87,36.68,16.97,0,0,-0.16
5.08,45.04,0,0,29.7,0,219.81,36.5,15.85,0,0,-0.17
5.12,45.15,0,0,29.94,0,224.96,36.83,15.76,0,0,-0.18
5.17,45.26,0,0,29.9,0,223.05,37.52,15.64,0,0,-0.19
5.11,45.37,0,0,29.59,0,222.78,37.86,15.31,0,0,-0.2
5.23,45.48,0,0,30.15,0,225.79,37.42,15.56,0,0,-0.21
5.27,45.59,0,0,31.19,0,225.23,37.24,15.92,0,0,-0.23
5.46,45.7,0,0,32.25,0,224.34,36.67,16.07,0,0,-0.24
5.54,45.81,0,0,31.77,0,223.53,37.89,15.92,0,0,-0.25
5.42,45.91,0,0,31.49,0,227.33,37.99,16.26,0,0,-0.26
5.31,46.02,0,0,31.01,0,226.18,38.84,16.36,0,0,-0.28
5.39,46.13,0,0,30.43,0,229.73,38.21,16.79,0,0,-0.29
5.34,46.23,0,0,30.28,0,229.26,36.95,16.86,0,0,-0.3
5.43,46.34,0,0,30.21,0,232.19,36.64,16.76,0,0,-0.32
5.43,46.44,0,0,30.05,0,232.97,35.77,16.8,0,0,-0.33
5.38,46.55,0,0,30.06,0,232.24,34.99,16.93,0,0,-0.34
5.51,46.65,0,0,30.29,0,231.89,35.12,16.64,0,0,-0.36
5.6,46.75,0,0,30.84,0,231.66,34.55,16.65,0,0,-0.37
5.5,46.85,0,0,31.72,0,231.35,34.67,16.87,0,0,-0.39
5.6,46.96,0,0,31.24,0,231.47,35,16.59,0,0,-0.4
5.69,47.06,0,0,30.37,0,228.14,36.5,15.86,0,0,-0.42
6.2,47.16,0,0,29.86,0,229.67,36.74,16.47,0,0,-0.44
6.39,47.26,0,0,28.18,0,229.44,37.05,18.08,0,0,-0.45
6.46,47.36,0,0,29.38,0,232.33,35.32,19.27,0,0,-0.47
6.39,47.45,0,0,29.4,0,219.74,36.62,19.15,0,0,-0.48
6.48,47.55,0,0,29.5,0,215.81,36.19,19.81,0,0,-0.5
6.23,47.65,0,0,30.01,0,215.01,35.98,20.1,0,0,-0.52
6.09,47.75,0,0,29.84,0,215.6,35.69,19.78,0,0,-0.54
6.12,47.84,0,0,29.59,0,215.72,35.41,19.52,0,0,-0.55
6.29,47.94,0,0,29.85,0,214.97,35.44,20,0,0,-0.57
6.63,48.03,0,0,29.69,0,218.32,35.38,20.9,0,0,-0.59
6.63,48.13,0,0,29.5,0,218,35.67,20.72,0,0,-0.61
6.67,48.22,0,0,29.35,0,217.37,35.33,21.52,0,0,-0.63
6.8,48.31,0,0,29.24,0,217.58,34.93,21.83,0,0,-0.64
6.71,48.4,0,0,28.89,0,215.62,34.51,21.72,0,0,-0.66
6.71,48.49,0,0,27.86,0,213.41,32.72,21.16,0,0,-0.68
6.77,48.58,0,0,27.42,0,213.88,33.4,21.6,0,0,-0.7
6.68,48.67,0,0,27.86,0,214.36,33.36,19.82,0,0,-0.72
6.63,48.76,0,0,27.44,0,215.82,33.24,19.26,22.28,0,-0.74
6.6,48.85,0,0,27.33,0,215.95,32.96,19.06,29.77,0,-0.76
6.72,48.94,0,0,27.69,0,214.99,33.82,19.31,29.52,0,-0.78
6.7,49.03,0,0,27.12,0,214.59,33.37,18.67,25.42,0,-0.8
6.87,49.11,0,0,27.09,0,215.16,33.16,18.81,26.49,0,-0.82
6.91,49.2,0,0,26.5,0,214.64,33.62,17.96,26.4,0,-0.84
6.79,49.28,0,0,26.54,0,213.96,32.29,17.58,24.3,0,-0.86
6.64,49.37,0,0,26.62,0,209.66,32.06,17.89,22.86,0,-0.88
6.88,49.45,0,0,26.95,0,210.21,32.33,17.93,22.11,0,-0.91
6.96,49.53,0,0,27,0,208.63,32.84,17.87,22.97,0,-0.93
6.94,49.61,0,0,26.87,0,207.96,33.47,17.94,23.87,0,-0.95
6.88,49.69,0,0,26.85,0,214.02,33.15,17.88,24.16,0,-0.97
6.79,49.78,0,0,26.83,0,212.51,33.17,17.84,24.84,0,-0.99
7.25,49.85,0,0,26.53,0,217.13,33.06,17.97,24.75,0,-1.01
7.63,49.93,0,0,26.61,0,214.41,33.03,18.93,24.75,0,-1.04
7.84,50.01,0,0,26.97,0,214.79,33.59,19.3,25.6,0,-1.06
7.73,50.09,0,0,26.55,0,213.32,35.19,19.56,25.82,0,-1.08
7.67,50.17,0,0,25.8,0,213.79,37.3,18.67,26.72,0,-1.11
7.83,50.24,0,0,25.2,0,221.82,36.07,18.42,24.35,0,-1.13
7.43,50.32,0,0,27.17,0,208.28,35.14,18.51,29.1,0,-1.15
7.5,50.39,0,0,26.84,0,202.48,34.43,18.85,29.25,0,-1.17
6.56,50.46,0,0,27.26,0,203.95,34.74,18.93,30.69,0,-1.2
6.79,50.54,0,0,28.9,0,202.91,36.26,18.92,35.9,0,-1.22
7.11,50.61,0,0,29.82,0,200.5,37.42,18.72,39.94,0,-1.25
7.48,50.68,0,0,30.22,0,203.36,38.11,18.7,39,0,-1.27
7.6,50.75,0,0,30.48,0,204.91,38.4,18.52,38.25,0,-1.29
7.6,50.82,0,0,32.29,0,207.63,40.74,18.41,43.86,0,-1.32
7.6,50.89,0,0,33.83,0,210.29,41.26,18.65,53.45,0,-1.34
7.6,50.95,0,0,32.54,0,207.19,42.71,19.64,51.49,0,-1.37
7.57,51.02,0,0,34.4,0,209.27,43.17,19.93,62.13,0,-1.39
8.4,51.09,0,0,32.98,0,208.77,43.3,20.01,59.07,0,-1.42
8.98,51.15,0,0,33.48,0,208.02,45.4,20.17,65.2,0,-1.44
9.04,51.22,0,0,34.39,0,209.65,45.21,20.06,69.27,0,-1.47
8.78,51.28,0,0,34.96,0,211.09,43.11,20.02,77.01,0,-1.49
8.45,51.34,0,0,35.11,0,209.76,41.58,20.22,89.86,0,-1.52
8.29,51.41,0,0,34.34,0,208.6,42.69,19.86,80.04,0,-1.54
8.23,51.47,0,0,34.8,0,211.73,42.93,19.93,77.89,0,-1.57
8.4,51.53,0,0,35.98,0,212.1,43.79,20.19,84.5,0,-1.59
8.31,51.59,0,0,37.25,0,215.27,44.08,20.74,95.79,0,-1.62
7.95,51.64,0,0,37.7,0,216.02,41.85,20.85,104.95,0,-1.65
8.06,51.7,0,0,35.47,0,214.89,42.46,21.45,119.8,0,-1.67
7.56,51.76,0,0,35.76,0,212.05,41.7,21.8,109,0,-1.7
7.44,51.81,0,0,37.15,0,212.36,43.03,21.21,120.2,0,-1.72
7.37,51.87,0,0,39.66,0,213.54,43.31,22.38,155,0,-1.75
7.39,51.92,0,0,41.19,0,215.2,44.08,22.2,184.94,0,-1.78
7.98,51.98,0,0,42.94,0,218.57,44.51,23.92,176.73,0,-1.8
7.96,52.03,0,0,39.5,0,216.97,47.39,23.19,123.11,0,-1.83
8.01,52.08,0,0,39.44,0,216.33,46.34,23.71,99.72,0,-1.86
8.32,52.13,0,0,39.39,0,214.53,46.94,23.46,108.3,0,-1.88
7.83,52.18,0,0,38.98,0,213.78,46.73,23.17,114.5,0,-1.91
8.03,52.23,0,0,38.72,0,215,46.47,23.93,131.3,0,-1.94
7.94,52.28,0,0,40.04,0,215.81,48.32,23.94,143.67,0,-1.97
7.49,52.32,0,0,40.85,0,213.37,46.89,23.49,164.91,0,-1.99
7.37,52.37,0,0,38.66,0,212.67,46.57,22.72,138.52,0,-2.02
7.85,52.42,0,0,40.16,0,210.94,43.43,22.61,156.84,0,-2.05
7.74,52.46,0,0,39.17,0,222.13,42.04,20.53,145.78,0,-2.08
