"X.AMRS.PA.","X.GRWG.PA.","U.YOLO.PA.","U.CNBS.PA.","U.MJ.PA.","X.POTX.PA.","U.STZ.PA.","U.IIPR.PA.","X.CARA.PA.","X.TLRY.PA.","X.SNDL.PA.","X.CNTTQ.PA."
8.42,52.5,0,0,38.96,0,223.17,42.63,20.72,146.92,0,-2.1
8.64,52.55,0,0,39.39,0,228.65,42.54,20.21,140,0,-2.13
9.2,52.59,0,0,39.23,0,226.31,44.84,19.83,128.96,0,-2.16
8.87,52.63,0,0,38.42,0,221.71,44.37,18.78,136.8,0,-2.19
8.05,52.67,0,0,37.53,0,217.79,44.15,18.99,132.15,0,-2.21
7.71,52.71,0,0,39.23,0,225.56,42.75,19.34,148.3,0,-2.24
7.47,52.74,0,0,42.49,0,223.73,42.93,19.4,165.64,0,-2.27
7.56,52.78,0,0,40.98,0,226.99,43.43,20.66,158.45,0,-2.3
7.37,52.82,0,0,39.71,0,227.17,43,20.37,148.2,0,-2.33
7.81,52.85,0,0,39.54,0,225.24,41.82,19.97,152.38,0,-2.35
7.55,52.88,0,0,37.49,0,222.93,40.3,19.68,145.3,0,-2.38
7.47,52.92,0,0,33.99,0,219.16,40.78,19.28,122.67,0,-2.41
7.21,52.95,0,0,33.02,0,214.88,40.42,18.69,120.8,0,-2.44
7.1,52.98,0,0,31.43,0,212.17,40.47,17.81,109.2,0,-2.47
7.3,53.01,0,0,32.26,0,213.16,41.5,18.91,106.75,0,-2.49
7.01,53.04,0,0,32.07,0,210.01,41.43,18.69,108.08,0,-2.52
7.1,53.07,0,0,29.22,0,202.76,40.91,18.01,90.68,0,-2.55
7.42,53.09,0,0,29.74,0,198.45,41.3,18.24,90.1,0,-2.58
7.45,53.12,0,0,30.99,0,199.24,40.94,18.74,94.99,0,-2.61
7.54,53.14,0,0,31.81,0,200.88,41.09,19.81,98.99,0,-2.64
7.17,53.17,0,0,32.34,0,201.3,40.93,19.69,99.4,0,-2.67
7.26,53.19,0,0,33.42,0,200.27,40.11,19.59,100.98,0,-2.69
7.38,53.21,0,0,34.26,0,204.03,41.58,19.72,106.86,0,-2.72
7.42,53.23,0,0,36.7,0,206.73,42.4,19.73,139.6,0,-2.75
7.32,53.25,0,0,34.45,0,204.8,45.34,20.45,118.74,0,-2.78
6.34,53.27,0,0,32.6,0,203.12,44.36,19.68,109.5,0,-2.81
5.86,53.29,0,0,31.94,0,201.98,44.38,18.94,113.44,0,-2.84
5.91,53.3,0,0,30.88,0,199.72,45.11,18.91,111.55,0,-2.86
4.15,53.32,0,0,29.49,0,197.33,46.71,18.13,102.01,0,-2.89
3.87,53.33,0,0,31.21,0,197.47,47.73,18.76,107.27,0,-2.92
3.98,53.35,0,0,30.8,0,196.65,50.34,19.04,111,0,-2.95
3.68,53.36,0,0,29.5,0,193.5,50.92,18,107.2,0,-2.98
3.56,53.37,0,0,28.98,0,190.72,49.87,17.76,104,0,-3.01
3.94,53.38,0,0,29.68,0,194.2,52.05,18.37,109.47,0,-3.04
3.93,53.39,0,0,30.31,0,194.1,56.09,18.54,114.73,0,-3.06
3.95,53.4,0,0,30.14,0,192.76,54.59,18.58,116.03,0,-3.09
4.37,53.41,0,0,29.09,0,194.21,46.75,18.79,114.15,0,-3.12
4.42,53.41,0,0,28.72,0,195.87,50.16,18.36,113.96,0,-3.15
4.76,53.42,0,0,29.75,0,201.47,49.64,18.72,110.88,0,-3.18
4.81,53.42,0,0,29.41,0,196.25,49.84,18.44,107.3,0,-3.21
4.96,53.42,0,0,29.36,0,195.76,49.29,18.19,102.48,0,-3.24
4.83,53.42,0,0,29.15,0,198.21,50.75,18.71,103.1,0,-3.26
4.21,53.43,0,0,28.09,0,191.21,49.5,17.79,100.36,0,-3.29
4.01,53.42,0,0,27.34,0,189.54,49.41,17.43,98.34,0,-3.32
4.17,53.42,0,0,27.75,0,190.8,50.03,17.11,99,0,-3.35
4.34,53.42,0,0,28.99,0,188.7,49.94,16.08,100.44,0,-3.38
4.42,53.42,0,0,28.65,0,187.34,50.49,15.83,97.14,0,-3.41
4.35,53.41,0,0,29.08,0,188.76,50.46,15.71,94.25,0,-3.43
4.35,53.4,0,0,28.46,0,186.8,50.69,15.54,84.68,0,-3.46
4.21,53.4,0,0,27.45,0,182.67,51.75,14.08,75.53,0,-3.49
4.09,53.39,0,0,27.25,0,181.27,52.09,14.05,75.14,0,-3.52
3.99,53.38,0,0,26.39,0,176.07,50.11,13.99,65.9,0,-3.55
3.75,53.37,0,0,26.54,0,172.6,50.96,13.83,76.9,0,-3.57
3.59,53.36,0,0,25.85,0,172.08,50.14,13.37,71.5,0,-3.6
3.4,53.34,0,0,25.38,0,166.88,48.88,12.98,78.3,0,-3.63
3.02,53.33,0,0,24.27,0,162.19,45.01,12.65,74.85,0,-3.66
3.16,53.31,0,0,23.65,0,157.2,43.35,12.45,71.79,0,-3.68
3.09,53.3,0,0,23.89,0,159.32,45.22,12.82,71.61,0,-3.71
3.08,53.28,0,0,24.18,0,163.49,46.42,13.19,71.5,0,-3.74
3.47,53.26,0,0,24.22,0,163.53,44.71,12.97,71.45,0,-3.77
3.54,53.24,0,0,25.13,0,162.86,45.91,12.7,75.15,0,-3.79
3.35,53.22,0,0,24.99,0,160.82,45.37,13,70.64,0,-3.82
3.5,53.2,0,0,25.63,0,162.82,45.61,13.94,69.33,0,-3.85
3.78,53.17,0,0,26.44,0,164.04,45.89,14.57,70.46,0,-3.88
3.86,53.15,0,0,26.5,0,161.76,45.08,14.42,69.99,0,-3.9
3.94,53.12,0,0,27.08,0,166.62,46.26,15.19,69.95,0,-3.93
4.06,53.09,0,0,27.82,0,170.18,49.64,16,71.9,0,-3.96
4.02,53.07,0,0,27.79,0,172.55,51.51,15.45,83.27,0,-3.98
4.05,53.04,0,0,28.97,0,150.94,51.51,15.67,80,0,-4.01
3.94,53.01,0,0,29.59,0,159.83,51.05,15.77,80.97,0,-4.04
3.83,52.97,0,0,30.76,0,159.08,51.76,15.83,95.98,0,-4.06
3.74,52.94,0,0,31.29,0,160.89,54.16,15.15,100.12,0,-4.09
3.81,52.91,0,0,30.28,0,160.53,53.07,15.2,82.95,0,-4.12
3.69,52.87,0,0,30.68,0,159.86,52.8,15.25,85.61,0,-4.14
3.67,52.83,0,0,30.59,0,160.35,55,15.39,83.48,0,-4.17
3.6,52.8,0,0,31.02,0,164.15,54.39,15.36,77.15,0,-4.19
3.52,52.76,0,0,31.24,0,165.07,54.74,15.4,74.12,0,-4.22
3.45,52.71,0,0,30.98,0,164.78,56.03,15.34,72.86,0,-4.25
3.39,52.67,0,0,30.64,0,165.62,56.92,15.02,71.88,0,-4.27
3.34,52.63,0,0,31.19,0,164.79,57.9,14.97,74.18,0,-4.3
3.2,52.59,0,0,32,0,166.81,59.94,15.45,75.35,0,-4.32
2.94,52.54,0,0,33.8,0,167.91,61.49,14.82,81.93,0,-4.35
2.8,52.49,0,0,33.25,0,168.17,58.85,14.68,79.06,0,-4.37
3.12,52.44,0,0,33.81,0,170.61,61.3,15.16,77.48,0,-4.4
3.4,52.39,0,0,35.2,0,173.64,61.87,15.25,80.38,0,-4.42
3.21,52.34,0,0,35.91,0,173.69,63.32,15.11,81.91,0,-4.45
3.16,52.29,0,0,37.31,0,172.8,65.56,15.37,83.45,0,-4.47
5.47,52.24,0,0,36.59,0,174.69,64.87,15.51,83.28,0,-4.5
5.48,52.18,0,0,34.65,0,172.3,62.96,15.58,78.1,0,-4.52
5.45,52.13,0,0,35.21,0,174.05,62.37,15.24,79.96,0,-4.54
5.7,52.07,0,0,34.35,0,175.19,64.34,16.81,79.25,0,-4.57
5.02,52.01,0,0,33.51,0,172.76,66.59,16.37,75.53,0,-4.59
4.9,51.95,0,0,34.41,0,171.94,65.96,16.56,76,0,-4.62
4.64,51.89,0,0,34.93,0,174.73,65.4,16.73,77.29,0,-4.64
4.59,51.83,0,0,34.9,0,173.96,60.5,16.55,76.62,0,-4.66
4.96,51.76,0,0,35.68,0,174.91,65.01,17.06,76.49,0,-4.69
4.86,51.7,0,0,35.68,0,176.91,66.93,17.22,75.66,0,-4.71
4.54,51.63,0,0,35.62,0,174.73,65.37,16.92,77.03,0,-4.73
4.48,51.56,0,0,36.23,0,166.98,64.89,16.56,81.08,0,-4.75
4.64,51.5,0,0,36.09,0,165.74,68.6,16.65,79.2,0,-4.78
4.94,51.42,0,0,36.51,0,169.06,73.06,16.95,79.07,0,-4.8
4.9,51.35,0,0,36.12,0,167.15,78.18,17.14,77.53,0,9.06
4.61,51.28,0,0,36.82,0,169.39,78.01,16.91,78.7,0,9.24
4.66,51.21,0,0,37.08,0,169.23,79.55,17.39,79.3,0,9.25
4.75,51.13,0,0,37.07,0,169.16,79,17.05,81.3,0,9.14
4.65,51.05,0,0,37.11,0,171.95,78.06,17.22,79.51,0,9.42
4.81,50.97,0,0,36.64,0,170.65,76.89,17.14,77.27,0,9
4.72,50.89,0,0,37.25,0,167.49,75.31,16.64,76.9,0,8.98
4.56,50.81,0,0,36.67,0,166.04,71.38,16.11,75.87,0,8.97
4.37,50.73,0,0,35.63,0,167.69,69.37,16.35,69.73,0,8.32
4.27,50.64,0,0,35.8,0,166.2,69.33,16.61,69.98,0,8.33
4.41,50.56,0,0,36.33,0,168.34,73.43,17.15,69.98,0,8.82
4.67,50.47,0,0,36.53,0,168.8,75.56,17.43,72.12,0,8.74
4.41,50.38,0,0,36.91,0,170.62,77.87,19.49,71.79,0,8.91
4.16,50.29,0,0,36.8,0,170.62,77.6,18.96,72.29,0,8.76
3.94,50.2,0,0,37.35,0,170.44,80.22,18.39,72.63,0,8.9
3.82,50.11,0,0,38.35,0,171.08,86.15,19.08,72.3,0,9.49
3.89,50.02,0,0,38.74,0,167.34,89.89,19.53,69.76,0,9.81
3.1,49.92,0,0,38.35,0,164.63,88.36,19.37,70.75,0,9.74
2.78,49.82,0,0,38.44,0,169.37,90.14,19.65,70.23,0,9.99
2.25,49.73,0,0,36.83,0,169.5,87.6,18.31,67.33,0,9.63
2.09,49.63,0,0,37.03,0,168,85.49,18.25,67.78,0,9.47
1.88,49.53,0,0,37.34,0,171.79,89.02,18.99,66.95,0,9.8
2.35,49.42,0,0,36.16,0,170.12,86.99,18.8,64.85,0,10.04
2.11,49.32,0,0,36.05,0,172.51,84.79,19.11,65.94,0,8.11
2.1,49.21,0,0,36.38,0,175.38,81.67,19.65,65.52,0,7.75
2.08,49.11,0,0,36.63,0,177.58,80.01,19.6,63.06,0,8
2.13,49,0,0,36.37,0,176.76,76.89,19.6,63.8,0,7.72
2.51,48.89,0,0,35.96,0,179.64,76.98,19.79,63.38,0,7.47
2.9,48.78,0,0,35.9,0,191.44,80.27,19.6,61.1,0,7.36
2.77,48.66,0,0,36.31,0,193.15,82.58,19.67,59.62,0,7.62
2.99,48.55,0,0,35.87,0,192.29,83.43,20.17,56.75,0,7.73
3.55,48.44,0,0,35.32,0,190.98,81.96,20.48,56.42,0,7.4
3.75,48.32,0,0,35.92,0,190.1,84.99,20.35,57.04,0,7.46
2.89,48.2,0,0,34.96,0,191.13,84.01,19.5,53.52,0,7.03
2.88,48.08,0,0,35.1,0,190.53,84.71,18.74,52.91,0,7.17
3.45,47.96,0,0,33.96,0,190.92,83.34,19.44,49.24,0,6.87
3.95,47.83,0,0,34.12,0,190.08,81.72,19.29,50.16,0,6.83
4.18,47.71,0,0,34.19,0,191.62,80.38,18.08,50.62,0,7.27
5.04,47.58,24.95,0,33.92,0,198.84,80.67,18.15,48.99,0,7.1
5.16,47.46,31.36,0,34.38,0,203.43,79.95,17.72,50.45,0,-5.52
4.94,47.33,25.5,0,34.91,0,205.46,80.62,17.7,51.82,0,7.22
5.09,47.2,25.57,0,34.85,0,207.51,83.93,18.91,50.32,0,7.25
5.1,47.06,25.83,0,34.93,0,210.09,84.23,19.05,51.31,0,7.55
4.87,46.93,25.65,0,34.62,0,212.2,86.64,19.4,51.27,0,7.51
4.77,46.8,25.7,0,35.29,0,212.17,86.85,19.36,53.15,0,7.28
4.67,46.66,26.24,0,35.86,0,212.54,86.91,19.48,52.73,0,7.18
4.47,46.52,26.02,0,35.66,0,211.84,85.13,19.09,51.39,0,6.8
4.05,46.38,25.59,0,35.44,0,212.08,85.72,18.95,51.95,0,6.44
4.43,46.24,24.71,0,34.82,0,209.14,84.61,19.61,50.23,0,5.62
5.05,46.1,25.13,0,35.43,0,211.4,86.23,19.75,50.25,0,6.06
4.87,45.95,25.3,0,35.65,0,210.36,84.17,20.16,49.8,0,5.98
4.9,45.81,24.65,0,34.72,0,207.98,79.53,19.02,47.22,0,5.78
4.8,45.66,24.69,0,34.77,0,207.36,80.62,19.12,46.05,0,5.84
4.56,45.51,24.22,0,34.03,0,201.94,79.66,19.28,46.47,0,5.6
4.56,45.36,25.06,0,34.33,0,203.28,81.23,18.82,49.55,0,5.89
4.25,45.21,23.99,0,32.51,0,201.17,79.97,17.69,46.47,0,5.72
4.27,45.05,24.64,0,33.36,0,205.49,82.1,18.23,48.67,0,6.08
4.4,44.9,25.07,0,33.9,0,204.99,86.56,18.72,48.8,0,6.21
4.33,44.74,25.19,0,33.99,0,206.86,89.06,19.16,47.59,0,6.08
4.25,44.58,25,0,33.65,0,204.94,88.76,19.04,45.74,0,5.99
4.09,44.42,24.69,0,33.25,0,203.11,83.71,18.2,44.18,0,5.83
4.12,44.26,25.01,0,33.91,0,205,85.24,19,44.65,0,5.88
4.24,44.1,25.19,0,34.13,0,204.91,87.41,18.96,46.25,0,5.9
4.21,43.93,24.33,0,33.15,0,206.21,86.67,18.46,44.87,0,5.62
4.04,43.77,24.78,0,33.48,0,198.69,87.42,18.05,43.96,0,5.72
3.85,43.6,25.09,0,33.67,0,195.88,88.48,17.07,43.6,0,-5.77
3.75,43.43,24.86,0,33.23,0,194.19,86.43,17.99,42.75,0,5.88
3.74,43.26,24.43,0,32.46,0,188.9,81.79,21.57,40.85,0,5.61
3.56,43.08,24.17,0,31.91,0,187.36,84.06,21.4,39.11,0,5.48
3.39,42.91,23.27,0,30.93,0,176.48,83.97,20.58,38.01,0,5.27
3.59,42.73,22.5,0,30.12,0,177.32,84.07,20.25,34.7,0,5.18
3.72,42.56,23.53,0,31.6,0,184.47,84.7,20.47,36.5,0,5.3
3.69,42.38,23.35,0,31.68,0,187.08,92.01,20.44,35.59,0,5.24
3.63,42.19,23.13,0,31.54,0,184.38,92.66,20.09,35.7,0,5.2
3.67,42.01,23.92,0,32.15,0,188.44,95.2,20.04,38.87,0,5.25
4.11,41.83,24.19,0,32.94,0,191.99,98.43,20.31,43.14,0,5.36
4.09,41.64,23.78,0,32.57,0,195,94.58,19.82,40.49,0,5.31
3.95,41.45,23.7,0,32.48,0,189.36,98.54,19.63,41.82,0,5.24
4.1,41.26,23.22,0,31.97,0,189.42,100.87,19.95,40.74,0,5.01
3.93,41.07,22.71,0,31.18,0,187.72,108.61,19.36,39,0,5
3.96,40.88,22.91,0,31.53,0,187.29,116.03,19.84,40.41,0,5
4.14,40.69,23.11,0,31.67,0,182.03,119.55,19.83,41.05,0,4.96
4.12,40.49,23.26,0,32,0,184.31,125.17,19.73,45.48,0,5.36
4,40.29,23.65,0,32.63,0,185.84,134.71,20.29,49.79,0,5.21
3.66,40.09,23.02,0,31.97,0,183.89,117.52,20.64,50.45,0,5.09
3.55,39.89,22.6,0,31.71,0,181.35,124.19,19.58,48.06,0,5.17
3.23,39.69,22.29,0,31.36,0,183.9,130.36,19.76,46.81,0,5.02
3.34,39.48,22.45,0,31.3,0,185.02,124.96,20.1,47.2,0,4.97
3.43,39.28,23,0,31.68,0,188.3,119.65,21.15,46.43,0,4.99
3.58,39.07,23.08,0,31.76,0,197.07,123.35,21.5,46.61,0,5.02
3.65,38.86,23.34,0,32.09,0,196.12,125.19,22.37,49.34,0,5.12
3.51,38.65,23,0,31.67,0,198.79,120.53,22.26,47.45,0,4.98
3.49,38.43,23.15,0,31.97,0,199.84,128.5,22.09,47.75,0,5.07
3.49,38.22,23.31,0,32.17,0,197.87,133.47,22.04,48,0,-5.78
3.43,38,23.14,0,31.85,0,197.52,130.16,21.83,47.04,0,4.94
3.33,37.78,22.7,0,31.27,0,200.1,124.81,21.53,45.45,0,3.83
3.35,37.56,22.54,0,31.27,0,198.01,132.39,22,45.19,0,3.6
3.22,37.34,22.3,0,30.97,0,200.83,132.2,22.45,45.93,0,3.17
3.09,37.12,22,0,30.69,0,197.71,137.77,22.74,45.19,0,3.11
3.15,36.89,21.04,0,29.45,0,199.68,126.11,24.29,43.44,0,2.57
3.13,36.67,21.69,0,30.05,0,198.77,127.22,25.43,44.22,0,3.06
3.08,36.44,21.65,0,30.23,0,197.88,128.46,26.1,44.42,0,2.75
2.95,36.21,21.94,0,30.38,0,199.35,125.64,26.92,44.37,0,2.86
2.92,35.97,21.77,0,30.18,0,202.58,123.63,25.34,43.41,0,2.94
3.01,35.74,21.55,0,29.83,0,201.57,123.38,25.91,43.58,0,2.78
3.1,35.5,21.06,0,29.48,0,201.24,113.07,25.85,42.24,0,2.73
3.02,35.26,20.46,24.37,29.17,0,202.29,102.97,25.51,42.97,0,2.62
3.08,35.03,20.25,24.16,28.97,0,204.17,104.9,26.27,43.04,0,2.04
2.98,34.78,19.8,23.99,28.41,0,203.08,105.39,22.76,41.91,0,1.96
2.82,34.54,20.18,24.12,28.6,0,204,107.72,23.04,42.09,0,2.28
2.83,34.3,20.08,23.81,28.16,0,199,107.02,22.87,40.67,0,2.18
2.97,34.05,20.21,23.89,28.2,0,201,109.07,23.75,40.85,0,2.16
3.1,33.8,20.28,23.84,28.08,0,196.88,105.61,23.97,40.82,0,2.35
2.94,33.55,19.8,23.42,27.04,0,193.66,101.84,22.89,40.36,8.49,2.18
2.84,33.3,20.65,24.61,28.35,0,192.75,102.83,22.64,43.25,10.45,2.28
2.83,33.04,20.26,24.13,27.59,0,186.75,99.16,22.36,42.29,11.7,2.18
2.84,32.79,20.56,24.61,28.24,0,187.25,103.46,22.22,42.58,12.99,2.2
2.88,32.53,20.45,24.62,28.6,0,188.18,105.88,22.63,41.96,12.85,2.18
3.65,32.27,20.69,24.86,28.8,0,193.35,104,24.05,43.89,12.58,2.25
3.59,32.01,20.53,24.43,28.6,0,194.07,102.66,23.38,42.7,11.4,3.23
3.92,31.75,20.24,24.25,28.27,0,192.64,99.52,23.04,42.49,10.52,2.3
3.87,31.48,21.1,25,28.92,0,196.53,107.4,23.4,46.05,10.57,2.24
3.6,31.21,20.03,23.82,27.15,0,193.32,103.3,23.03,39.2,11.08,2.13
3.45,30.95,18.86,22.45,25.69,0,194.42,102.56,22.62,35.12,11.1,2
3.67,30.68,19.35,23,26.24,0,198.95,106.16,23.39,31.32,10.55,2.1
4.4,30.4,19.26,22.81,25.95,0,201.93,110.13,23.8,29.98,10.45,2.02
4.22,30.13,19.23,22.81,25.88,0,202.52,112.82,23.73,29.3,10.06,1.97
4.33,29.85,19.24,22.67,26.04,0,202.86,112.88,24.24,32.35,10.01,1.87
4.08,29.57,18.8,22.06,25.41,0,201.72,106.49,24.01,29.03,9.76,1.93
4.06,29.29,18.23,21.46,24.82,0,198.48,101.61,22.96,28.29,9.64,1.86
3.98,29.01,18.11,21.32,24.74,0,202.53,102.8,22.96,28.2,9.54,1.79
3.71,28.73,17.4,20.35,23.8,0,198.15,101.03,22.52,26.6,9.02,1.7
3.67,28.44,17.82,20.86,24.06,0,201.95,102.42,23.01,27.13,8.8,1.67
3.74,28.16,17.88,20.85,24.31,0,204.63,101.79,23.74,26.74,7.86,1.78
3.78,27.87,17.65,20.63,24.07,0,204.17,89.15,23.45,25.68,7.96,1.74
3.76,27.58,17.83,20.79,24.42,0,205.31,88.66,22.88,27.83,8.27,-5.17
3.8,27.28,18.07,20.97,24.65,0,208.4,90.79,22.62,30.1,8.2,1.66
3.99,26.99,18.1,21,24.34,0,210.23,85.09,22.99,30,7.85,1.65
4.1,26.69,18.62,21.75,25.32,0,204.99,88.36,23.63,32.13,8.07,1.76
4.16,26.39,18.85,22.2,25.78,0,204.7,83.46,23.55,32.05,7.82,1.78
4.28,26.09,18.5,21.69,25.09,0,206.86,86.19,22.83,30.2,7.73,1.67
4.58,25.79,18.74,22.06,25.49,0,208.18,86.08,23.56,31.25,8.02,1.68
4.81,25.48,18.95,22.14,25.78,0,206.65,90.87,23.9,30.71,8.67,1.67
4.72,25.18,18.38,21.64,25.13,0,203.97,88.37,23,30.65,8.67,1.62
4.8,24.87,18.54,21.79,25.25,0,204.02,91.38,23.31,31.7,8.75,1.61
4.8,24.56,18.17,21.41,24.72,0,203.81,91.13,23.71,30.79,8.8,1.5
4.57,24.24,18.12,21.18,24.13,0,205.75,94.87,23.75,30.55,8.8,1.28
4.4,23.93,17.85,20.95,24.07,0,207.43,95.36,23.25,30.54,8.53,1.28
4.38,23.61,17.58,20.46,23.57,0,207.32,97.37,22.93,30.01,7.51,1.37
4.36,23.3,17.35,20.3,23.15,23.91,205.23,95.4,22.16,29.03,7.3,1.32
4.56,22.98,17.11,20.11,23.05,23.77,205.74,95.52,22.01,28.19,6.72,1.28
4.56,22.65,16.2,19.35,21.95,22.63,205.12,89.89,20.07,26.82,6.19,1.19
4.8,22.33,15.63,19.14,22.07,22.71,204,91.4,20.03,26.59,5.62,1.15
4.76,22,15.57,19.09,22.07,22.71,206.21,95.21,18.86,26.71,4.45,1.21
4.78,21.67,15.3,18.6,21.53,22.04,206.06,95.88,18.63,25.95,4.15,1.21
4.76,21.34,14.64,18,20.79,21.03,207.41,92.36,18.28,24.8,4.81,1.13
4.7,21.01,14.04,17.3,20.3,20.22,209.4,88.58,17.9,24.21,4.87,1.13
4.58,20.68,14.47,17.37,20.25,20.14,206.92,90.91,18.68,24.07,4.68,1.07
4.36,20.34,14.92,18.01,20.99,20.96,194.26,89.96,19.09,24.91,5.02,1.11
4.41,20,14.87,17.98,20.92,20.94,193.83,91.35,19.32,24.06,4.62,1.1
4.31,19.66,14.57,17.57,20.48,20.49,188.74,89.34,19.05,24.26,4.51,1.08
4.01,19.32,14.22,17.23,20.13,20.03,189.52,86.47,18.33,23.94,4.43,1.04
3.6,18.98,14.05,17.2,19.9,19.84,191.47,86.21,18.02,23.87,5.18,1.04
3.46,18.63,13.12,15.99,18.66,18.17,192.74,76.96,18.64,20.64,4.6,0.9
3.66,18.28,13.3,16.03,18.71,17.89,192.97,78.82,18.85,20.96,4.52,0.92
3.53,17.93,13.1,15.93,18.43,17.75,193.03,77.86,18.88,20.68,4.44,1.04
3.47,17.58,13.8,16.62,19.61,18.79,196.83,78.24,19.39,22.13,4.46,1.38
3.47,17.23,13.67,16.43,19.35,18.32,198.51,77.1,19.34,21.73,4.14,1.33
3.77,16.87,14.14,16.97,20.12,19.17,197.34,76.54,19.71,22.49,4.24,1.36
3.62,16.51,13.84,16.6,19.61,18.62,197.03,72.53,19.13,21.37,4.19,1.33
3.81,16.15,13.93,16.67,19.91,18.82,194.63,73.61,19.45,22.43,3.93,1.37
3.72,15.79,13.76,16.57,19.82,18.55,196.85,72.13,19.33,22.2,3.8,1.34
3.73,15.43,13.98,16.88,20.22,18.99,197.69,71.6,19.56,22.63,4.08,1.32
3.72,15.06,13.98,16.98,20.45,19.17,196.6,72.6,19.89,24.37,3.9,1.34
3.7,14.69,14.07,17.08,20.55,19.4,195.83,71.9,20.05,23.68,3.96,1.23
3.69,14.32,14.03,16.84,20.21,19.06,192.87,67.72,20.26,23.09,3.82,1.16
3.71,13.95,13.5,16.19,19.59,18.4,192.98,69.1,20.37,22.22,3.58,1.08
3.43,13.57,13.41,16.07,19.45,18.13,191.58,72.65,20.35,22.22,3.4,1.09
3.32,13.19,13.28,15.91,19.38,17.98,190.39,76.08,20.77,22.31,3.26,1.13
3.64,12.82,13.35,16.11,19.64,18.18,191,75.55,21.17,21.62,3.21,1.2
4.03,12.44,13.26,15.9,19.59,18,193.94,75.89,20.41,22.17,3,1.25
4.18,12.05,13.29,16.04,19.69,18.12,191.76,77.14,20.77,22.52,2.93,1.18
3.97,11.67,13.11,15.81,19.32,17.91,193.21,72.61,19.41,22.96,3.23,1.14
4.01,11.28,13.1,15.61,18.83,17.5,190.31,79.7,20.7,22.27,3.56,1.07
4.52,10.89,13.63,16.32,19.62,18.27,187.65,85.22,21.2,23.47,3.78,1.05
4.45,10.5,13.35,15.85,19.15,17.92,184.49,81.59,21.29,21.97,3.87,1.04
4.19,10.1,12.89,15.35,18.56,17.17,183.83,80.11,21.71,21.57,3.79,0.98
3.73,9.71,12.5,14.88,18.04,16.45,184.11,82.04,21.45,20.98,3.62,0.97
3.89,9.31,12.12,14.19,17.25,15.42,182.85,82.58,21.45,19.81,3.33,0.9
3.86,8.91,12.07,13.96,16.78,14.96,179.69,85.49,21.18,19.97,3.14,0.87
3.76,8.51,11.75,13.27,16.04,14.1,174.88,82.84,21.19,19.93,2.81,0.8
