"X.AMRS.PB.","X.GRWG.PB.","U.YOLO.PB.","U.CNBS.PB.","U.MJ.PB.","X.POTX.PB.","U.STZ.PB.","U.IIPR.PB.","X.CARA.PB.","X.TLRY.PB.","X.SNDL.PB.","X.CNTTQ.PB."
7.73,49.44,0,0,39.11,0,222.09,42.03,20.52,145.56,0,-2.28
8.41,49.48,0,0,38.73,0,223.16,42.6,20.71,146.32,0,-2.31
8.63,49.52,0,0,39.34,0,228.64,42.53,20.2,139.43,0,-2.34
9.19,49.56,0,0,39.18,0,226.28,44.82,19.82,128.83,0,-2.37
8.86,49.59,0,0,38.35,0,221.7,44.33,18.77,136.07,0,-2.4
8.04,49.63,0,0,37.5,0,217.78,44.14,18.98,131.59,0,-2.43
7.7,49.67,0,0,39.19,0,225.55,42.62,19.33,148.06,0,-2.46
7.46,49.7,0,0,42.48,0,223.72,42.92,19.39,165.31,0,-2.49
7.55,49.74,0,0,40.88,0,226.98,43.39,20.65,158.14,0,-2.53
7.36,49.77,0,0,39.61,0,227.16,42.99,20.36,148.05,0,-2.56
7.8,49.81,0,0,39.36,0,225.23,41.78,19.96,152.1,0,-2.59
7.54,49.84,0,0,37.45,0,222.89,40.28,19.67,145,0,-2.62
7.46,49.87,0,0,33.93,0,219.15,40.77,19.27,122.5,0,-2.65
7.2,49.9,0,0,32.97,0,214.87,40.41,18.68,120.61,0,-2.68
7.09,49.93,0,0,31.36,0,212.15,40.4,17.8,108.9,0,-2.71
7.29,49.96,0,0,32.19,0,213.14,41.49,18.9,106.58,0,-2.74
7,49.98,0,0,31.95,0,209.99,41.37,18.67,107.71,0,-2.77
7.09,50.01,0,0,29.18,0,202.75,40.84,17.99,90.67,0,-2.81
7.41,50.04,0,0,29.62,0,198.42,41.24,18.21,89.9,0,-2.84
7.44,50.06,0,0,30.95,0,199.23,40.9,18.72,94.81,0,-2.87
7.53,50.08,0,0,31.8,0,200.87,41.02,19.8,98.27,0,-2.9
7.16,50.11,0,0,32.31,0,201.24,40.87,19.66,98.96,0,-2.93
7.25,50.13,0,0,33.4,0,200.26,40.09,19.55,100.57,0,-2.96
7.37,50.15,0,0,34.23,0,204.01,41.51,19.68,106.5,0,-2.99
7.41,50.17,0,0,36.66,0,206.72,42.3,19.71,139,0,-3.03
7.31,50.19,0,0,34.43,0,204.72,45.33,20.43,118.48,0,-3.06
6.33,50.21,0,0,32.55,0,203.09,44.34,19.66,109.01,0,-3.09
5.85,50.22,0,0,31.87,0,201.95,44.37,18.93,113.09,0,-3.12
5.9,50.24,0,0,30.68,0,199.69,45.05,18.9,111,0,-3.15
4.14,50.25,0,0,29.44,0,197.31,46.7,18.11,102,0,-3.18
3.86,50.27,0,0,31.17,0,197.44,47.67,18.75,107.11,0,-3.22
3.97,50.28,0,0,30.64,0,196.64,50.29,19.03,110.48,0,-3.25
3.67,50.29,0,0,29.42,0,193.49,50.91,17.99,107,0,-3.28
3.55,50.3,0,0,28.92,0,190.68,49.79,17.75,103.92,0,-3.31
3.93,50.31,0,0,29.63,0,194.15,52.04,18.36,108.87,0,-3.34
3.92,50.32,0,0,30.25,0,193.82,55.98,18.48,113.94,0,-3.37
3.94,50.33,0,0,30.05,0,192.42,54.42,18.51,115.46,0,-3.41
4.36,50.34,0,0,29,0,194.2,46.74,18.77,113.92,0,-3.44
4.41,50.34,0,0,28.66,0,195.85,50.11,18.35,113.93,0,-3.47
4.75,50.35,0,0,29.62,0,201.45,49.63,18.71,110.81,0,-3.5
4.8,50.35,0,0,29.28,0,196.21,49.78,18.43,107.2,0,-3.53
4.95,50.35,0,0,29.16,0,195.72,49.27,18.18,102.44,0,-3.56
4.82,50.36,0,0,29.03,0,198.2,50.74,18.7,103,0,-3.59
4.2,50.36,0,0,28.03,0,191.2,49.49,17.76,100.26,0,-3.63
4,50.36,0,0,27.24,0,189.52,49.4,17.4,98.23,0,-3.66
4.16,50.35,0,0,27.6,0,190.74,50.02,17.1,98.85,0,-3.69
4.33,50.35,0,0,28.85,0,188.62,49.92,16.07,100.28,0,-3.72
4.41,50.35,0,0,28.6,0,187.33,50.48,15.82,97.06,0,-3.75
4.34,50.34,0,0,29.07,0,188.74,50.39,15.7,94.07,0,-3.78
4.34,50.34,0,0,28.39,0,186.79,50.64,15.52,84.5,0,-3.81
4.2,50.33,0,0,27.3,0,182.63,51.7,14.07,75.52,0,-3.85
4.08,50.32,0,0,27.15,0,181.23,52.06,14.04,75.13,0,-3.88
3.98,50.32,0,0,26.3,0,176.05,50.02,13.97,65.88,0,-3.91
3.74,50.31,0,0,26.4,0,172.56,50.89,13.81,76.64,0,-3.94
3.58,50.3,0,0,25.75,0,172.03,50.06,13.36,71.31,0,-3.97
3.39,50.28,0,0,25.29,0,166.83,48.87,12.97,78.12,0,-4
3.01,50.27,0,0,24.21,0,162.18,45,12.64,74.7,0,-4.03
3.15,50.26,0,0,23.61,0,157.15,43.29,12.41,71.55,0,-4.06
3.08,50.24,0,0,23.86,0,159.29,45.18,12.77,71.39,0,-4.09
3.07,50.22,0,0,24.11,0,163.48,46.41,13.16,71.3,0,-4.12
3.46,50.21,0,0,24.06,0,163.5,44.69,12.96,71.17,0,-4.15
3.53,50.19,0,0,25.05,0,162.84,45.89,12.69,75.02,0,-4.18
3.34,50.17,0,0,24.97,0,160.81,45.36,12.99,70.56,0,-4.22
3.49,50.15,0,0,25.59,0,162.8,45.59,13.93,69.2,0,-4.25
3.77,50.13,0,0,26.37,0,164.01,45.86,14.56,70.31,0,-4.28
3.85,50.1,0,0,26.44,0,161.73,45.06,14.41,69.9,0,-4.31
3.93,50.08,0,0,27.01,0,166.56,46.25,15.17,69.77,0,-4.34
4.05,50.05,0,0,27.7,0,170.17,49.6,15.98,71.82,0,-4.37
4.01,50.03,0,0,27.77,0,172.44,51.5,15.44,83.1,0,-4.4
4.04,50,0,0,28.9,0,150.93,51.47,15.66,79.64,0,-4.43
3.93,49.97,0,0,29.58,0,159.82,51.04,15.75,80.75,0,-4.46
3.82,49.94,0,0,30.68,0,159.07,51.72,15.81,95.97,0,-4.49
3.73,49.91,0,0,31.17,0,160.86,54.09,15.13,100.11,0,-4.51
3.8,49.88,0,0,30.23,0,160.47,53.06,15.18,82.88,0,-4.54
3.68,49.84,0,0,30.65,0,159.82,52.79,15.23,85.51,0,-4.57
3.66,49.81,0,0,30.52,0,160.33,54.95,15.37,83.45,0,-4.6
3.59,49.77,0,0,30.91,0,164.09,54.32,15.33,77.14,0,-4.63
3.51,49.74,0,0,31.19,0,165,54.72,15.37,74.14,0,-4.66
3.44,49.7,0,0,30.94,0,164.73,56.02,15.33,72.85,0,-4.69
3.38,49.66,0,0,30.51,0,165.59,56.83,15.01,71.73,0,-4.72
3.33,49.62,0,0,31.18,0,164.75,57.83,14.96,73.95,0,-4.75
3.19,49.58,0,0,31.91,0,166.8,59.9,15.44,75.34,0,-4.78
2.93,49.54,0,0,33.79,0,167.88,61.41,14.81,81.86,0,-4.8
2.79,49.49,0,0,33.05,0,168.16,58.77,14.67,78.96,0,-4.83
3.11,49.45,0,0,33.69,0,170.56,61.23,15.15,77.41,0,-4.86
3.39,49.4,0,0,35.1,0,173.62,61.85,15.23,80.25,0,-4.89
3.2,49.35,0,0,35.8,0,173.68,63.31,15.1,81.62,0,-4.92
3.15,49.3,0,0,37.15,0,172.76,65.55,15.36,83.14,0,-4.94
5.45,49.25,0,0,36.5,0,174.68,64.79,15.49,83.2,0,-4.97
5.47,49.2,0,0,34.64,0,172.23,62.95,15.57,78,0,-5
5.44,49.15,0,0,35.2,0,174.01,62.33,15.22,79.82,0,-5.02
5.69,49.1,0,0,34.33,0,175.18,64.31,16.79,79.22,0,-5.05
5.01,49.04,0,0,33.4,0,172.72,66.58,16.36,75.44,0,-5.08
4.89,48.99,0,0,34.4,0,171.92,65.94,16.55,75.94,0,-5.11
4.63,48.93,0,0,34.91,0,174.72,65.39,16.72,77.28,0,-5.13
4.58,48.87,0,0,34.84,0,173.94,60.49,16.54,76.55,0,-5.16
4.95,48.81,0,0,35.67,0,174.9,65,17.05,76.42,0,-5.18
4.85,48.75,0,0,35.68,0,176.9,66.92,17.21,75.55,0,-5.21
4.53,48.69,0,0,35.61,0,174.72,65.36,16.91,76.9,0,-5.24
4.47,48.62,0,0,36.22,0,166.97,64.88,16.54,81.03,0,-5.26
4.63,48.56,0,0,36.07,0,165.73,68.59,16.64,79.12,0,-5.29
4.93,48.49,0,0,36.45,0,169.04,73.03,16.94,78.9,0,-5.31
4.89,48.43,0,0,36.07,0,167.11,78.17,17.13,77.4,0,9.04
4.6,48.36,0,0,36.75,0,169.38,77.99,16.9,78.68,0,9.21
4.65,48.29,0,0,37.06,0,169.17,79.51,17.38,79.24,0,9.16
4.74,48.22,0,0,37.06,0,169.11,78.99,17.04,81.24,0,9.11
4.64,48.14,0,0,37.1,0,171.94,78.05,17.21,79.5,0,9.41
4.8,48.07,0,0,36.62,0,170.63,76.88,17.13,77.24,0,8.98
4.71,48,0,0,37.24,0,167.47,75.27,16.63,76.84,0,8.96
4.55,47.92,0,0,36.6,0,166.03,71.34,16.1,75.85,0,8.95
4.36,47.84,0,0,35.6,0,167.64,69.36,16.34,69.71,0,8.3
4.26,47.76,0,0,35.68,0,166.14,69.3,16.59,69.91,0,8.31
4.4,47.68,0,0,36.3,0,168.31,73.33,17.13,69.91,0,8.8
4.66,47.6,0,0,36.41,0,168.77,75.54,17.42,72.1,0,8.72
4.4,47.52,0,0,36.89,0,170.61,77.86,19.48,71.71,0,8.9
4.15,47.43,0,0,36.79,0,170.61,77.49,18.95,72.28,0,8.74
3.93,47.35,0,0,37.27,0,170.43,80.21,18.35,72.5,0,8.88
3.81,47.26,0,0,38.34,0,171.06,86.14,19.06,72.24,0,9.47
3.88,47.17,0,0,38.73,0,167.33,89.79,19.52,69.71,0,9.79
3.09,47.09,0,0,38.3,0,164.6,88.34,19.34,70.67,0,9.72
2.77,46.99,0,0,38.42,0,169.33,90.08,19.64,70.18,0,9.96
2.24,46.9,0,0,36.82,0,169.49,87.54,18.3,67.16,0,9.62
2.08,46.81,0,0,37.02,0,167.98,85.44,18.24,67.68,0,9.45
1.87,46.71,0,0,37.24,0,171.78,88.96,18.98,66.83,0,9.79
2.34,46.62,0,0,36.08,0,170.07,86.98,18.79,64.8,0,10.03
2.1,46.52,0,0,36.03,0,172.5,84.7,19.09,65.88,0,8.1
2.09,46.42,0,0,36.33,0,175.34,81.66,19.63,65.45,0,7.74
2.07,46.32,0,0,36.61,0,177.53,79.99,19.59,63.01,0,7.99
2.12,46.22,0,0,36.36,0,176.73,76.84,19.59,63.73,0,7.71
2.5,46.12,0,0,35.94,0,179.62,76.94,19.76,63.29,0,7.46
2.89,46.01,0,0,35.81,0,191.42,80.17,19.58,61.03,0,7.35
2.76,45.91,0,0,36.3,0,193.14,82.57,19.65,59.54,0,7.61
2.98,45.8,0,0,35.81,0,192.25,83.4,20.16,56.67,0,7.72
3.54,45.69,0,0,35.27,0,190.95,81.95,20.45,56.37,0,7.38
3.74,45.58,0,0,35.91,0,190.08,84.92,20.34,57.02,0,7.45
2.88,45.47,0,0,34.91,0,191.09,83.99,19.48,53.46,0,7
2.87,45.36,0,0,35.09,0,190.52,84.68,18.73,52.83,0,7.16
3.43,45.24,0,0,33.86,0,190.91,83.32,19.43,49.14,0,6.84
3.94,45.13,0,0,34.02,0,190.04,81.71,19.28,50.13,0,6.82
4.17,45.01,0,0,34.14,0,191.58,80.37,18.07,50.58,0,7.26
5.03,44.89,24.93,0,33.88,0,198.82,80.66,18.14,48.97,0,7.08
5.15,44.77,31.32,0,34.36,0,203.39,79.93,17.7,50.42,0,-6.15
4.93,44.65,25.44,0,34.9,0,205.4,80.61,17.67,51.76,0,7.16
5.08,44.53,25.51,0,34.82,0,207.49,83.92,18.89,50.26,0,7.24
5.09,44.41,25.8,0,34.91,0,210.04,84.16,19.04,51.27,0,7.53
4.86,44.28,25.54,0,34.58,0,212.19,86.61,19.38,51.21,0,7.49
4.76,44.15,25.65,0,35.23,0,212.16,86.82,19.35,53.14,0,7.26
4.66,44.03,26.15,0,35.8,0,212.48,86.84,19.47,52.64,0,7.15
4.46,43.9,26.01,0,35.65,0,211.8,85.11,19.08,51.33,0,6.79
4.04,43.77,25.54,0,35.36,0,212.02,85.71,18.94,51.9,0,6.43
4.42,43.63,24.65,0,34.75,0,209.12,84.56,19.56,50.15,0,5.61
5.04,43.5,25.06,0,35.36,0,211.33,86.2,19.74,50.22,0,6.05
4.86,43.36,25.22,0,35.5,0,210.35,84.16,20.15,49.73,0,5.97
4.89,43.23,24.56,0,34.66,0,207.9,79.52,19.01,47.14,0,5.77
4.79,43.09,24.61,0,34.67,0,207.29,80.57,19.1,46,0,5.83
4.55,42.95,24.18,0,33.95,0,201.89,79.65,19.26,46.4,0,5.59
4.55,42.81,24.9,0,34.29,0,203.23,81.22,18.81,49.05,0,5.88
4.24,42.66,23.94,0,32.35,0,201.16,79.96,17.68,46.41,0,5.71
4.26,42.52,24.58,0,33.33,0,205.45,82.08,18.22,48.55,0,6.07
4.39,42.37,25,0,33.82,0,204.96,86.55,18.71,48.77,0,6.2
4.32,42.23,25.18,0,33.9,0,206.8,89.01,19.15,47.55,0,6.07
4.24,42.08,24.93,0,33.51,0,204.92,88.75,19.03,45.66,0,5.98
4.08,41.93,24.65,0,33.17,0,203.06,83.61,18.19,44.12,0,5.82
4.11,41.78,24.91,0,33.78,0,204.95,85.23,18.99,44.59,0,5.87
4.23,41.62,25.08,0,34.07,0,204.87,87.36,18.95,46.07,0,5.89
4.2,41.47,24.24,0,33.03,0,206.19,86.66,18.43,44.79,0,5.61
4.02,41.31,24.7,0,33.36,0,198.67,87.41,18.04,43.88,0,5.71
3.83,41.15,25.01,0,33.52,0,195.88,88.49,17.07,43.57,0,-6.45
3.74,40.99,24.79,0,33.11,0,194.18,86.42,17.98,42.74,0,5.87
3.73,40.83,24.36,0,32.45,0,188.85,81.7,21.55,40.75,0,5.59
3.55,40.67,24.08,0,31.86,0,187.34,84.05,21.39,39.08,0,5.47
3.38,40.51,23.25,0,30.86,0,176.47,83.86,20.56,37.96,0,5.26
3.57,40.34,22.46,0,30.08,0,177.31,83.97,20.23,34.66,0,5.17
3.71,40.17,23.41,0,31.52,0,184.43,84.64,20.43,36.45,0,5.29
3.68,40.01,23.3,0,31.63,0,187,92,20.43,35.48,0,5.23
3.62,39.84,23.03,0,31.4,0,184.36,92.65,20.07,35.63,0,5.19
3.66,39.66,23.76,0,32.08,0,188.43,95.12,20.03,38.8,0,5.24
4.1,39.49,24.18,0,32.92,0,191.98,98.42,20.3,43.06,0,5.35
4.08,39.32,23.69,0,32.5,0,194.96,94.43,19.8,40.44,0,5.3
3.94,39.14,23.63,0,32.42,0,189.32,98.46,19.62,41.77,0,5.23
4.09,38.96,23.13,0,31.91,0,189.35,100.86,19.94,40.7,0,5
3.92,38.78,22.7,0,31.1,0,187.63,108.48,19.35,38.99,0,4.99
3.95,38.6,22.79,0,31.4,0,187.28,116.02,19.81,40.34,0,4.99
4.13,38.42,23.02,0,31.59,0,181.99,119.54,19.8,40.99,0,4.95
4.1,38.23,23.11,0,31.99,0,184.3,125.14,19.72,45.43,0,5.35
3.99,38.05,23.56,0,32.51,0,185.77,134.7,20.27,49.73,0,5.2
3.65,37.86,22.9,0,31.91,0,183.84,117.51,20.62,50.4,0,5.08
3.54,37.67,22.48,0,31.7,0,181.22,124.18,19.57,48.03,0,5.16
3.22,37.48,22.15,0,31.2,0,183.85,130.35,19.75,46.72,0,5.01
3.33,37.29,22.4,0,31.22,0,184.98,124.95,20.08,47.16,0,4.96
3.42,37.1,22.84,0,31.6,0,188.29,119.57,21.14,46.35,0,4.98
3.57,36.9,22.99,0,31.68,0,197.06,123.34,21.49,46.56,0,5.01
3.64,36.7,23.17,0,32.05,0,196.1,125.02,22.34,49.25,0,5.11
3.5,36.51,22.86,0,31.58,0,198.74,120.52,22.25,47.36,0,4.97
3.47,36.3,23.1,0,31.83,0,199.77,128.38,22.07,47.64,0,5.06
3.47,36.1,23.33,0,32.02,0,197.82,133.41,22.01,47.89,0,-6.5
3.42,35.9,23.13,0,31.76,0,197.49,130.15,21.81,46.98,0,4.93
3.32,35.69,22.56,0,31.26,0,200.07,124.62,21.52,45.44,0,3.82
3.34,35.49,22.42,0,31.26,0,198,132.28,21.99,45.15,0,3.59
3.21,35.28,22.21,0,30.93,0,200.82,132.18,22.44,45.87,0,3.16
3.08,35.07,21.95,0,30.6,0,197.67,137.71,22.71,45.07,0,3.1
3.14,34.86,21.01,0,29.42,0,199.58,126.07,24.28,43.34,0,2.56
3.12,34.64,21.6,0,30.02,0,198.71,127.21,25.42,44.14,0,3.05
3.07,34.43,21.54,0,30.12,0,197.83,128.28,26.08,44.33,0,2.74
2.94,34.21,21.9,0,30.37,0,199.32,125.63,26.91,44.25,0,2.85
2.91,33.99,21.65,0,30.12,0,202.56,123.61,25.33,43.34,0,2.93
3,33.77,21.5,0,29.78,0,201.52,123.37,25.9,43.52,0,2.77
3.08,33.55,20.96,0,29.43,0,201.23,113.06,25.84,42.2,0,2.72
3,33.33,20.41,24.32,29.1,0,202.28,102.96,25.48,42.93,0,2.61
3.07,33.1,20.15,24.11,28.92,0,204.1,104.89,26.25,42.97,0,2.03
2.97,32.88,19.74,23.91,28.34,0,203.05,105.38,22.75,41.83,0,1.95
2.8,32.65,20.09,23.98,28.58,0,203.95,107.71,23.03,42.06,0,2.27
2.82,32.42,20.05,23.69,28.15,0,198.99,106.94,22.86,40.64,0,2.17
2.96,32.19,20.12,23.86,28.14,0,200.95,108.95,23.74,40.76,0,2.15
3.09,31.95,20.09,23.78,28.01,0,196.82,105.6,23.94,40.77,0,2.34
2.93,31.72,19.7,23.38,27.01,0,193.62,101.71,22.85,40.25,8.39,2.17
2.83,31.48,20.61,24.56,28.3,0,192.74,102.71,22.63,43.2,10.4,2.27
2.82,31.24,20.19,24.09,27.58,0,186.74,99.14,22.33,42.26,11.6,2.17
2.83,31,20.44,24.55,28.16,0,187.21,103.44,22.21,42.52,12.7,2.19
2.87,30.76,20.35,24.54,28.55,0,188.16,105.87,22.61,41.93,12.75,2.17
3.64,30.52,20.62,24.82,28.75,0,193.34,103.99,24.03,43.84,12.41,2.24
3.58,30.27,20.37,24.35,28.55,0,194.02,102.5,23.37,42.64,11.36,3.19
3.91,30.02,20.14,24.14,28.19,0,192.97,99.51,23,42.45,10.43,2.29
3.86,29.78,20.99,24.95,28.88,0,196.48,107.39,23.39,45.99,10.32,2.23
3.59,29.52,19.93,23.79,27.1,0,193.24,103.29,23.01,39.05,11.04,2.12
3.44,29.27,18.85,22.41,25.63,0,194.4,102.47,22.59,35.11,11.08,1.99
3.66,29.02,19.33,22.96,26.17,0,198.85,106.1,23.36,31.3,10.54,2.09
4.39,28.76,19.2,22.76,25.94,0,201.84,110.12,23.79,29.95,10.36,2.01
4.21,28.5,19.13,22.75,25.8,0,202.51,112.74,23.7,29.21,10,1.96
4.32,28.24,19.12,22.63,26.01,0,202.84,112.72,24.23,32.22,10,1.86
4.06,27.98,18.77,22.02,25.37,0,201.67,106.41,23.99,29.01,9.61,1.92
4.04,27.72,18.13,21.42,24.81,0,198.31,101.54,22.94,28.28,9.62,1.85
3.97,27.46,18,21.28,24.73,0,202.48,102.65,22.92,28.13,9.44,1.78
3.7,27.19,17.3,20.29,23.78,0,198.06,100.96,22.49,26.5,9,1.69
3.66,26.92,17.73,20.82,24.05,0,201.87,102.29,22.99,27.12,8.75,1.66
3.73,26.65,17.83,20.79,24.27,0,204.56,101.72,23.71,26.68,7.79,1.77
3.77,26.38,17.56,20.61,24.01,0,204.16,89,23.44,25.55,7.89,1.73
3.75,26.11,17.72,20.78,24.34,0,205.29,88.55,22.86,27.74,8.19,-5.92
3.79,25.83,17.98,20.93,24.56,0,208.35,90.78,22.59,30.07,8.11,1.65
3.97,25.55,18.02,20.95,24.28,0,210.18,85.07,22.97,29.94,7.77,1.64
4.08,25.27,18.49,21.7,25.25,0,204.91,88.32,23.62,32.07,7.99,1.75
4.15,24.99,18.79,22.16,25.73,0,204.69,83.38,23.54,32,7.69,1.77
4.27,24.71,18.41,21.64,25.02,0,206.78,86.17,22.8,30.15,7.71,1.66
4.56,24.43,18.64,22.01,25.41,0,208.13,86.05,23.55,31.13,8,1.67
4.8,24.14,18.88,22.09,25.71,0,206.59,90.86,23.86,30.68,8.6,1.66
4.71,23.85,18.3,21.6,25.08,0,203.9,88.35,22.98,30.57,8.65,1.61
4.79,23.56,18.43,21.76,25.17,0,203.98,91.33,23.3,31.65,8.71,1.6
4.79,23.27,18.13,21.37,24.63,0,203.71,91.07,23.7,30.78,8.78,1.49
4.56,22.98,17.82,21.15,24.08,0,205.74,94.85,23.73,30.5,8.77,1.27
4.39,22.68,17.73,20.9,24,0,207.33,95.35,23.21,30.49,8.45,1.27
4.37,22.38,17.53,20.42,23.55,0,207.27,97.34,22.92,29.91,7.5,1.36
4.35,22.09,17.26,20.27,23.07,23.74,205.13,95.34,22.15,28.98,7.22,1.31
4.55,21.78,17.05,20.09,23.01,23.57,205.7,95.32,22,28.13,6.71,1.27
4.55,21.48,16.11,19.34,21.94,22.5,205.07,89.82,20.03,26.68,6.16,1.18
4.79,21.18,15.6,19.1,22.06,22.4,203.96,91.39,20.02,26.54,5.61,1.14
4.74,20.87,15.54,19.05,22,22.4,206.16,95.18,18.85,26.65,4.44,1.2
4.77,20.56,15.2,18.56,21.46,21.74,205.95,95.73,18.62,25.94,4.14,1.2
4.75,20.25,14.56,17.96,20.77,20.86,207.29,92.35,18.25,24.79,4.78,1.12
4.69,19.94,14,17.27,20.24,19.9,209.33,88.52,17.89,24.19,4.84,1.12
4.57,19.63,14.45,17.35,20.2,20.04,206.85,90.76,18.67,24.05,4.65,1.06
4.35,19.31,14.83,17.97,20.94,20.85,194.25,89.92,19.08,24.88,4.93,1.1
4.4,18.99,14.8,17.94,20.88,20.68,193.75,91.24,19.31,24.03,4.59,1.09
4.3,18.67,14.55,17.53,20.38,20.26,188.67,89.33,19.04,24.23,4.48,1.07
4,18.35,14.17,17.19,20.05,20,189.5,86.44,18.32,23.82,4.41,1.03
3.59,18.03,14,17.13,19.86,19.75,191.46,86.15,18,23.8,5.16,1.03
3.45,17.7,13.06,15.94,18.64,17.99,192.72,76.95,18.61,20.63,4.53,0.9
3.65,17.38,13.25,16,18.65,17.68,192.93,78.73,18.84,20.89,4.47,0.92
3.52,17.05,13.06,15.9,18.41,17.62,193.02,77.81,18.87,20.65,4.41,1.03
3.46,16.72,13.73,16.6,19.55,18.67,196.77,78.23,19.38,22.08,4.44,1.37
3.46,16.38,13.54,16.39,19.26,18.18,198.47,77.08,19.32,21.69,4.1,1.32
3.76,16.05,14.06,16.93,20.11,19.08,197.26,76.53,19.69,22.45,4.19,1.35
3.61,15.71,13.81,16.55,19.5,18.51,197.02,72.52,19.12,21.35,4.09,1.32
3.8,15.37,13.84,16.63,19.83,18.61,194.58,73.6,19.44,22.41,3.9,1.36
3.71,15.03,13.66,16.51,19.78,18.39,196.81,72.12,19.32,22.15,3.77,1.33
3.72,14.69,13.94,16.84,20.15,18.93,197.63,71.59,19.55,22.61,4,1.31
3.71,14.34,13.96,16.94,20.4,19.05,196.55,72.51,19.88,24.33,3.88,1.33
3.69,14,14.05,17.04,20.48,19.3,195.74,71.79,20.03,23.61,3.93,1.22
3.68,13.65,14,16.8,20.17,19,192.86,67.69,20.25,23.06,3.8,1.15
3.7,13.3,13.46,16.15,19.57,18.21,192.93,69.09,20.36,22.15,3.53,1.07
3.42,12.95,13.35,16.03,19.43,18.1,191.55,72.64,20.33,22.18,3.37,1.08
3.31,12.59,13.2,15.87,19.34,17.83,190.35,76.05,20.76,22.25,3.23,1.12
3.63,12.24,13.31,16.07,19.62,18.08,190.99,75.54,21.15,21.58,3.19,1.19
4.02,11.88,13.18,15.87,19.52,17.86,193.92,75.88,20.38,22.12,2.96,1.24
4.17,11.52,13.27,15.99,19.66,17.99,191.72,77.13,20.73,22.45,2.91,1.17
3.96,11.16,13.07,15.77,19.25,17.8,193.18,72.6,19.4,22.87,3.21,1.13
3.97,10.79,13.01,15.57,18.82,17.36,190.3,79.69,20.68,22.24,3.54,1.06
4.51,10.43,13.62,16.28,19.58,18.15,187.56,85.19,21.18,23.46,3.77,1.04
4.44,10.06,13.3,15.81,19.12,17.77,184.48,81.45,21.27,21.95,3.84,1.03
4.18,9.69,12.81,15.32,18.53,17.08,183.79,80,21.7,21.5,3.77,0.98
3.72,9.32,12.41,14.84,18.02,16.28,184.1,81.96,21.43,20.94,3.57,0.97
3.88,8.94,12,14.14,17.2,15.29,182.82,82.55,21.44,19.77,3.32,0.89
3.85,8.57,12.02,13.92,16.72,14.86,179.66,85.48,21.16,19.93,3.11,0.87
