"D.2TP.PA.","BATS.PA.","ID.GUD.PA.","U.VGR.PA.","U.STZ.PA.","U.TPB.PA.","U.RLX.PA.","U.PM.PA."
1.58,71.03,5.25,18.36,178.56,15.4,0,111.7
1.61,70.85,5.23,18.45,180.27,15.58,0,112.37
1.42,72.31,5.01,18.38,182.21,15.51,0,113.52
1.31,71.98,4.99,18.12,180.72,15.42,0,113.76
1.44,70.74,5.11,17.97,180.84,15.51,0,113.59
1.36,70.94,5.43,18.1,182.9,15.62,0,114.75
1.4,71.81,5.28,18.37,184.09,16.94,0,116.22
1.36,71.23,5.19,18.5,180.9,16.79,0,116.47
1.31,71.39,5.24,18.74,178.82,16.62,0,117.42
1.13,72.18,5.29,18.81,180.04,16.24,0,119.48
1.15,73.44,5.27,18.86,180.93,16.32,0,119.82
1.27,73.01,5.21,18.8,180.42,16.26,0,119.96
1.06,72.29,5.24,18.74,180.53,16.34,0,119.97
1.08,72.64,5.26,18.8,182.76,16.77,0,119.81
1.04,72.35,5.3,18.94,184.65,16.68,0,120.91
1.06,73.28,5.32,19.14,184.55,16.58,0,121.78
1.18,73.29,5.3,19.12,184.46,16.37,0,121.96
1.21,74.12,5.28,18.97,185.79,16.77,0,122
1.07,73.34,5.36,19.01,184.5,16.82,0,122.3
1.12,72.39,5.33,19.3,183.45,16.76,0,121.09
1.11,72.48,5.37,19.37,181.03,16.61,0,120.12
1.13,71.74,5.54,19.13,179.14,15.36,0,119.18
1.13,71.12,5.52,19.17,179.56,15.74,0,118.69
1.14,71.61,5.61,19.21,179.95,15.32,0,119.7
1.13,71.45,5.7,19.19,180.32,15.38,0,120.51
1.11,72.24,5.63,18.65,180.85,15.55,0,121.84
1.07,73.12,5.68,18.89,183.35,15.56,0,122.87
0.9,73.13,5.64,18.74,184.61,15.25,0,122.13
0.96,73.02,5.57,18.62,184.57,16.3,0,120.2
1.03,72.06,5.56,18.64,184.13,16.02,0,119.71
1.04,72,5.6,18.81,184.58,16.3,0,119.53
1.05,71.94,5.68,18.87,182.5,15.56,0,119.51
0.95,71.31,5.77,18.6,182.35,15.55,0,118.21
1.1,70.28,5.85,18.8,183.93,15.88,0,118.93
1.01,68.76,5.89,18.43,193.97,15.53,0,117.14
0.99,68.76,5.88,18.4,193.75,15.34,0,117.47
0.99,68.79,5.78,18.29,191.86,15.17,0,116.89
0.99,68,5.57,18.25,192.6,15.08,0,117.55
0.91,69.06,5.38,18.12,193.9,14.96,0,118.59
0.92,68.1,5.53,17.85,193.8,14.82,0,118.37
0.97,68.56,5.43,18.03,193.56,14.99,0,117.91
0.93,68.43,5.44,17.92,193.85,14.92,0,118.2
0.9,68.05,5.39,17.99,193.98,15.17,0,117.22
0.88,69.33,5.56,18.21,197.11,15.18,0,118.27
0.91,69.48,5.6,18.04,196.32,15,0,117.53
0.95,69.33,5.41,18.18,198.32,15.15,0,119.15
1.13,69.68,5.39,18.18,196.6,15.05,0,119.01
1.13,68.8,5.45,18.05,197.18,15.19,0,119.62
1.22,69.46,5.42,18.25,198.3,15.5,0,121.58
1.38,71.26,5.41,18.28,198.17,15.41,0,119.95
1.44,72.04,5.37,18.42,198.49,15.06,0,119.6
1.55,71.1,5.46,18.38,196.33,14.6,0,119.08
1.6,69.39,5.44,18.36,193.96,14.81,0,117.87
1.64,69.92,5.42,18.33,193.49,15.62,0,117.61
1.64,69.9,5.54,18.44,194.41,15.69,0,118.22
1.66,65.15,5.67,17.57,194.83,15.66,0,118.53
1.65,61.91,5.4,17.39,193.64,15.42,0,116.75
1.67,63.47,5.13,17.42,194.78,15.41,0,115.82
1.57,63.76,5,17.23,193.57,15.02,0,114.49
1.38,65.74,5.05,17.18,193.06,14.77,0,114.53
1.5,66.42,5.09,17.92,193.82,15.12,0,114.82
1.5,66.4,4.95,18.18,194.97,15.25,0,115.86
1.45,65.55,4.88,18.58,194.69,15.21,0,114.7
1.38,65.37,4.71,17.99,195.48,15.08,0,115.46
1.36,64.41,4.76,18.26,194.69,16,0,114.13
1.37,63.79,4.68,18.24,195.66,17.07,0,114.87
1.34,63.66,4.75,18.44,197.06,15.99,0,114.71
1.35,64.5,4.78,18.56,198.66,15.68,0,116.87
1.55,64.74,5.04,18.57,198.57,16.59,0,117.81
1.51,63.47,5.23,18.43,197.08,16.39,0,115.9
1.43,62.42,5.25,18.26,197.92,16.79,0,115.31
1.36,62.75,5.13,18.48,198.1,16.88,0,116.25
1.45,62.71,5.05,18.36,196.76,16.97,0,116.21
1.45,62.11,5.05,18.26,196.8,17,0,115.45
1.4,63.58,5.06,18.28,196.9,17.07,0,114.5
1.42,63.51,5.11,18.35,198.34,17.02,0,114.89
1.35,62.91,5.09,18.35,197.73,16.94,0,115.5
1.33,62.42,5.08,18.37,198.4,16.98,0,116.59
1.33,62.44,4.89,18.42,199.47,17.23,0,116.4
1.42,63.45,4.91,18.66,200.13,17.21,0,116.91
1.43,63.32,4.88,18.82,200.03,17.02,0,117.82
1.43,63.16,4.77,18.88,200.12,16.62,0,117.74
1.46,62.77,4.69,18.66,201.06,16.34,0,117.65
1.36,63.21,4.74,18.26,202.51,16.38,0,118.61
1.35,64.41,4.77,18.52,202.22,16.39,0,118.91
1.31,64.58,4.71,18.64,202.47,16.75,0,117.14
1.36,64.33,4.7,18.8,203.7,17.09,0,117.95
1.31,63.07,4.66,18.78,204.62,17.03,0,117.05
1.33,63.24,4.66,18.82,204.48,16.9,0,116.74
1.33,61.64,4.92,18.94,204.41,17.06,0,116.88
1.31,62.27,4.84,18.71,203.47,16.75,0,115.77
1.34,61.79,4.81,19.02,203.95,17.44,0,116.13
1.4,61.06,4.78,18.58,202.28,17.61,0,115.4
1.38,60.5,4.9,18.42,201.76,17.43,0,113.47
1.52,59.96,4.9,18.23,201.05,17.18,0,112.92
1.55,60.58,4.83,18.25,201.69,17.37,0,112.43
1.82,60.22,4.77,18.35,200.55,17.18,0,113.28
2.02,61.08,4.66,18.67,200.45,17.17,0,112.25
1.91,61.79,4.66,18.88,199.84,17.07,0,111.65
1.63,61.09,4.66,18.96,199.29,16.97,0,111.8
1.71,61.39,4.67,18.58,199.46,17.01,0,111.02
1.52,61.96,4.6,18.72,199.45,17.24,0,110.9
1.5,61.83,4.68,18.73,199.13,17.23,0,110.21
1.63,62.21,4.72,18.69,201.28,17.4,0,111.48
1.68,61.81,4.69,18.69,209.3,17.1,0,111.65
1.59,62.8,4.72,18.55,210.11,17.29,0,111.34
1.68,63.3,4.82,18.59,208.19,17.44,0,113.37
1.57,64.21,4.7,18.8,207.98,17.93,0,115.14
1.55,64.58,4.69,18.84,207.75,18.14,0,114.2
1.52,64.12,4.66,18.91,207.5,18.69,0,114.53
1.49,63.82,4.56,18.94,208.56,18.63,0,114.03
1.49,63.71,4.58,18.78,210.46,18.65,0,113.52
1.49,63.91,4.58,18.75,213.63,18.8,0,112.65
1.48,63.99,4.56,18.79,211.83,18.66,0,112.52
1.45,63.41,4.48,18.81,211.99,18.52,0,108.17
1.36,63.71,4.44,18.78,211.25,18.17,0,109.52
1.36,63.94,4.46,18.67,211.72,18.02,0,109.4
1.36,63.38,4.41,18.59,212.69,18.16,0,108.57
1.41,63.62,4.47,18.75,212.5,17.8,0,107.02
1.39,65.23,4.59,18.83,211.77,17.96,0,106.95
1.34,65.98,4.75,18.93,211.9,17.95,0,105.97
1.29,64.59,4.82,18.72,213.02,17.55,0,104.72
1.24,63.98,4.97,18.86,219.07,17.53,0,104.65
1.2,64.24,5.1,18.92,216,17.41,0,103.76
1.16,65.28,5.11,18.78,214.35,17.29,0,102.82
1.2,65.61,5.23,18.78,215.94,17.13,0,102.7
1.4,65.14,5.25,18.59,215.76,16.98,0,102.17
1.36,64.78,5.45,19.02,215.38,16.47,0,103.01
1.41,65.12,5.43,18.96,217.7,16.04,0,103.08
1.44,65.03,5.49,19.32,218.12,15.6,0,102.47
1.34,64.49,5.46,19.76,218.65,15.66,0,103.04
1.31,64.86,5.61,19.66,220.73,15.9,0,103.51
1.27,64.37,5.4,19.69,218.15,16.3,0,102.72
1.25,64.24,5.5,19.72,217.21,16.17,0,102.06
1.18,65.08,5.77,19.99,217.37,16.89,0,102.69
1.22,65.46,5.54,19.95,216.39,16.77,0,102.65
1.29,65.71,5.71,19.91,217.54,17.06,0,102.56
1.28,66.87,5.6,20.22,219.84,17.37,0,103.37
1.19,66.07,5.54,20.19,220.45,17.5,0,103.54
1.15,66.28,5.55,20.23,221.68,17.48,0,103.47
1.15,65.74,5.64,20.34,221.82,17.38,0,103.17
1.15,65.27,5.64,20.37,220.14,17.28,0,102.73
1.12,65.27,5.67,20.34,220.02,17.33,0,102.9
1.1,63.13,5.69,20.31,214.41,17.52,0,102.68
1.08,61.6,5.44,20.41,217.47,17.46,0,102.81
1.1,62.84,5.46,20.57,218.52,17.62,0,103.68
1.08,62.99,5.63,20.83,216.34,17.28,0,104.58
1.04,63.72,5.7,20.78,216.79,17.25,0,105.46
0.96,66.04,5.7,20.89,216.93,17.56,0,107.62
1.03,65.13,5.68,20.83,216.88,17.54,0,106.7
1.16,64.88,5.72,20.79,217.96,17.47,0,106.59
1.12,65.71,5.67,20.75,219.37,17.5,0,106.04
1.06,66.25,5.59,20.67,220.04,17.66,0,107.31
1.13,66.05,5.57,20.72,218.59,17.99,0,108.32
1.2,64.71,5.57,20.58,222.75,17.77,0,107.68
1.22,65.24,5.58,20.27,224.42,18.07,0,109.64
1.27,65.15,5.75,20.46,222.5,18.15,0,107.99
1.27,65.61,5.75,20.15,223.18,17.85,0,108.11
1.29,64.66,5.65,20.36,223.49,17.99,0,104.37
1.25,65.87,5.75,20.24,224.6,17.89,0,104.79
1.19,65.29,5.75,20.26,223.8,18.15,0,104.66
1.15,65.22,5.74,20.42,224.42,18.14,0,104.1
1.13,65.75,5.77,20.47,225.53,18.41,0,104.11
1.15,65.75,5.78,20.34,225.92,19.52,0,104.7
1.22,65.09,5.81,20.33,227.96,20.6,0,104.81
1.33,65.91,5.95,20.31,228.6,21.12,0,105.67
1.46,65.62,5.92,20.39,227.45,21.05,0,105.26
1.49,64.89,5.79,20.37,226.75,20.82,0,104.45
1.34,64.84,5.78,20.04,227.62,20.71,0,104.25
1.18,64.55,5.96,19.69,225.77,20.48,0,103.49
1.13,65.29,6.02,19.86,219.6,21.2,0,104.34
1.11,64.7,6.02,19.85,216.79,21.86,0,104.15
1.11,65.14,5.81,19.63,222.02,21.16,0,104.9
1.07,65.21,5.89,19.37,219.29,21.46,0,105.65
1.11,66.37,5.88,19.56,219.06,21.65,0,104.86
1.16,65.3,5.9,19.55,217.46,22.39,0,104.5
1.06,65.87,5.82,19.37,216.71,22.06,0,104.3
1.11,66.12,5.96,19.36,217.81,21.39,0,104.87
1.1,65.71,5.88,19.55,219.19,21.27,0,105.83
1.15,65.02,5.94,19.47,217.34,20.83,0,105.1
1.11,66.49,5.97,19.72,218.33,21.12,0,108.95
1.06,66.23,6.04,19.68,219.36,21.39,0,108.86
1.18,67,6.05,19.72,220.77,21.97,0,109.63
1.28,65.38,6.05,19.73,222.07,21.78,0,110.63
1.3,64,6,19.43,221.27,21.57,0,107.5
1.31,64.87,5.98,19.26,223.62,21.45,0,110.16
1.3,64.03,5.85,19.19,220.75,21.99,0,108.57
1.3,63.49,5.7,19.24,220.03,21.98,0,107.94
1.29,63.31,5.8,19.33,219.5,22,0,107.24
1.29,63.39,5.81,19.16,220.69,22.09,0,105.19
1.28,62.57,5.79,19.01,215.8,21.97,0,103.36
1.2,60.91,5.8,18.41,211.49,21.44,0,98.63
1.1,59.39,5.87,18.59,216.32,21.13,0,100.36
1.22,61.02,5.91,18.59,214.11,21.2,0,98.9
1.22,59.1,5.91,18.07,208.77,20.5,0,100.39
1.22,57.96,5.77,18.06,210.32,20.83,0,99.94
1.06,58.65,5.66,18.56,213.09,20.85,0,102.38
1.1,57.64,5.68,18.42,213.48,21.57,0,103.05
1.15,58.32,5.68,18.41,214.05,21.13,0,102.57
1.12,58.11,5.72,18.41,216.85,21.23,0,103.69
1.15,58.47,5.79,18.4,219.51,21.42,0,104.31
1.15,58.32,5.82,18.32,219.62,21.31,0,103.31
1.07,59.01,5.75,18.25,217.32,21.08,0,102.83
1.07,58.46,5.69,18.25,213.88,20.77,0,103.78
1.2,57.2,5.67,18.29,213.16,20.36,0,103.01
1.08,58.58,5.78,18.52,217.47,21.54,0,106.16
1.08,58.65,5.62,18.67,218.04,21.88,0,106.68
1.08,57.78,5.66,18.45,218.12,21.44,0,104.09
1.08,56.42,5.66,18.18,215.54,21,0,103.55
0.99,56.11,5.67,18,215.9,20.44,0,104.61
0.98,55.47,5.68,18.01,219.84,20.6,0,106.77
0.95,55.44,5.64,18.27,219.52,20.71,0,107.7
0.98,55.1,5.66,18.9,222.56,20.98,0,107.95
0.97,55.17,5.5,18.82,223.9,21.23,0,106.91
0.98,55.97,5.68,19.06,227.74,21.42,0,109
1.05,56.14,5.56,19.22,230.33,21.68,0,108.3
0.99,55.89,5.48,18.98,230.16,21.57,0,107.24
0.97,54.73,5.25,18.86,227.94,21.49,0,107.22
0.95,55.62,5.15,18.93,227.47,21.52,0,105.64
0.93,55.44,5.3,18.64,226.88,21.55,0,104.98
0.93,54.96,5.34,18.59,228.5,20.35,0,103.24
0.95,52.93,5.32,18.18,226.39,20.76,0,101.75
0.98,52.43,5.29,18.27,227.63,21.08,0,100.29
0.98,50.92,5.32,18.2,226.12,20.55,0,97.71
0.96,51.04,5.17,18.33,224.25,20.36,0,97.64
0.96,51.51,5.04,18.07,220.92,20.14,0,95.64
0.93,51.23,4.99,18.17,220.4,19.9,0,96.35
0.95,51.83,5.02,18.31,218.52,19.77,0,96.72
0.92,53.64,5.03,18.53,220.49,19.52,0,99.76
0.96,54.27,5.15,18.49,229.09,19.45,0,99.42
0.99,54.28,5.2,18.31,231.45,19.26,0,97.72
0.99,54.24,5.21,18.2,228.3,19.26,0,97.59
0.97,54.52,5.23,18.37,225.11,19.7,0,99.86
0.93,55.33,5.15,18.65,226.51,19.99,0,100.95
0.92,56.3,5.2,18.59,229.95,20.14,0,101.73
0.97,56.64,5.25,18.52,227.21,20.13,0,100.98
0.9,56.59,5.27,18.43,226.25,20.48,0,100.75
0.91,55.96,5.5,18.44,226.1,21.38,0,101.09
0.91,55.44,5.5,18.54,225.47,21.08,0,100.73
0.91,54.85,5.44,18.4,224.3,20.98,0,100.24
0.91,54.13,5.42,18.54,223.89,21.53,0,101.86
1,53.12,5.33,18.77,227,21.8,0,102.94
0.95,52.09,5.31,18.81,231.42,21.69,0,103.23
0.99,50.71,5.46,18.21,232.15,21.28,0,101.41
0.98,47.95,5.47,18.02,229.65,21.15,0,85.66
0.93,48.6,5.38,17.64,227.6,20.76,0,84.28
0.98,49.31,5.28,17.32,228.25,20.93,0,83.67
0.97,49.18,5.18,17.68,226.19,20.81,0,82.49
0.98,50.58,5.03,17.86,226.87,20.77,0,81.85
0.99,52.09,4.83,17.82,228.74,21.14,0,81.5
0.99,52.95,4.86,17.78,234.22,21.02,0,82.57
1,52.53,4.94,17.7,233.12,21.22,0,82.01
1.01,51.23,4.97,17.79,229.67,21.64,0,81.21
0.96,51.49,4.97,17.74,226.78,21.73,0,80.1
0.86,51.21,4.9,17.79,224.08,21.98,0,80.46
0.9,51.07,4.77,17.96,221.31,21.88,0,81.89
0.99,50.27,4.97,17.93,223.77,22.07,0,81.5
0.86,50.08,4.83,17.88,221.39,21.64,0,80.82
1.01,51.34,4.97,17.43,221.95,21.46,0,82
1.01,51.42,5.03,17.4,220.39,22.84,0,83.01
1.01,50.73,4.98,17.51,220.23,23.07,0,81.22
1.11,50.06,4.93,17.41,221.81,23,0,80.87
1.1,50.27,4.85,17.51,221.76,23.33,0,79.92
0.99,50.44,4.9,17.42,221.49,23.74,0,80.89
0.99,50.12,4.85,17.08,222.15,24.36,0,81.04
0.99,49.93,4.79,17.28,220.16,23.77,0,80.77
0.97,49.45,4.76,17.32,219.33,23.98,0,80.18
0.97,49.42,4.76,17.16,216.2,24.7,0,79.9
1,49.45,4.83,17.37,216.58,24.95,0,81.7
0.98,49.91,4.88,17.48,216.92,25.98,0,81.61
0.99,50.82,4.89,17.46,216.76,26.14,0,80.35
0.97,50.52,4.93,17.43,216.87,25.74,0,79.24
0.99,49.81,4.9,17.41,219.81,25.88,0,79.26
0.99,50.03,4.86,17.47,224.96,26.91,0,80.33
0.97,50.82,4.88,17.6,223.05,27.09,0,79.53
0.93,50.25,4.87,17.58,222.78,27.21,0,78.17
0.99,50.06,4.88,17.8,225.79,28.16,0,78.42
0.98,49.13,4.91,17.72,225.23,28,0,77.53
0.9,48.64,4.89,17.64,224.34,28.63,0,76.86
0.96,47.88,4.98,17.73,223.53,28.81,0,77.38
0.95,48.03,4.99,17.92,227.33,28.82,0,79.42
0.95,49.21,4.98,17.94,226.18,29,0,80.48
0.95,48.35,4.97,18.08,229.73,30.18,0,80.33
0.88,48.81,4.97,18.07,229.26,30.11,0,80.1
0.93,49.08,4.97,18.14,232.19,31.25,0,80.85
0.96,48.56,4.96,18.04,232.97,32.11,0,81.89
0.83,47.75,4.95,17.47,232.24,31.16,0,80.03
0.82,48.48,4.93,17.51,231.89,30.8,0,80.85
0.81,49.65,4.9,17.44,231.66,31.68,0,81.76
0.71,50.42,4.81,17.34,231.35,31.92,0,79.48
0.71,51.37,4.73,17.29,231.47,31.7,0,80.2
0.75,49.95,5.09,17.25,228.14,31.18,0,79.99
0.71,49.35,5.03,17.22,229.67,31.05,0,79.78
0.73,49.68,4.91,17.05,229.44,31.68,0,79.92
0.73,50.92,4.76,17.2,232.33,31.97,0,81.67
0.69,50.31,4.8,17.32,219.74,31.89,0,80.75
0.73,50.19,4.9,17.2,215.81,32.37,0,80.24
0.83,51.36,4.9,17.29,215.01,32.48,0,81.15
0.81,51.65,4.93,17.35,215.6,32.49,0,81.76
0.81,51.23,4.9,17.4,215.72,32.79,0,82.03
0.92,51.27,4.86,17.47,214.97,33.25,0,82.25
0.91,52.01,4.97,17.4,218.32,32.92,0,82.2
0.9,51.64,5.04,17.48,218,32.98,0,82.67
0.89,50.98,5.01,17.3,217.37,33.26,0,82.9
0.86,51.58,4.97,17.29,217.58,32.87,0,83.21
0.83,51.56,5,17.28,215.62,32.64,0,82.7
0.77,50.87,4.88,17.03,213.41,31.86,0,81.91
0.77,50.18,4.9,16.53,213.88,31.64,0,82.33
0.71,50.42,4.97,16.41,214.36,32.64,0,82.16
0.71,50.73,4.92,16.72,215.82,32.77,0,80.91
0.65,52.01,5.05,16.85,215.95,33.43,0,84.32
0.62,51.51,5.07,16.72,214.99,33.24,0,83.24
0.6,51.89,5.07,16.8,214.59,33.21,0,83.58
0.62,52.18,5.06,16.56,215.16,33.36,0,83.84
0.62,54.87,5.01,16.56,214.64,33,0,84.46
0.62,54.05,5.15,16.45,213.96,32.89,0,85.47
0.6,54.54,5.28,16.48,209.66,33.01,0,86.62
0.62,55.19,5.34,16.73,210.21,33.45,0,86.29
0.63,54.93,5.33,16.59,208.63,33.95,0,85.55
0.63,54.51,5.3,16.79,207.96,34.21,0,86.02
0.63,55.03,5.32,16.81,214.02,34.06,0,86.85
0.6,54.81,5.29,16.76,212.51,34.09,0,86.14
0.6,54.79,5.41,15.65,217.13,34.11,0,85.54
0.58,55.32,5.47,15.14,214.41,28.85,0,83.76
0.58,55.1,5.4,15.43,214.79,33.08,0,84.42
0.58,54.57,5.47,15.07,213.32,33.4,0,82.55
0.62,54.5,5.32,15.04,213.79,33.97,0,81.86
0.65,54.8,5.23,15.06,221.82,33.17,0,82.32
0.61,53.7,5.1,15.04,208.28,31.88,0,83.41
0.58,54.61,5.13,15.25,202.48,31.8,0,84.69
0.63,55.22,5.2,15.16,203.95,32.06,0,85.05
0.58,55.46,5.25,14.99,202.91,32.05,0,84.57
0.55,54.16,5.29,14.97,200.5,31.98,0,83.52
0.58,53.71,5.36,14.7,203.36,32.61,0,82.44
0.58,53.16,5.36,14.58,204.91,33.04,0,82.33
0.58,51.37,5.25,14.35,207.63,33.67,0,79.69
0.57,50.98,5.22,14.24,210.29,33.39,0,80.25
0.54,51.13,5.26,14.16,207.19,33.62,0,79.51
0.48,50.4,5.21,14.1,209.27,33.34,0,79.06
0.54,49.64,5.21,14.23,208.77,33.8,0,78.58
0.53,48.89,5.18,14.1,208.02,33.67,0,77.88
0.5,48.99,5.1,14.21,209.65,33.55,0,77.33
0.53,49.16,5.18,14.36,211.09,33.72,0,77.64
0.47,48.76,5.03,14.3,209.76,34.61,0,78.78
0.46,48.37,5.05,14.39,208.6,37.29,0,78.61
0.47,48.41,5.21,14.24,211.73,39.83,0,78.61
0.42,48,5.21,14.22,212.1,42.21,0,78.39
0.4,46.69,5.23,14.21,215.27,43.5,0,77.46
0.4,49.43,5.25,14.53,216.02,40.75,0,80.06
0.4,48.49,5.28,14.46,214.89,38.85,0,79.79
0.42,48.07,5.38,14.38,212.05,39.71,0,79.33
0.42,48.19,5.2,13.92,212.36,40.03,0,80.32
0.39,47.29,5.14,13.56,213.54,41.2,0,80.34
0.4,46.79,5.29,13.39,215.2,42.42,0,80.93
0.37,46.26,5.36,13.68,218.57,42.44,0,82.58
0.37,47.51,5.33,13.61,216.97,42.24,0,83.74
0.39,46.56,5.17,13.46,216.33,41.46,0,81.61
0.37,46.51,5.25,13.55,214.53,41.01,0,79.92
0.36,46.67,5.22,13.38,213.78,40.23,0,80.51
0.36,47.48,5.32,13.1,215,41.35,0,81.53
0.37,47.09,5.29,13.13,215.81,41.46,0,81.55
0.37,46.02,5.22,12.96,213.37,40.6,0,81.82
0.38,46.73,5.28,12.89,212.67,40.41,0,83.52
0.39,46.9,5.2,12.77,210.94,40.1,0,82.89
0.38,45.31,5.13,12.5,222.13,39.16,0,83.82
0.37,44.99,5.11,12.59,223.17,39.2,0,84.1
0.35,44.96,5.31,12.62,228.65,43.9,0,84.94
0.35,44.89,5.25,12.63,226.31,43.62,0,84.65
0.39,45.31,5.35,12.43,221.71,42.69,0,84.66
0.39,44.73,5.31,12.39,217.79,40.62,0,82.38
0.37,42.98,5.32,12.16,225.56,40.59,0,82.27
0.39,43.75,5.21,12.36,223.73,41.14,0,83.47
0.36,41.73,5.4,12.36,226.99,42.03,0,83.49
0.39,43.13,5.53,12.51,227.17,41.81,0,84.64
0.37,43.02,5.64,12.59,225.24,40.97,0,87.63
0.39,43.34,5.57,12.62,222.93,41.19,0,88.83
0.4,44.16,5.68,12.54,219.16,42.88,0,87.52
0.4,46.03,5.54,12.67,214.88,41.12,0,88.53
0.42,46.33,5.4,12.62,212.17,40.04,0,89.2
0.4,47.39,5.26,12.82,213.16,41.63,0,90.61
0.43,47.53,5.26,12.62,210.01,39.55,0,88.91
0.42,46.65,5.2,12.93,202.76,39.55,0,90.49
0.43,45.3,5.15,12.55,198.45,40.93,0,90.5
0.36,44.58,5.13,12.88,199.24,41.06,0,88.04
0.36,44.89,5.13,12.68,200.88,41.6,0,88.35
0.61,43.9,5.48,12.55,201.3,41.11,0,88.73
0.53,44.75,5.67,12.6,200.27,41.88,0,89.55
0.48,43.92,5.68,12.83,204.03,41.9,0,88.74
