"X.AMRS.P.","X.GRWG.P.","U.YOLO.P.","U.CNBS.P.","U.MJ.P.","X.POTX.P.","U.STZ.P.","U.IIPR.P.","X.CARA.P.","X.TLRY.P.","X.SNDL.P.","X.CNTTQ.P."
3.88,2.06,0,0,29.31,0,182.75,17.77,16.56,0,0,0
3.8,2.12,0,0,29.43,0,184.69,17.63,17.35,0,0,0
3.8,2.12,0,0,29.36,0,184.77,17.65,17.56,0,0,0
3.3,2.15,0,0,29.4,0,184.51,17.56,18.2,0,0,0
3.6,2.1,0,0,29.68,0,185.83,17.31,17.28,0,0,0
3.35,2.1,0,0,29.75,0,184.54,17.25,17.44,0,0,0
3.25,2.1,0,0,29.75,0,183.45,17.89,17.98,0,0,0
3.25,2.07,0,0,29.77,0,181,17.5,17.17,0,0,0
3.16,2.05,0,0,29.77,0,179.14,17.35,17.55,0,0,0
3.12,1.99,0,0,29.77,0,179.55,17.14,17.44,0,0,0
3.12,1.97,0,0,29.7,0,179.9,17.15,17.44,0,0,0
3.28,1.9,0,0,29.7,0,180.3,17.01,17.12,0,0,0
3.06,2.02,0,0,30,0,180.88,17.31,17.12,0,0,0
2.98,2,0,0,30.01,0,183.28,17.18,17.46,0,0,0
2.92,1.9,0,0,29.69,0,184.55,17.09,17.69,0,0,0
2.71,2,0,0,29.29,0,184.5,17.37,19.5,0,0,0
3.29,1.94,0,0,29.25,0,184.11,17.47,19.88,0,0,0
3.41,1.92,0,0,29.26,0,184.57,17.8,22.65,0,0,0
3.28,1.87,0,0,29.65,0,182.47,17.5,25.41,0,0,0
3.22,1.84,0,0,29.65,0,182.28,17.07,26.42,0,0,0
3.27,1.83,0,0,29.65,0,183.68,16.89,26.95,0,0,0
3.16,1.84,0,0,29.65,0,192.79,16.64,25.51,0,0,0
3.18,2,0,0,29.64,0,193.73,16.75,15.39,0,0,0
3.26,1.91,0,0,29.52,0,191.73,16.62,16.43,0,0,0
3.26,1.91,0,0,29.52,0,191.73,16.62,16.43,0,0,0
3.23,1.92,0,0,29.52,0,193.92,16.93,15.3,0,0,0
3.2,1.99,0,0,29.52,0,193.76,16.69,15.06,0,0,0
3.32,1.9,0,0,29.13,0,193.52,16.7,13.62,0,0,0
3.38,1.94,0,0,29.5,0,193.82,16.6,12.21,0,0,0
3.43,1.95,0,0,29.67,0,193.89,16.34,12.56,0,0,0
3.37,2,0,0,30.39,0,197.1,16.15,13.44,0,0,0
3.36,1.9,0,0,30.26,0,196.25,16.3,13.95,0,0,0
3.39,2.01,0,0,30.59,0,198.32,16.4,15.36,0,0,0
3.65,1.93,0,0,31.12,0,196.6,16.27,15.43,0,0,0
3.76,1.95,0,0,31.12,0,197.18,16.5,15.15,0,0,0
3.92,1.96,0,0,31.12,0,198.3,16.3,15.64,0,0,0
4.13,1.95,0,0,31.27,0,198.12,16.53,15.46,0,0,0
4.09,1.93,0,0,31.27,0,198.52,16.66,15.35,0,0,0
3.93,1.84,0,0,31.25,0,196,16.17,15.18,0,0,0
3.96,1.85,0,0,31.08,0,193.67,16.47,14.94,0,0,0
3.95,1.8,0,0,31.33,0,193.38,17.09,14.58,0,0,0
4.04,1.8,0,0,31.33,0,194.46,17.37,13.94,0,0,0
4.13,1.8,0,0,31.33,0,194.59,17.65,14.04,0,0,0
4.05,1.76,0,0,31.33,0,193.35,18.25,14.04,0,0,0
3.98,1.81,0,0,31.33,0,194.75,18.03,13.07,0,0,0
3.93,1.95,0,0,31.13,0,193.51,17.56,13.29,0,0,0
3.85,1.9,0,0,31.17,0,193.04,17.36,13.3,0,0,0
3.56,1.88,0,0,31,0,193.82,17.72,16.34,0,0,0
3.06,2,0,0,31.1,0,194.97,17.92,14.93,0,0,0
2.78,1.9,0,0,31.19,0,194.68,18,14.36,0,0,0
2.5,1.91,0,0,31.19,0,195.39,17.69,14.33,0,0,0
2.69,1.88,0,0,30.93,0,194.69,17.74,13.85,0,0,0
2.43,1.9,0,0,30.93,0,195.65,17.33,13.96,0,0,0
2.49,1.9,0,0,31.25,0,197.19,17.89,14.27,0,0,0
2.4,1.89,0,0,30.85,0,198.7,17.22,14.06,0,0,0
2.21,1.93,0,0,31.05,0,198.57,16.83,13.95,0,0,0
2.02,1.97,0,0,30.84,0,197.08,17.03,13.51,0,0,0
2.41,1.95,0,0,31.11,0,197.88,16.7,13.14,0,0,0
2.45,1.9,0,0,31.11,0,198.12,16.55,12.84,0,0,0
2.45,1.9,0,0,31.2,0,196.74,16.8,13.15,0,0,0
2.41,1.89,0,0,31.16,0,196.73,17.32,12.98,0,0,0.86
2.38,1.91,0,0,31.16,0,196.88,17.44,13.13,0,0,1.69
2.46,1.92,0,0,31.1,0,198.32,17.66,12.75,0,0,1.69
2.39,1.94,0,0,31.3,0,197.88,17.46,12.83,0,0,1.92
2.41,1.98,0,0,31.3,0,198.4,17.01,12.6,0,0,1.94
2.43,1.98,0,0,31.17,0,199.54,16.92,12.86,0,0,1.9
2.47,1.96,0,0,31.17,0,200.1,17.08,14.33,0,0,1.89
2.5,1.9,0,0,31.42,0,200.23,17.03,13.89,0,0,1.92
2.5,1.9,0,0,31.42,0,200.23,17.03,13.89,0,0,1.92
2.52,1.87,0,0,31.72,0,201.09,16.78,13.98,0,0,1.88
2.69,1.81,0,0,31.88,0,202.52,16.6,13.8,0,0,1.86
2.71,1.82,0,0,32.06,0,202.21,16.58,14.36,0,0,1.8
2.76,1.88,0,0,32.09,0,202.39,17.35,14.05,0,0,1.85
2.92,1.81,0,0,32.15,0,203.7,17.52,13.78,0,0,1.9
3.19,1.88,0,0,32.23,0,204.62,17.65,13.66,0,0,1.95
3.72,1.78,0,0,32,0,204.45,17.7,13.23,0,0,1.95
3.74,1.8,0,0,32.1,0,204.38,17.64,13.27,0,0,2.24
3.55,1.8,0,0,32.54,0,203.4,18.1,13.73,0,0,2.49
3.35,1.8,0,0,32.64,0,203.9,17.88,13.5,0,0,2.69
3.43,1.83,0,0,32.24,0,202.33,17.82,13.37,0,0,2.81
3.7,1.76,0,0,32.57,0,201.77,17.56,13.21,0,0,2.8
3.57,1.75,0,0,32.36,0,201.02,17.58,13.18,0,0,2.56
3.5,1.76,0,0,32.42,0,201.81,18.06,13.06,0,0,2.56
3.21,1.7,0,0,32,0,200.61,18.1,13.43,0,0,2.59
3.22,1.69,0,0,32,0,200.45,18.5,13.15,0,0,2.59
3.16,1.76,0,0,31.38,0,199.8,18.35,13.19,0,0,2.69
3.25,1.66,0,0,31.38,0,199.3,18.39,13.31,0,0,2.84
3.2,1.69,0,0,31.69,0,199.45,18.7,13.69,0,0,2.96
3.28,1.73,0,0,31.69,0,199.35,18.69,14.08,0,0,2.88
3.36,1.73,0,0,32.03,0,199.08,18.71,13.92,0,0,2.93
3.32,1.75,0,0,32.2,0,201.18,18.87,13.8,0,0,2.94
3.27,1.84,0,0,32.2,0,209.25,18.98,13.97,0,0,3.35
3.38,1.89,0,0,32.2,0,210.11,18.83,13.65,0,0,3.52
3.32,1.9,0,0,31.23,0,208.19,19.1,13.46,0,0,3.52
3.33,1.85,0,0,31.02,0,207.96,19.1,13.43,0,0,3.91
3.32,1.94,0,0,30.97,0,207.74,19.16,13.44,0,0,3.78
3.33,1.9,0,0,30.97,0,207.4,19.09,13.06,0,0,3.75
3.3,1.87,0,0,31.12,0,208.56,19.32,12.46,0,0,3.62
3.28,1.9,0,0,31.12,0,210.45,18.77,12.87,0,0,3.88
3.23,1.9,0,0,30.92,0,213.64,18.17,12.48,0,0,3.61
3.01,1.89,0,0,31.26,0,211.79,18.78,12.4,0,0,3.85
3,1.89,0,0,31.02,0,211.98,18.25,12.37,0,0,3.66
3,1.82,0,0,31.1,0,211.25,18.36,12.43,0,0,3.62
2.89,1.78,0,0,30.35,0,211.71,18.76,12.43,0,0,3.68
3.07,1.76,0,0,30.16,0,212.65,19.17,12.61,0,0,3.66
3.05,1.78,0,0,30.22,0,212.48,19.4,12.26,0,0,3.5
3.05,1.77,0,0,30.45,0,211.74,19.4,11.86,0,0,3.62
3.09,1.77,0,0,30.45,0,211.9,19.39,12.71,0,0,3.65
3.17,1.92,0,0,29.74,0,213,19.79,12.91,0,0,3.91
3.13,1.9,0,0,29.74,0,219.09,19.71,12.54,0,0,4.12
3.2,1.94,0,0,30.04,0,216,19.54,12.18,0,0,4.01
3.34,1.94,0,0,30.22,0,214.32,19.5,12.22,0,0,4
3.21,1.88,0,0,30.22,0,215.91,19.63,12.33,0,0,4.12
3.19,1.94,0,0,30.22,0,215.8,19.42,11.94,0,0,4.61
3.34,1.92,0,0,30.1,0,215.48,19.56,12.45,0,0,4.79
3.37,1.86,0,0,30.2,0,217.63,19.55,12.6,0,0,4.9
3.28,1.9,0,0,30.02,0,218.13,19.6,12.89,0,0,4.82
3.31,1.9,0,0,29.75,0,218.67,19.59,13.26,0,0,4.94
3.17,1.88,0,0,29.5,0,220.76,19.66,12.93,0,0,5.2
3.17,1.86,0,0,29.15,0,218.09,19.69,12.08,0,0,5.08
3.03,1.84,0,0,28.98,0,217.16,19.37,12.3,0,0,5.63
3.09,1.8,0,0,29.43,0,217.34,19.67,12.21,0,0,5.81
3.53,1.89,0,0,29.76,0,216.29,19.49,12.18,0,0,6.06
3.68,1.89,0,0,29.6,0,217.58,18.85,12.1,0,0,5.98
3.67,1.84,0,0,29.54,0,219.76,18.99,12.05,0,0,5.87
3.63,1.87,0,0,29.55,0,220.45,19.15,12.19,0,0,5.8
3.63,1.87,0,0,29.55,0,220.45,19.15,12.19,0,0,5.8
3.68,1.9,0,0,29.73,0,221.88,19.13,12.39,0,0,6.01
3.76,1.9,0,0,29.73,0,220.12,19.05,12.04,0,0,6.11
3.71,2.1,0,0,29.94,0,220.02,18.83,12.13,0,0,5.65
3.59,2.35,0,0,29.76,0,214.36,18.41,12.14,0,0,5.24
3.63,2.5,0,0,29.35,0,217.59,18.15,12.45,0,0,5.25
3.58,2.65,0,0,29.52,0,218.6,18.9,12.78,0,0,5.64
3.47,2.96,0,0,29.6,0,216.34,19.16,12.6,0,0,5.6
3.42,3.06,0,0,29.55,0,216.82,19.28,12.48,0,0,5.95
3.3,2.82,0,0,29.33,0,216.93,19.36,12.73,0,0,5.77
3.27,2.93,0,0,29.13,0,216.85,19.93,13.07,0,0,5.72
3.29,2.95,0,0,29.09,0,217.98,19.88,13.54,0,0,5.96
3.6,3.17,0,0,29.12,0,219.37,20.8,12.54,0,0,6.11
3.63,3.15,0,0,29.28,0,220.01,19.88,12.72,0,0,6.57
3.54,2.73,0,0,29.14,0,218.58,20.32,13.16,0,0,6.64
3.49,2.9,0,0,29.03,0,222.75,22.6,12.62,0,0,6.64
3.4,3.08,0,0,29.13,0,224.44,24.8,12.71,0,0,6.3
3.52,3.05,0,0,29.74,0,222.42,24.76,12.63,0,0,6.45
3.5,3.29,0,0,29.38,0,223.23,23.47,12.4,0,0,6.51
3.43,3.43,0,0,29.2,0,223.51,24.9,12.53,0,0,6.44
3.57,3.44,0,0,29.16,0,224.6,24.14,12.58,0,0,6.54
3.55,3.54,0,0,29.24,0,223.81,24.67,12.24,0,0,6.48
3.55,3.54,0,0,29.24,0,223.81,24.67,12.24,0,0,6.48
3.7,3.88,0,0,30.23,0,225.51,26.06,12.52,0,0,6.48
3.71,4.01,0,0,30.11,0,225.98,28,12.72,0,0,7.17
3.7,4.12,0,0,32,0,227.98,28.64,12.76,0,0,7.49
3.75,4.02,0,0,32.57,0,228.57,32.31,12.24,0,0,7.3
3.75,4.02,0,0,32.57,0,228.57,32.31,12.24,0,0,7.3
4.02,4.17,0,0,35.57,0,226.56,36.57,12.84,0,0,7.89
4.18,4.25,0,0,37.81,0,227.5,32.08,13.52,0,0,8.78
4.16,3.35,0,0,35.47,0,225.79,26.01,12.77,0,0,7.76
4.27,3.75,0,0,36.45,0,219.88,29.42,12.54,0,0,8.32
4.22,4.35,0,0,38.42,0,216.84,29.45,12.43,0,0,8.94
4.75,4.5,0,0,37.9,0,222.08,30.63,12.77,0,0,8.84
5.07,4.69,0,0,37.59,0,219.36,31.71,12.73,0,0,8.85
4.77,7.15,0,0,35.7,0,219.05,32.5,12.64,0,0,8.39
4.64,8.1,0,0,33.58,0,217.52,30.25,12.69,0,0,7.84
4.64,8.1,0,0,33.58,0,217.52,30.25,12.69,0,0,7.84
4.74,8.9,0,0,35.23,0,217.76,33.79,12.32,0,0,8.7
4.88,8.25,0,0,35.83,0,219.22,31.3,12.55,0,0,8.86
4.91,7.04,0,0,36.07,0,217.29,28.37,12.44,0,0,8.76
5,6.35,0,0,36.48,0,218.28,28.17,13,0,0,8.78
5.02,7.1,0,0,37.99,0,219.32,28.23,13.35,0,0,9.22
5.03,8.2,0,0,38.84,0,220.78,29.97,13.72,0,0,9.62
4.95,7.67,0,0,38.59,0,222.03,30.93,16.08,0,0,9.71
5.18,7.8,0,0,37.33,0,221.31,30.12,15.36,0,0,9.29
5.19,7.05,0,0,37.65,0,223.64,29.21,15.11,0,0,9.35
5.19,6.52,0,0,36.64,0,220.74,28.44,15.49,0,0,8.76
5,5.75,0,0,34.75,0,220.05,27.62,15.06,0,0,8.2
4.9,6.27,0,0,35.1,0,219.47,28.57,14.67,0,0,8.22
4.93,5.6,0,0,32.91,0,220.69,26.74,14.07,0,0,7.51
4.88,5.04,0,0,30.42,0,215.89,26.55,13.39,0,0,6.7
5.01,5.26,0,0,30.34,0,211,26.35,12.25,0,0,6.5
4.97,5.6,0,0,33.24,0,216.29,26.07,12.86,0,0,7
4.97,5.85,0,0,32.21,0,214.15,26.78,12.72,0,0,6.76
4.85,5.65,0,0,31.59,0,208.73,26.29,12.2,0,0,6.5
4.95,5.7,0,0,32.03,0,210.26,26.49,12.3,0,0,6.41
5.07,5.5,0,0,32.4,0,213.01,25.89,13.7,0,0,7.03
5.2,5.53,0,0,32.37,0,213.47,26.59,14.01,0,0,7.05
5.23,5.57,0,0,33.17,0,214,25.83,14.48,0,0,7.11
5.27,5.36,0,0,33.3,0,216.81,26.02,14.84,0,0,7.36
5.18,5.11,0,0,32.39,0,219.45,25.92,14.48,0,0,7.04
5.18,5.11,0,0,32.39,0,219.45,25.92,14.48,0,0,7.04
5.28,5.1,0,0,32.72,0,217.33,25.75,13.81,0,0,7.28
5.59,5.1,0,0,32.5,0,213.79,25.36,13.81,0,0,7.23
5.88,4.98,0,0,32.14,0,213.11,25.8,13.87,0,0,7.3
5.9,4.51,0,0,31.96,0,217.46,25.89,14.33,0,0,6.99
5.78,4.13,0,0,31.96,0,218.04,25.33,14.2,0,0,6.79
5.24,3.8,0,0,30.85,0,218.05,24.42,14.08,0,0,6.22
5.29,4.18,0,0,31.8,0,215.48,24.96,13.98,0,0,6.6
5.27,4.21,0,0,32.48,0,215.95,24.63,13.69,0,0,6.76
5.32,4.22,0,0,32.44,0,219.84,24.98,14.38,0,0,6.99
5.19,4.28,0,0,33.31,0,219.52,26.08,14.32,0,0,7.14
5.5,4.35,0,0,33.73,0,222.56,27.04,14.18,0,0,6.96
5.39,4.53,0,0,33.29,0,223.91,26.56,14.36,0,0,6.81
5.59,4.55,0,0,33.29,0,227.7,26.94,14.32,0,0,6.67
5.69,4.64,0,0,33.13,0,230.34,26.55,14.39,0,0,6.52
5.8,4.71,0,0,33.09,0,230.15,27.34,14.46,0,0,6.55
5.79,4.74,0,0,32.68,0,227.94,27.16,14.29,0,0,6.77
5.73,4.65,0,0,32.3,0,227.39,27.85,13.84,0,0,6.74
5.58,4.62,0,0,32.04,0,226.89,27.04,13.3,0,0,6.6
6.4,4.5,0,0,31.7,0,228.54,28.04,12.56,0,0,6.47
6.74,4.49,0,0,32.11,0,226.35,26.51,12.04,0,0,6.48
6.76,4.35,0,0,31.81,0,227.61,26.62,11.77,0,0,6.43
6.74,4.22,0,0,31.75,0,226.07,26.02,12.32,0,0,6.52
6.75,4.17,0,0,30.51,0,224.23,26.36,12.44,0,0,6.29
6.8,4.07,0,0,30.75,0,220.92,26.02,12.09,0,0,6.35
6.81,4,0,0,30.76,0,220.35,26.22,12.85,0,0,6.35
6.75,4.38,0,0,29.6,0,218.47,26.07,12.26,0,0,6.34
6.54,4.28,0,0,28.63,0,220.49,26.32,12.15,0,0,5.93
6.69,4.07,0,0,29.52,0,227.92,26.75,12.38,0,0,6.14
6.69,4.07,0,0,29.52,0,227.92,26.75,12.38,0,0,6.14
6.62,3.75,0,0,28.18,0,228.16,29.16,11.83,0,0,5.6
6.8,3.6,0,0,27.27,0,225.09,28.82,11.76,0,0,5.2
6.97,3.59,0,0,27.5,0,226.45,30.19,12.27,0,0,5.48
7.06,3.5,0,0,28.1,0,229.93,30.68,12.05,0,0,5.52
6.79,3.3,0,0,27.43,0,227.19,30.32,11.89,0,0,5.3
6.81,3.44,0,0,26.65,0,226.21,30.66,11.89,0,0,4.89
6.9,3.36,0,0,27.49,0,226.07,30.94,12.25,0,0,5.02
6.93,3.45,0,0,27.86,0,225.45,31.06,12.37,0,0,5.09
6.8,3.87,0,0,28.25,0,224.22,32.02,12.41,0,0,5.1
6.69,4.58,0,0,29.59,0,223.89,34.95,12.44,0,0,5.5
6.45,4.83,0,0,29.98,0,227.02,33.23,12.28,0,0,5.48
6.62,4.31,0,0,29.7,0,231.4,33.45,12.65,0,0,5.05
6.42,4.4,0,0,29.43,0,232.16,33.02,12.63,0,0,5.06
6.3,4.5,0,0,29.29,0,229.62,32.45,12.34,0,0,5.41
6.34,4.75,0,0,29.35,0,227.58,31.51,12.34,0,0,5.49
6.53,4.49,0,0,28.6,0,228.26,32.71,12.36,0,0,5.49
6.6,4.2,0,0,28.53,0,226.23,32.77,12.21,0,0,5.46
6.69,4.17,0,0,28.38,0,226.87,32.88,12.48,0,0,5.25
6.64,4.39,0,0,28.15,0,228.73,33.81,12.5,0,0,5.28
6.61,4.7,0,0,28.07,0,234.22,33.53,12.76,0,0,5.33
6.61,4.95,0,0,28.7,0,233.13,34.14,12.38,0,0,5.41
6.74,4.8,0,0,28.47,0,229.68,34.26,12.95,0,0,5.57
6.76,4.94,0,0,28.55,0,226.8,34.47,12.57,0,0,5.65
6.81,4.95,0,0,28.49,0,224.07,33.67,12.42,0,0,6.06
6.73,4.87,0,0,28.94,0,221.28,34.13,12.49,0,0,6.54
6.43,4.95,0,0,29.34,0,223.8,34.88,12.84,0,0,7.06
5.97,4.98,0,0,28.77,0,221.46,34.35,12.47,0,0,6.98
5.7,5.15,0,0,29.32,0,221.97,34,12.93,0,0,6.97
5.83,4.84,0,0,29.6,0,220.39,32.33,12.04,0,0,6.93
5.84,4.85,0,0,30.06,0,220.23,33.28,12.14,0,0,7.35
6.19,4.9,0,0,30.64,0,221.82,32.67,12.66,0,0,7.8
6.04,5.1,0,0,30.34,0,221.77,32.78,12.38,0,0,7.5
5.51,4.97,0,0,30.08,0,221.46,32.41,12.4,0,0,6.9
5.1,4.86,0,0,29.75,0,222.15,33.5,12.39,0,0,6.91
5.36,4.9,0,0,30.45,0,220.3,33.63,12.26,0,0,6.85
5.45,5,0,0,31.13,0,219.34,34.1,11.7,0,0,6.75
5.31,4.85,0,0,30.74,0,215.92,34.38,11.6,0,0,7.03
5.19,4.8,0,0,30.77,0,216.58,34.95,16.56,0,0,6.91
5.18,4.72,0,0,30.38,0,216.96,35.94,15.56,0,0,6.73
5.03,4.76,0,0,29.91,0,216.81,36.65,17.02,0,0,6.62
5.03,4.76,0,0,29.91,0,216.81,36.65,17.02,0,0,6.62
5.08,4.53,0,0,29.68,0,219.74,36.58,15.84,0,0,6.58
5.11,4.64,0,0,29.9,0,224.84,36.83,15.76,0,0,6.63
5.17,4.51,0,0,29.81,0,223.08,37.57,15.64,0,0,6.47
5.11,4.55,0,0,29.55,0,222.75,37.88,15.31,0,0,6.39
5.22,4.33,0,0,30.15,0,225.83,37.46,15.54,0,0,6.5
5.26,4.1,0,0,31.11,0,225.27,37.25,15.92,0,0,6.83
5.45,4.45,0,0,32.26,0,224.36,36.69,16.07,0,0,7.1
5.54,4.6,0,0,31.77,0,223.53,37.95,15.91,0,0,6.74
5.42,4.63,0,0,31.5,0,227.28,37.99,16.26,0,0,6.78
5.3,4.58,0,0,31.05,0,226.09,38.8,16.34,0,0,6.63
5.39,4.48,0,0,30.43,0,229.71,38.21,16.79,0,0,6.17
5.33,4.32,0,0,30.3,0,229.23,36.99,16.86,0,0,6.04
5.42,4.23,0,0,30.21,0,232.18,36.64,16.76,0,0,6.13
5.43,4.21,0,0,29.99,0,233.02,35.75,16.8,0,0,6.24
5.37,4.13,0,0,30.06,0,232.26,35,16.93,0,0,6.5
5.5,4.14,0,0,30.21,0,231.85,35.12,16.62,0,0,6.6
5.6,4.3,0,0,30.92,0,231.5,34.59,16.64,0,0,6.75
5.5,4.29,0,0,31.72,0,231.36,34.65,16.86,0,0,6.67
5.59,4.27,0,0,31.2,0,231.52,35.06,16.59,0,0,6.73
5.68,4.08,0,0,30.32,0,228.04,36.5,15.85,0,0,6.33
6.19,4.03,0,0,29.83,0,229.65,36.73,16.44,0,0,6.19
6.38,3.85,0,0,28.18,0,229.41,37.01,18.06,0,0,5.81
6.46,3.94,0,0,29.38,0,232.33,35.34,19.27,0,0,6.02
6.39,3.9,0,0,29.4,0,218.87,36.62,19.15,0,0,5.96
6.47,3.77,0,0,29.4,0,215.91,36.29,19.81,0,0,5.96
6.23,3.9,0,0,29.53,0,214.99,35.98,20.1,0,0,6.04
6.23,3.9,0,0,29.53,0,214.99,35.98,20.1,0,0,6.04
6.12,3.66,0,0,29.55,0,215.74,35.41,19.52,0,0,5.98
6.29,4.48,0,0,29.78,0,214.98,35.48,20,0,0,5.98
6.63,4.2,0,0,29.63,0,218.3,35.39,20.9,0,0,5.87
6.63,4.1,0,0,29.49,0,217.98,35.61,20.72,0,0,5.85
6.66,4,0,0,29.35,0,217.35,35.38,21.52,0,0,5.85
6.8,4.05,0,0,29.21,0,217.52,34.99,21.83,0,0,5.75
6.71,4.03,0,0,28.83,0,215.5,34.51,21.72,0,0,5.64
6.71,4,0,0,27.86,0,213.45,32.72,21.16,0,0,5.21
6.77,3.7,0,0,27.43,0,213.85,33.44,21.6,0,0,5.21
6.67,3.88,0,0,27.86,0,214.36,33.31,19.82,0,0,5.48
6.63,3.85,0,0,27.44,0,215.82,33.23,19.26,22.39,0,5.31
6.6,3.65,0,0,27.26,0,215.96,32.91,19.06,29.77,0,5.19
6.72,3.68,0,0,27.65,0,215,33.85,19.3,29.45,0,5.45
6.71,3.64,0,0,27.13,0,214.6,33.4,18.65,25.36,0,5.43
6.87,3.8,0,0,26.96,0,215.15,33.15,18.8,26.49,0,5.28
6.92,3.55,0,0,26.4,0,214.63,33.61,17.96,26.4,0,5
6.78,3.56,0,0,26.49,0,213.95,32.29,17.57,24.3,0,5.14
6.64,3.68,0,0,26.6,0,209.67,32.06,17.89,22.84,0,5.18
6.87,3.54,0,0,26.94,0,210.23,32.38,17.93,22.1,0,5.27
6.96,3.55,0,0,26.91,0,208.46,32.8,17.87,22.93,0,5.15
6.94,3.5,0,0,26.83,0,207.94,33.46,17.94,23.87,0,5.11
6.87,3.52,0,0,26.77,0,214.01,33.14,17.86,24.15,0,5.04
6.78,3.48,0,0,26.78,0,212.52,33.15,17.84,24.84,0,4.9
7.23,3.5,0,0,26.52,0,217.13,33.03,17.97,24.68,0,4.9
7.62,3.57,0,0,26.61,0,214.41,33.02,18.91,24.74,0,5.01
7.84,3.5,0,0,26.98,0,214.78,33.59,19.28,25.6,0,5.23
7.73,3.64,0,0,26.55,0,213.3,35.19,19.55,25.82,0,5.2
7.67,3.73,0,0,25.82,0,213.83,37.3,18.67,26.66,0,5.07
7.82,3.66,0,0,25.2,0,221.81,36.06,18.42,24.25,0,5.26
7.43,3.66,0,0,27.06,0,208.27,35.14,18.49,29.1,0,5.95
7.5,3.67,0,0,26.85,0,202.48,34.43,18.85,29.27,0,5.67
6.56,3.79,0,0,27.23,0,203.93,34.74,18.92,30.69,0,6.05
6.78,3.97,0,0,28.83,0,202.9,36.26,18.92,35.9,0,6.34
7.11,4.09,0,0,29.82,0,200.49,37.37,18.72,39.94,0,6.29
7.48,4.11,0,0,30.23,0,203.36,38.14,18.7,39,0,6.39
7.6,4.22,0,0,30.48,0,204.88,38.39,18.51,38.25,0,6.35
7.6,4.19,0,0,32.33,0,207.6,40.74,18.42,43.86,0,7.38
7.6,4.12,0,0,33.83,0,210.26,41.26,18.65,53.44,0,7.75
7.59,4.21,0,0,32.54,0,207.17,42.74,19.62,51.5,0,7.03
7.57,4.95,0,0,34.4,0,209.25,43.18,19.94,62.13,0,7.5
8.39,4.75,0,0,33.02,0,208.76,43.3,20.01,59.07,0,7.97
8.97,4.61,0,0,33.48,0,208.2,45.4,20.17,65.2,0,7.99
8.97,4.61,0,0,33.48,0,208.2,45.4,20.17,65.2,0,7.99
8.77,5.08,0,0,34.96,0,211.11,43.14,20.02,77.01,0,8.2
8.44,4.9,0,0,35.1,0,209.75,41.58,20.21,89.86,0,7.69
8.29,4.7,0,0,34.34,0,208.62,42.69,19.85,80.1,0,8.15
8.22,4.62,0,0,34.81,0,211.72,42.96,19.93,77.89,0,7.76
8.39,4.69,0,0,35.98,0,212.06,43.78,20.18,84.5,0,8.92
8.31,4.7,0,0,37.26,0,215.26,44.08,20.74,95.79,0,9.16
7.94,4.6,0,0,37.7,0,215.99,41.85,20.85,104.95,0,9.57
8.06,4.25,0,0,35.33,0,214.83,42.5,21.44,119.76,0,8.28
7.55,4.22,0,0,35.77,0,212.05,41.75,21.79,109.05,0,8.4
7.44,4.08,0,0,37.15,0,212.33,42.98,21.2,120.19,0,8.74
7.36,4.12,0,0,39.68,0,213.52,43.36,22.38,154.98,0,9.33
7.39,4.16,0,0,41.21,0,215.17,44,22.2,214.06,0,9.28
7.97,4.1,0,0,43.01,0,218.57,44.53,23.92,176.35,0,10.01
7.95,4.22,0,0,39.5,0,216.94,47.47,23.18,123,0,9.77
8.01,4.31,0,0,39.27,0,216.32,46.39,23.71,99.5,0,9.5
8.32,4.53,0,0,39.36,0,214.51,46.96,23.45,107.88,0,9.7
7.82,4.4,0,0,38.94,0,213.76,46.78,23.17,114.5,0,9.61
8.03,4.31,0,0,38.72,0,214.94,46.54,23.92,131.3,0,8.9
7.94,4.3,0,0,40.05,0,215.62,48.24,23.95,143.62,0,9.85
7.49,4.42,0,0,40.7,0,213.32,46.95,23.47,164.98,0,9.68
7.36,4.21,0,0,38.66,0,212.73,46.55,22.7,138.17,0,9.26
