"X.AMRS.P.","X.GRWG.P.","U.YOLO.P.","U.CNBS.P.","U.MJ.P.","X.POTX.P.","U.STZ.P.","U.IIPR.P.","X.CARA.P.","X.TLRY.P.","X.SNDL.P.","X.CNTTQ.P."
3.9,4.5,12.42,14.36,17.28,15.51,183.57,77.97,24.45,20.79,2.74,0.91
3.94,4.73,12.23,14.24,16.98,15.05,184.06,78.03,24.55,20.05,2.65,0.84
4,4.69,12.46,14.38,17.27,15.31,185.75,77.04,25.94,20.24,2.55,0.83
4,4.69,12.46,14.38,17.27,15.31,185.75,77.04,25.94,20.24,2.55,0.83
4.02,4.85,12.53,14.39,17.26,15.36,186.06,77.41,25.98,19.84,2.42,0.8
3.9,4.35,12.17,13.99,16.92,15.04,186.08,77.5,25.88,19.01,2.37,0.77
3.94,4.01,12.1,13.82,17.05,15.25,184.49,78.09,16.93,19.55,2.3,0.78
3.65,4.07,11.97,13.68,16.86,15.09,184.29,76.32,17.03,18.76,2.16,0.78
3.4,3.92,11.76,13.51,16.84,14.92,182.46,72.54,16.13,18.39,2.09,0.79
3.24,4.01,11.83,13.4,16.84,14.83,183.65,73.09,16.75,18.2,1.95,0.84
3.15,4.03,12.02,13.57,17.4,15.43,181.27,72.82,16.26,19.2,2.29,0.91
3.34,4.38,11.91,13.36,17.07,15.18,180.93,74.1,16.87,18.55,2.08,0.84
3.24,4.58,11.75,13.19,16.97,15.01,181.62,73.42,16.35,18.2,2.23,0.82
3.5,4.49,12.06,13.61,17.46,15.53,179.79,73.65,16.4,18.93,2.43,0.84
3.26,4.39,12.06,13.63,17.49,15.65,182.06,74.01,16.57,18.6,2.52,0.84
3.36,4.32,12.07,13.62,17.52,15.62,182.89,74,17.02,18.21,2.53,0.86
3.44,4.31,11.71,13.34,17.26,15.19,183.12,73.43,17,17.84,2.55,0.87
3.37,4.32,11.43,12.97,16.88,14.77,183.68,74,16.37,17.16,2.29,0.85
3.24,4.34,11.57,13.16,17.05,14.98,185.82,73.81,16.46,17.31,2.4,0.84
3.34,4.26,11.57,13.11,17.09,14.97,188.9,70.97,16.74,17.31,2.32,0.84
3.24,4.29,11.54,12.98,16.94,14.7,188.04,75.26,16.99,17.03,2.37,0.82
3.19,4.27,11.65,13.16,17.14,14.87,186.83,76,16.98,17.2,2.39,0.82
3.19,4.27,11.65,13.16,17.14,14.87,186.83,76,16.98,17.2,2.39,0.82
3.25,4.29,11.7,12.98,16.73,14.59,189.66,78.35,16.51,16.55,2.39,0.82
3.27,4.23,11.39,12.89,16.7,14.48,189.23,75.34,16.61,16.27,2.27,0.81
3.17,4.13,11.25,12.62,16.21,13.89,188.37,73.44,16.41,15.72,2.48,0.87
3.09,4.1,11.97,13.3,17.12,15.01,189.75,75.87,16.11,17.13,3.01,0.93
3.09,4.1,11.97,13.3,17.12,15.01,189.75,75.87,16.11,17.13,3.01,0.93
3.07,4.21,11.9,13.22,16.9,14.93,188.3,73.63,15.44,16.4,3.03,0.96
3.15,4.24,11.87,13.1,16.73,14.74,189.53,75.11,15.06,16.01,2.89,1.09
3.2,4.15,11.55,12.8,16.45,14.4,190.4,77.53,15.19,15.5,2.97,1.19
3.12,4.02,11.25,12.54,16.24,14.02,183.6,76.33,15.02,15.33,2.84,1.05
3.05,4.29,11.3,12.51,16.39,14.01,190.29,77.02,15.01,15.8,2.71,1.05
2.94,4.38,11.5,12.76,16.74,14.4,193.59,78.46,15.37,15.83,3,1.06
2.95,4.36,11.45,12.62,16.44,14.1,188.38,80.3,15.71,15.55,2.75,1.06
2.85,4.44,11.86,13.24,17.34,15.01,188.44,83.65,15.86,17.37,2.9,1.06
2.9,4.62,12.02,13.37,17.79,15.41,190.83,84.33,16.18,21.22,2.87,1.11
2.97,4.91,12.75,14.33,18.75,16.9,190.85,82.72,16.8,21.36,3.37,1.17
3.09,4.61,12.88,14.37,18.69,16.81,190.86,83,16.89,20.43,3.27,1.17
2.97,4.62,12.92,14.44,18.75,16.89,189.95,82.5,17.3,20.97,3.46,1.18
2.97,4.62,12.92,14.44,18.75,16.89,189.95,82.5,17.3,20.97,3.46,1.18
3.03,4.54,12.6,14.11,18.29,16.44,190.23,81.52,16.87,21.09,3.35,1.17
2.85,4.69,12.6,14.08,18.27,16.54,191.94,81.68,16.29,20.85,3.09,1.14
2.91,4.37,12.47,14,18.28,16.5,193.97,79.45,16.34,21.17,2.83,1.11
2.84,4.25,12.01,13.42,17.43,15.56,191.56,80.76,16.05,19.75,2.63,1.06
2.62,4.56,11.75,12.96,16.85,14.88,190.9,84.97,16.11,18.56,2.52,1.08
2.69,4.63,12.01,13.45,17.29,15.38,192.75,92.4,16.21,19.53,2.64,1.13
2.6,4.92,11.99,13.28,17.12,15.17,192.58,94.09,16.17,18.93,2.58,1.12
2.65,5.03,11.86,12.99,16.91,14.81,190.79,93.49,16,19.22,1.51,1.08
2.56,4.76,11.62,12.63,16.54,14.3,188.3,89.5,16.1,17.54,1.2,1.07
2.86,4.95,11.56,12.66,16.66,14.36,189.12,92.41,16.31,17.26,1.35,1.04
2.92,4.86,11.74,12.9,16.96,14.75,192.89,94.98,16.68,18.15,1.45,1.04
3.32,4.94,11.7,12.74,16.72,14.57,197.14,95.18,16.97,17.59,1.31,1.02
3.15,5.24,11.62,12.6,16.43,14.14,199.8,95.22,17.29,17.78,1.29,1
3.32,5.95,11.29,12.32,16.09,13.78,200.34,92.52,17.15,16.91,1.21,0.94
3.36,5.73,11.09,12.15,15.83,13.4,200.07,92.06,17.43,16.01,1.14,0.9
3.6,5.89,11.19,12.35,16.04,13.69,199.94,92.58,17.28,16.86,1.19,0.89
3.85,5.85,10.94,12.16,15.74,13.28,198.72,92.85,17.49,16.33,1.17,0.81
3.81,5.75,10.95,12.11,15.84,13.22,201.19,94.44,17.25,16.13,1.18,0.81
3.75,6.34,11.45,12.65,16.43,13.92,203.83,98.96,17.78,17.39,1.35,0.84
3.75,6.34,11.45,12.65,16.43,13.92,203.83,98.96,17.78,17.39,1.35,0.84
3.41,6.27,11.47,12.53,16.38,13.82,203.82,102.31,17.18,17.1,1.34,0.85
3.33,6.54,11.44,12.56,16.53,13.87,206.64,105.82,17.18,18.51,1.35,0.82
3.11,6.41,11.48,12.69,16.69,14.06,208.34,107,17.2,19.24,1.4,0.84
3.3,6.22,11.32,12.45,16.48,13.81,207.4,105.58,17.23,19.37,1.53,0.83
3.29,5.47,10.83,11.81,15.58,13.04,201.54,102.29,16.36,17.29,1.57,0.8
3.18,5.19,10.4,11.38,15.02,12.52,195.29,96.54,15.99,16.57,1.49,0.76
3.13,5.34,10.19,11.23,14.94,12.28,190.97,96.12,15.86,15.89,1.46,0.75
2.94,4.96,9.61,10.66,14.18,11.6,175.66,94.98,15.35,14.54,1.43,0.67
3.18,5.53,9.7,10.79,13.91,11.41,172.38,91.94,15.03,14.43,1.42,0.64
3.47,5.42,9.83,10.8,14.21,11.5,177.22,97.95,15.56,15.35,1.48,0.67
3.29,5.43,9.51,10.42,13.73,11.13,177.59,95.45,14.84,13.02,1.48,0.65
3.67,5.29,9.88,10.79,14.34,11.6,185.96,98.13,15.94,12.51,1.65,0.67
3.56,4.8,9.51,10.33,13.74,11.04,182.77,96.15,16,11.2,1.45,0.64
3.6,4.71,9.1,9.91,13.1,10.47,179.07,93.75,15.28,10.02,1.33,0.6
3.06,3.92,8.08,8.82,11.75,9.32,164.24,83.14,13.81,7.67,1.22,0.47
3.08,4.39,8.38,9.16,12.14,9.58,165.32,85.92,13.98,7.84,1.06,0.52
2.96,3.89,7.77,8.54,11.34,9,155.07,76.96,13.43,7.09,0.91,0.51
2.66,3.63,6.64,7.44,9.92,7.68,131.43,65.69,11.04,5.95,0.81,0.47
1.84,3.63,6.95,7.8,10.34,7.66,132.98,71.53,11.53,4.03,0.74,0.48
1.57,2.94,6.39,7.18,9.54,7.03,124.75,56.89,9.89,3.05,0.68,0.44
2.15,3.18,6.48,7.41,9.95,7.3,124.45,59,11.23,2.9,0.67,0.45
2.01,2.87,6,6.84,9.1,6.74,121.25,46.51,9.12,2.47,0.61,0.4
2.39,3,6.28,7.22,9.65,7.28,123.06,51.64,10.48,3.85,0.7,0.42
2.23,3.01,6.55,7.47,9.72,7.5,119.7,59.78,10.52,3.65,0.79,0.46
1.94,3.24,6.76,7.51,9.6,7.74,105.64,60.58,11.06,3.85,0.75,0.49
2.15,3.58,7.32,8.06,10.41,8.27,123.82,66.32,12.21,4.02,0.79,0.51
2.01,3.81,7.62,8.55,11,8.75,126.61,74.16,12.55,5.04,0.82,0.67
2.19,4.4,8.23,9.25,12.11,9.79,140.69,84.09,13.34,7.9,1.05,0.74
2.28,4.35,8.12,9.19,12.13,9.88,144.88,80.77,12.6,9.1,1.04,0.7
2.46,4,7.84,8.87,11.55,9.22,146.44,80.12,13.26,6.61,0.95,0.64
2.56,3.81,7.73,8.76,11.4,9.12,143.36,75.93,13.21,6.88,0.64,0.64
2.17,3.36,7.17,8.21,10.56,8.5,136.88,69.05,12.39,5.9,0.57,0.64
2.3,3.36,7.3,8.33,10.77,8.58,131.22,68.92,12.7,6.1,0.49,0.64
2.23,3.2,7.17,8.1,10.44,8.26,132.17,66.59,12.82,5.54,0.47,0.64
2.56,3.36,7.43,8.52,10.96,8.63,142.26,70.92,13.4,5.96,0.53,0.64
2.51,3.34,7.53,8.57,11,8.7,149.59,70.13,13.36,6.37,0.52,0.64
2.46,3.71,7.66,8.89,11.31,8.82,157.77,69.15,14.09,6.98,0.56,0.64
2.47,3.78,7.8,8.93,11.45,8.88,166.24,75.52,13.72,6.78,0.62,0.64
2.47,3.78,7.8,8.93,11.45,8.88,166.24,75.52,13.72,6.78,0.62,0.64
2.33,4.15,7.94,9.12,11.45,8.96,157.63,72.94,14.17,6.57,0.59,0.64
2.38,4.31,8.03,9.29,11.65,9.2,167.83,76.45,14.58,7.04,0.59,0.64
2.4,4.24,7.79,9.21,11.37,9.07,162.36,71.22,13.93,6.79,0.58,0.1
2.25,4.25,7.71,9,11.12,8.8,162.15,73.17,14.1,6.37,0.53,0.04
2.27,4.21,7.94,9.36,11.52,9.08,162.7,73.44,14.66,6.5,0.56,0.03
2.35,4.24,8.02,9.39,11.55,9.11,156.62,71.73,14.82,6.76,0.58,0.07
2.38,4.18,8,9.27,11.29,9.02,153.02,71.3,15.42,6.76,0.54,0.11
2.67,4.18,8.06,9.28,11.44,9.01,155.22,71.62,15.71,6.8,0.52,0.15
2.47,4.15,8.23,9.46,11.5,9.07,153.05,73.04,15.68,6.82,0.53,0.23
2.68,4.35,8.43,9.63,11.9,9.38,158.83,74.14,15.84,8.07,0.5,0.38
2.85,4.57,8.81,10.05,12.38,9.94,163.15,76.7,16.17,8.4,0.49,0.57
2.9,4.63,8.71,9.89,12.26,9.73,167.43,77,15.58,8.05,0.5,0.48
2.84,4.79,8.87,10.07,12.44,9.88,169.42,80.24,15.88,8.11,0.5,0.46
2.7,4.7,8.65,9.78,12.06,9.57,164.69,78.46,14.82,8.05,0.57,0.37
2.49,4.56,8.32,9.4,11.55,9.16,161.57,75.13,14.24,7.24,0.64,0.31
2.4,4.81,8.57,9.64,11.95,9.41,163.75,76.39,14.53,7.65,0.58,0.29
2.41,4.9,8.62,9.68,11.85,9.41,163.01,77.07,14.63,7.39,0.55,0.35
2.34,4.56,8.56,9.68,11.77,9.46,165.48,78.11,14.99,7.41,0.56,0.32
2.52,4.57,8.65,9.69,11.82,9.52,164.77,76.04,14.76,7.61,0.52,0.3
2.68,4.82,8.76,9.71,11.81,9.43,166.06,75.51,14.17,7.78,0.51,0.3
3.49,5.02,8.75,9.73,11.7,9.32,163.3,73.48,15.78,8.08,0.5,0.29
3.27,4.63,8.72,9.64,11.55,9.11,160.52,74.33,15.13,7.47,0.49,0.28
3.22,4.67,8.39,9.14,10.96,8.53,155.32,70.78,14.14,7.19,0.39,0.28
3.14,5.45,8.56,9.38,11.1,8.6,157.96,71.88,15.08,7.17,0.39,0.26
3.43,5.36,9.02,9.87,11.99,9.74,158.49,74.02,15.04,7.77,0.55,0.26
3.51,5.55,9.77,10.3,12.94,11.08,168.51,76.23,15.07,7.96,0.61,0.25
3.54,5.92,9.75,10.5,12.66,10.83,168.9,77.78,15.24,8.16,0.58,0.25
3.61,5.91,9.87,10.62,12.7,10.56,172.47,79.21,16,8.05,0.55,0.24
3.65,6,10.23,11.08,13.47,11.55,171,80.5,15.93,9.65,0.6,0.25
3.52,6.66,10.83,11.72,14.03,12.2,172.31,82.88,16.46,10.26,0.85,0.25
3.52,6.66,10.83,11.72,14.03,12.2,172.31,82.88,16.46,10.26,0.85,0.25
3.56,6.43,11.17,12.03,14.28,12.75,176.41,85,16.31,10.81,0.91,0.23
3.36,6.83,11.02,11.9,14.25,12.33,179.38,84.25,16.07,10.65,0.86,0.24
3.17,6.5,11.05,12.01,14.38,12.42,175.44,85.78,16.24,10.39,0.88,0.24
3.73,6.61,10.75,11.46,13.76,11.65,172.7,81.72,15.87,9.85,0.85,0.46
5.35,6.75,10.88,11.61,13.87,11.88,173.25,87.33,15.68,10.04,0.86,0.53
4.86,7.23,10.94,11.69,13.85,11.84,173.23,87.82,15.86,10.02,0.83,0.46
5.03,6.68,11.19,11.85,14.06,12.04,174.82,90.22,16.07,10.08,0.82,0.48
4.88,6.8,11.16,11.82,14,12.04,175.73,90.23,15.62,10.09,0.81,0.46
4.68,6.73,11.2,11.8,14.04,11.98,181.42,93.47,15.37,9.48,0.82,0.48
4.42,7.11,11.81,12.56,15.27,13.44,185.93,95.86,16.36,10.44,1.09,0.47
4.32,7.71,11.78,12.45,14.99,13.04,183.4,92.86,16.05,10.13,1.1,0.47
4.04,7.58,11.66,12.34,14.85,12.87,180.3,92.42,16.45,9.69,1.1,0.44
3.74,6.58,10.56,11.2,13.45,11.46,168.67,87.25,14.97,8.37,0.91,0.38
3.89,6.56,10.74,11.34,13.75,11.72,170.28,90.09,15.05,8.42,0.97,0.45
3.87,6.62,10.87,11.48,13.6,11.73,173.69,95.84,15.52,8.44,1,0.44
3.98,6.68,10.96,11.67,13.85,11.83,177.46,98.71,15.75,8.23,1.01,0.42
3.85,6.54,10.91,11.5,13.6,11.55,178.71,98.25,15.84,8.09,0.92,0.39
3.91,7.4,11.08,11.72,13.66,11.62,184.25,98.98,16.19,8.56,0.91,0.39
3.92,7.31,10.9,11.63,13.51,11.51,181.41,95.65,16.62,8.3,0.87,0.41
4.41,7.1,10.92,11.57,13.5,11.46,179.71,95.89,17.33,8.41,0.85,0.42
4.24,7.02,10.95,11.65,13.56,11.54,180.46,96.2,17.3,8.56,0.91,0.42
4.09,7,10.52,11.35,13.17,11.23,171.66,91.96,16.78,8.15,0.85,0.4
4.04,7.06,10.52,11.38,13.2,11.05,173.33,92.83,17.3,8.55,0.85,0.38
4.23,6.53,10.33,11,12.82,10.72,168.99,89.26,17.03,7.95,0.8,0.38
4.18,6.06,10.34,11.14,13.01,10.46,174.17,90.42,16.78,7.71,0.82,0.35
4.27,6.84,10.2,10.96,12.87,10.2,174.95,88.02,17.1,7.11,0.8,0.34
4.53,6.88,10.39,11.18,12.98,10.26,185.88,93.76,17.7,7.01,0.8,0.33
4.78,6.8,10.25,11.14,12.92,10.27,185.8,92.79,17.52,6.96,0.78,0.32
4.78,6.8,10.25,11.14,12.92,10.27,185.8,92.79,17.52,6.96,0.78,0.32
4.76,6.95,10.41,11.46,13.09,10.41,186.49,96.43,17.57,7.85,0.81,0.36
4.59,6.84,10.31,11.21,13.08,10.27,182.46,91.75,17.5,7.7,0.77,0.33
4.62,6.87,10.33,11.26,13.04,10.26,183.48,91.95,17.73,7.58,0.78,0.34
4.36,6.71,10.2,11.12,12.76,10.1,182.39,89.75,17.64,7.41,0.79,0.32
4.43,6.62,10.56,11.37,13.1,10.4,184.93,90.78,17.63,8.01,0.81,0.32
4.21,6.83,10.71,11.4,13.1,10.46,179.69,89.34,17.53,7.47,0.84,0.33
4.57,7.2,10.81,11.58,13.26,10.36,179.18,91.5,17.54,7.57,0.84,0.32
4.28,7.23,11.07,11.91,13.64,10.85,182.63,93.44,17.92,7.84,0.88,0.31
4.32,7.28,10.95,11.88,13.51,10.7,181.24,92.67,17.68,7.68,0.91,0.32
4.14,7.2,10.98,11.9,13.52,10.71,180.61,93.95,17.76,7.33,0.85,0.32
4.09,7.39,11.02,11.92,13.37,10.57,177.6,94.66,17.86,7.13,0.83,0.31
4.25,7.84,11.22,11.95,13.4,10.58,180.77,94.91,17.62,7.4,0.81,0.32
4.19,7.7,11.16,11.83,13.22,10.43,179.49,96.21,17.65,7.25,0.73,0.31
4.2,7.55,11.04,11.64,13.06,10.28,179,97.5,17.63,7.35,0.7,0.34
4.26,7.26,10.95,11.5,12.97,10.24,179.85,93.06,17.14,7.12,0.69,0.34
4.54,7.32,11.35,11.86,13.29,10.42,178.89,95.63,17.36,7.37,0.6,0.3
4.44,7.52,11.73,12.25,13.75,10.98,179.52,99.01,17.04,8.12,0.63,0.31
4.34,8.52,11.61,12.06,13.28,10.44,181.61,104.07,16.89,7.53,0.6,0.32
4.38,8.67,11.68,12.09,13.29,10.31,180.83,105.32,16.95,7.53,0.57,0.33
4.28,8.44,11.54,11.91,12.94,10.15,178.2,104.23,16.44,7.38,0.58,0.33
4.58,8.9,11.77,12.23,13.34,10.35,173.29,103.73,17.14,7.43,0.59,0.32
4.9,9.12,11.99,12.42,13.59,10.63,171.69,105.98,17.23,8.7,0.6,0.32
4.94,9.11,11.98,12.38,13.52,10.56,173.43,107.05,17.2,8.11,0.57,0.31
4.04,8.69,11.9,11.93,12.94,10.11,171.09,111.17,16.98,7.76,0.57,0.46
3.86,9.03,11.58,11.6,12.6,9.81,172.27,114.63,16.95,7.46,0.55,0.43
3.86,9.27,12.11,12.01,12.94,10.15,171.45,116.94,17.22,7.97,0.54,0.43
3.62,8.61,11.75,11.6,12.66,9.88,172.87,113.94,17.43,6.93,0.55,0.42
3.52,8.76,11.88,11.63,12.78,9.82,175.5,117.49,17.01,6.9,0.55,0.4
3.54,12.5,12.25,12.12,12.87,10.06,176.62,118.88,16.87,7.05,0.7,0.38
3.35,13.24,12.33,12.08,12.69,9.99,176.03,119.91,16.29,7.25,0.45,0.37
3.43,16.16,12.44,12.41,12.72,9.85,173.69,121.25,16.89,7.06,0.46,0.38
3.53,17.66,12.33,12.5,12.69,9.8,178.18,119.06,16.53,6.98,0.43,0.4
3.62,22.02,12.58,12.74,12.75,9.75,180,119.55,16.26,7.04,0.41,0.37
3.46,18.24,12.25,12.51,12.55,9.57,178.34,121.61,16.34,6.9,0.38,0.37
3.39,17.34,11.95,12.29,12.4,9.41,179.29,120.84,15.84,6.64,0.39,0.38
3.45,14.34,11.92,12.12,12.4,9.32,181.49,121.09,15.42,6.74,0.34,0.35
3.3,14.92,12.19,12.25,12.47,9.38,180.18,123.29,15.58,6.62,0.34,0.35
3.23,14.05,12,12.15,12.34,9.31,181.36,123.43,15.32,6.49,0.33,0.35
3.19,15.06,12.07,12.19,12.34,9.25,182.65,124.61,15.11,6.44,0.32,0.31
3.38,16.34,12.54,12.5,12.68,9.48,185.37,125.21,15.37,6.59,0.34,0.31
3.28,15.96,12.54,12.35,12.63,9.68,184.48,123.09,15.5,6.71,0.34,0.32
3.41,16.04,12.39,12.26,12.39,9.36,185.94,125.07,15.08,6.45,0.31,0.31
3.6,15.69,12.2,12.26,12.41,9.38,188.01,125.91,15.76,6.41,0.32,0.31
3.26,14.54,11.95,12.01,12.2,9.22,190.58,123.18,15.78,6.06,0.31,0.32
3.05,14.24,11.73,11.78,12.11,9.1,191.52,117.72,15.24,5.92,0.31,0.31
3.05,14.24,11.73,11.78,12.11,9.1,191.52,117.72,15.24,5.92,0.31,0.31
3.01,13.92,11.34,11.64,11.31,8.31,187.76,118.41,15.47,5.66,0.31,0.31
3.12,14.62,11.56,11.87,11.55,8.4,189.93,123.44,15.6,5.65,0.31,0.3
3.14,14.16,11.41,11.75,11.42,8.38,188.73,123.27,15.11,5.63,0.3,0.3
2.33,13.7,11.32,11.68,11.25,8.16,188.81,121.62,14.91,5.31,0.3,0.31
2.42,14.95,11.52,11.93,11.48,8.25,195.31,120.31,15.5,5.31,0.28,0.3
2.62,15.53,11.55,12.01,11.36,8.24,196.59,125.85,15.25,5.29,0.27,0.3
2.74,16.38,11.73,12.14,11.43,8.33,193.2,128.08,15.11,5.64,0.28,0.3
2.89,15.71,11.6,11.96,11.29,8.19,192.21,126.18,14.77,5.43,0.26,0.3
2.83,15.97,11.45,11.91,11.18,8.1,187.81,124.79,14.53,5.34,0.26,0.3
2.82,16.65,11.17,11.65,10.83,7.82,185.06,123.26,14.15,5,0.24,0.3
2.77,16.42,11.23,11.75,11.07,8,188.5,124.59,14.16,5.36,0.23,0.29
2.53,15.18,10.75,11.21,10.37,7.42,186.57,118.13,13.73,4.7,0.21,0.29
2.64,14.79,10.5,11.07,10.37,7.24,181.87,119.31,13.34,4.75,0.19,0.29
2.71,15.06,10.73,11.18,10.42,7.3,181.82,123.36,12.94,4.79,0.18,0.28
2.77,14.68,10.68,11.17,10.39,7.28,185.45,128.3,12.4,4.82,0.19,0.26
2.92,16.02,10.76,11.3,10.43,7.36,187.52,124.75,12.34,4.83,0.19,0.28
2.92,15.98,10.73,11.25,10.41,7.28,189.51,124.11,12.72,4.85,0.24,0.27
3.11,15.37,10.69,11.16,10.39,7.34,184.61,125.13,12.74,4.92,0.26,0.26
3.04,15.18,10.63,11.12,10.36,7.24,185.6,125.31,13.18,4.82,0.25,0.26
3.18,16.18,10.99,11.62,10.83,7.51,183.6,126.6,13.77,5.4,0.24,0.26
3.12,16.03,10.88,11.42,10.53,7.37,180.58,124.43,13.59,4.9,0.22,0.26
3.21,17.36,11.24,11.94,10.95,7.66,181.48,129.96,13.93,5.2,0.22,0.26
3.07,17.89,11.88,12.56,11.54,8.34,185.15,129.78,14.11,6.15,0.22,0.25
3.13,18.06,12.07,12.77,11.57,8.47,186.65,131.22,13.99,6.04,0.22,0.27
3.01,17.67,12.36,13.09,11.88,8.73,187.01,134.19,14,6.3,0.22,0.27
2.99,18.41,12.34,12.92,11.62,8.55,187.53,135.77,13.72,5.93,0.21,0.27
2.95,17.44,12.06,12.67,11.49,8.33,183.11,131.4,13.39,5.98,0.2,0.26
3.03,17.32,11.83,12.27,11.21,8.1,181.55,131.25,13.08,5.57,0.19,0.29
2.82,17.39,11.83,12.31,11.1,8.1,181.48,129.51,14,5.56,0.19,0.27
2.93,18.38,11.97,12.66,11.52,8.45,180.64,128.9,13.93,6.48,0.19,0.25
2.85,18,11.99,12.5,11.34,8.44,180.33,128.66,14.86,6.26,0.18,0.27
2.74,19.09,12.08,12.55,11.43,8.23,179.64,126.58,14.13,6.44,0.17,0.24
2.85,20.52,12.28,12.82,11.63,8.28,178.4,127.18,14.29,6.83,0.17,0.26
3.05,20.62,12.21,12.61,11.5,8.24,179.46,124,14.26,6.73,0.18,0.26
2.86,17.97,11.76,12.11,11.09,7.9,174.97,121.75,13.93,5.86,0.17,0.24
2.82,17.85,11.75,12.17,11.03,7.92,172.16,121.71,13.76,5.59,0.17,0.25
2.69,16.5,11.31,11.79,10.78,7.68,165.01,121.5,13.22,5.65,0.16,0.24
2.65,17.18,11.54,12.02,10.94,7.8,165.85,119.93,13.17,5.97,0.16,0.24
2.5,16.7,11.33,11.89,10.72,7.7,165.23,116.63,13.26,5.71,0.14,0.25
2.61,18.54,12.01,12.49,11.43,8.22,176.39,122.53,12.72,6.66,0.16,0.23
2.7,18.3,12.22,12.79,11.65,8.4,184.84,122.93,13.17,6.62,0.19,0.22
2.63,18.98,12.3,12.72,11.29,8.05,180.85,133.58,13.96,6,0.17,0.22
2.13,23.04,13.5,14,12.48,9.19,183.48,155.87,13.89,7.82,0.22,0.21
1.89,22.98,13.95,14.63,13.66,10.35,185.78,152.38,13.95,9.63,0.25,0.2
2.15,21.53,13.95,14.58,13.85,10.5,200.75,145.06,14.51,10.1,0.46,0.2
2.12,19.43,13.66,14.15,13.11,9.79,200.56,153.49,15.03,8.33,0.44,0.18
2.04,20.94,13.78,14.41,13.1,9.73,194.53,155.39,15.67,8.04,0.39,0.16
2.22,24.3,13.67,14.3,12.8,9.45,194.9,155.3,15.21,7.4,0.28,0.16
2.33,25.52,13.85,14.67,13.07,9.8,202.01,152.46,15.41,7.65,0.28,0.16
2.32,26.57,14.08,15,13.19,9.57,206.1,153.49,15.7,7.32,0.26,0.18
2.26,27.73,14.48,15.5,13.55,9.78,205.05,149.76,16.16,7.21,0.25,0.18
2.25,28.89,14.34,15.36,13.38,9.66,203.75,150.07,15.67,7.13,0.26,0.16
