"D.2TP.P.","BATS.P.","ID.GUD.P.","X.IMBBY.P.","U.VGR.P.","U.STZ.P.","U.TPB.P.","U.RLX.P.","U.PM.P."
0.3,40.17,3.25,19.91,11.47,155.32,21.81,0,68.79
0.3,39.27,3.39,19.49,10.63,157.96,21.46,0,67.96
0.3,40.05,3.5,19.9,10.86,158.49,21.52,0,67.78
0.3,40.68,3.51,20.3,10.68,168.51,21.63,0,68.25
0.3,40.01,3.5,18.91,10.54,168.9,21.45,0,68.51
0.3,40.59,3.37,18.77,10.71,172.47,22.4,0,70.47
0.3,40.99,3.37,18.74,10.93,171,22.63,0,70.5
0.3,41.28,3.37,18.46,11.01,172.31,22.96,0,70.45
0.3,41.28,3.37,18.46,11.01,172.31,22.96,0,70.45
0.3,41.87,3.37,18.53,11.52,176.41,23.76,0,72.13
0.3,43.02,3.35,18.61,12.2,179.38,24.87,0,73.91
0.3,43,3.4,18.44,11.52,175.44,25.13,0,73.51
0.3,41.89,3.46,18.26,11.43,172.7,23.99,0,73.36
0.3,42.35,3.46,18.7,11.4,173.25,24.31,0,73.79
0.3,42.06,3.37,18.61,11.34,173.23,24.3,0,73.73
0.3,42.58,3.42,19.05,11.58,174.82,23.94,0,74.21
0.3,42.03,3.41,18.7,11.94,175.73,24.42,0,75.19
0.3,41.8,3.44,19.01,12.09,181.42,25.05,0,75.91
0.3,41.01,3.45,19.23,12.34,185.93,25.65,0,77.7
0.3,39.75,3.43,19.1,12.04,183.4,25.4,0,75.65
0.3,41.03,3.36,19.61,11.93,180.3,24.71,0,75.14
0.3,39.41,3.33,18.6,11.24,168.67,24.1,0,71.25
0.3,39.4,3.35,18.59,11.45,170.28,24.6,0,70.42
0.3,39.27,3.43,18.66,11.94,173.69,25.13,0,72.2
0.3,41.12,3.47,19.36,12.02,177.46,25.2,0,74.66
0.3,41.17,3.45,19.01,11.99,178.71,25.21,0,74.09
0.3,41.18,3.38,18.79,11.91,184.25,25.03,0,74.6
0.3,41.64,3.48,19.01,11.77,181.41,25.56,0,72.2
0.3,41.34,3.41,19.17,11.15,179.71,24.83,0,72.04
0.3,41.59,3.37,19.4,10.52,180.46,24.83,0,71.49
0.3,40.13,3.39,18.81,10.34,171.66,24.15,0,70.09
0.3,40.42,3.33,19.01,10.41,173.33,24.34,0,70.67
0.3,40.84,3.33,18.75,9.86,168.99,23.59,0,68.87
0.55,41.25,3.33,18.8,10.1,174.17,24.99,0,70.51
0.6,40.78,3.35,19.04,10.06,174.95,24.91,0,70.06
0.74,41.01,3.34,18.96,9.93,185.88,24.1,0,69.99
0.73,41.07,3.33,18.83,9.67,185.8,24.96,0,70.46
0.78,40.2,3.35,18.83,9.67,185.8,24.96,0,70.46
0.77,41.13,3.32,18.9,9.6,186.49,24.48,0,70.6
0.66,40.26,3.31,18.4,9.54,182.46,24.42,0,72.94
0.71,40.04,3.34,18.16,9.21,183.48,26.46,0,72.3
0.65,38.35,3.35,17.73,8.76,182.39,25.82,0,70.14
0.6,37.8,3.33,17.75,9.07,184.93,26.17,0,72.96
0.61,38.09,3.34,17.45,8.96,179.69,26.51,0,73.5
0.6,38.12,3.34,18.16,8.97,179.18,28.53,0,74.31
0.61,37.7,3.34,17.88,9.13,182.63,29.13,0,75
0.61,36.73,3.55,17.77,8.95,181.24,29.53,0,75.35
0.58,36.58,3.52,17.83,8.89,180.61,29.95,0,75.03
0.61,35.54,3.5,17.88,8.49,177.6,28.65,0,72.89
0.61,35.65,3.49,17.6,8.97,180.77,29.83,0,75.92
0.58,35.3,3.53,17.54,8.87,179.49,30.36,0,76
0.61,35.66,3.51,17.63,8.88,179,30.31,0,76.3
0.58,35.36,3.39,17.81,8.48,179.85,29.67,0,76.85
0.6,35.2,3.44,17.92,8.43,178.89,30.38,0,78.54
0.6,35.86,3.37,18.15,8.68,179.52,33.24,0,77.97
0.57,35.51,3.53,17.96,8.68,181.61,33.75,0,78.39
0.57,34.89,3.55,17.62,8.79,180.83,33.1,0,77.45
0.57,33.16,3.55,16.75,8.82,178.2,32.88,0,76.81
0.7,33.15,3.43,16.66,9.04,173.29,32.71,0,76.53
0.66,33.49,3.49,16.75,9.12,171.69,31.79,0,77.1
0.62,33.47,3.6,16.88,9.15,173.43,31.62,0,76.96
0.59,33.03,3.66,16.66,8.98,171.09,31.45,0,77.12
0.59,32.73,3.58,16.36,9.32,172.27,30.58,0,77.5
0.62,33.41,3.64,16.57,9.72,171.45,30,0,78.37
0.63,34.08,3.62,16.7,10.03,172.87,29.8,0,78.72
0.62,34.55,3.62,17.19,10.21,175.5,29.97,0,79.69
0.62,33.95,3.61,16.78,10.23,176.62,29.33,0,78.14
0.69,33.18,3.73,16.68,10.42,176.03,28.8,0,77.71
0.67,33.81,3.73,16.97,9.84,173.69,30.73,0,78.26
0.65,33.49,3.87,17.15,9.83,178.18,31.04,0,79.18
0.65,33.7,3.85,17,9.99,180,30.5,0,78.7
0.61,33.2,3.85,16.77,10.08,178.34,29.98,0,78.22
0.63,33.18,3.85,16.56,10.07,179.29,29.46,0,78.06
0.65,34.41,3.74,16.97,10.16,181.49,29.27,0,79.63
0.63,33.76,3.79,16.88,10.31,180.18,28.66,0,79.62
0.62,33.34,3.74,16.78,10.08,181.36,28.52,0,79.98
0.62,33.5,3.68,16.88,10.2,182.65,28.86,0,80
0.62,33.26,3.5,16.84,10.27,185.37,29.32,0,80.74
0.69,33.26,3.37,16.79,10.07,184.48,28.9,0,79.79
0.66,33.03,3.37,16.71,10.01,185.94,29.05,0,79.04
0.66,33.83,3.37,16.69,10.24,188.01,28.79,0,79.98
0.69,33.59,3.32,16.82,10.22,190.58,29.12,0,79.32
0.73,33.55,3.37,17.36,10.27,191.52,28.39,0,79.15
0.98,33.86,3.34,17.36,10.27,191.52,28.39,0,79.15
0.9,33.82,3.31,17.18,10.35,187.76,29.53,0,79.03
0.93,35.05,3.23,17.75,10.4,189.93,29.98,0,80.47
0.91,34.42,3.02,17.33,10.31,188.73,30.33,0,80.41
0.91,34.77,3.14,17.4,10.13,188.81,31.26,0,81.23
0.9,34.7,3.29,17.66,10.26,195.31,31.06,0,81.94
0.9,35.52,3.22,17.87,10.5,196.59,31.89,0,81.4
0.9,35.25,3.13,17.82,10.5,193.2,31.25,0,80.6
0.85,35.46,3.08,17.98,10.22,192.21,30.61,0,79.47
1,35.04,3.08,17.84,10.11,187.81,29.99,0,78.08
1.05,34.48,3.03,17.26,9.51,185.06,29.02,0,77.83
1.34,35.9,2.98,17.74,9.32,188.5,28.69,0,77.01
1.45,36.8,2.92,17.71,9.16,186.57,27.74,0,75.5
1.44,36.97,2.85,17.53,9.59,181.87,28.37,0,76.35
1.44,37.04,2.89,17.74,9.72,181.82,28.54,0,75.4
1.46,37.42,2.85,17.95,9.92,185.45,28.38,0,76.31
1.56,36.54,2.83,17.57,9.69,187.52,28.02,0,74.34
1.85,36.48,2.84,17.7,9.69,189.51,27.9,0,74.99
2.35,35.94,2.87,17.67,9.8,184.61,26.41,0,74.14
2.4,36.15,2.84,17.62,10.01,185.6,27.16,0,74.46
2.88,36.7,2.96,17.99,10.1,183.6,30.35,0,75.91
2.17,36.43,2.97,17.64,10.46,180.58,29.59,0,75.5
2.34,35.99,3.05,17.65,10.7,181.48,30.54,0,79.05
2.18,35.86,3.12,17.62,10.83,185.15,29.76,0,78.33
1.94,35.6,3.14,17.64,10.89,186.65,30.2,0,78.88
2.18,35.79,3.16,17.53,10.89,187.01,30.4,0,79.32
2.18,35.65,3.15,17.33,10.53,187.53,30.75,0,79.21
2.18,35.02,3.13,17.33,10.38,183.11,31.1,0,78.91
2.04,34.33,3.09,16.88,10.54,181.55,31.91,0,79.14
2.19,34.73,3.12,17.04,10.48,181.48,31.88,0,79.27
2.21,34.19,3.06,16.66,10.17,180.64,31.53,0,77.84
2.06,34.37,2.88,16.84,10.08,180.33,31.01,0,73.33
2.03,33.41,2.91,16.8,10.03,179.64,30.66,0,73.82
2.12,33.5,2.84,16.7,10.2,178.4,31.42,0,74.86
2.09,33.78,2.91,16.97,10.31,179.46,31.68,0,74.45
1.94,33.82,2.88,16.95,10.37,174.97,32.93,0,73.65
1.98,33.01,2.91,16.5,10.15,172.16,37.25,0,71.33
1.61,32.21,2.91,15.91,9.49,165.01,37.73,0,70.04
1.74,32.44,2.91,15.98,9.26,165.85,36.86,0,70.64
1.86,32.15,2.91,15.87,9.19,165.23,37.47,0,71.02
1.96,32.35,2.88,15.96,9.33,176.39,37.05,0,71.63
1.88,32.69,2.9,16.29,9.7,184.84,36.74,0,71.82
1.88,33.84,2.88,16.43,9.38,180.85,36.41,0,71.54
1.9,32.84,2.93,16.3,9.94,183.48,37.59,0,70.9
1.88,32.59,2.97,16.1,9.97,185.78,38.4,0,70.45
2.05,33.77,2.94,16.68,10.58,200.75,37.8,0,71.63
2.04,35.36,3.01,17.8,11.2,200.56,38.97,0,74.75
2.08,36.51,3,17.72,11.26,194.53,39.58,0,75.11
2.06,36.82,2.94,17.56,10.82,194.9,37.9,0,74.5
2.04,36.65,2.96,17.94,11.25,202.01,38.79,0,75.89
2.25,37.33,2.96,18.55,11.71,206.1,39.4,0,78.63
2.36,37.43,3.01,19.89,11.9,205.05,40.52,0,78.38
2.68,37.76,3.04,20.35,11.38,203.75,38.54,0,77.47
2.81,36.51,3.19,20.05,11.29,204.21,38.75,0,77.51
2.88,36.51,3.13,19.88,11.05,200.57,38.44,0,76.73
2.96,35.6,3.13,19.8,11.21,201.58,38.44,0,76.63
2.77,35.27,3.17,20.22,11.64,207.8,38.99,0,78.02
2.48,35.01,3.1,19.93,11.37,204.7,38.41,0,76.89
2.51,35.11,3.15,19.93,11.37,204.7,38.41,0,76.89
2.39,35.16,3.15,18.96,11.27,204.81,39.12,0,75.9
2.42,34.67,3,18.39,11.24,205.84,39.02,0,75.75
2.25,34.94,3.05,18.78,11.34,205.74,40.36,0,77.03
2.13,35.33,3.16,19.17,11.27,204.99,39.82,0,78.07
2.35,35.65,3.14,19.6,11.36,209.78,39.94,0,78.5
2.29,35.74,3.12,19.94,11.68,213.79,40.31,0,80.75
2.19,37.42,3.23,20.5,11.9,212.04,40.65,0,81.68
2.27,38.12,3.38,20.65,12.17,213.01,42.48,0,82.64
2.18,38.21,3.38,20.9,12.33,209.38,42.6,0,84.61
2.33,38.41,3.14,21.08,12.4,207.29,43.19,0,84.97
2.42,38.31,2.94,20.94,12.47,205.29,43.85,0,85
2.68,37.9,3.05,20.92,12.77,207,42.5,0,84.4
2.36,37.28,2.98,21.04,12.81,212.25,42.03,0,84.29
2.36,37.57,3,21.25,12.71,214.81,42.71,0,85.63
2.35,36.71,2.99,21.36,12.84,217.8,43.22,0,85.67
2.35,36.58,2.98,21.24,12.65,218.68,44.33,0,86.09
2.17,35.58,2.97,20.78,11.67,214.46,44.21,0,84.17
2.1,35.77,2.93,20.66,11.78,212.95,44.73,0,82.19
2.13,35.65,2.92,20.89,11.86,215.48,46.03,0,82.2
2.13,35.86,2.92,21.01,11.86,215.81,47,0,82.51
2.13,35.86,2.92,21.01,11.86,215.81,47,0,82.51
2.05,35.86,2.91,21.05,12.03,218.64,46.42,0,82.49
1.82,36.78,2.92,21.25,11.79,217.44,44.93,0,81.87
1.88,36.43,2.91,21.13,11.7,218.21,44.59,0,81.48
1.88,35.57,2.91,21.02,11.65,219.05,44.56,0,82.79
1.88,35.57,2.91,21.02,11.65,219.05,44.56,0,82.79
2.06,36.17,2.91,21.08,11.63,216.74,43.02,0,81.5
2.09,36.63,2.89,21.38,11.98,216.89,43.67,0,82.39
2.11,36.95,2.86,21.65,13.37,223.72,46.77,0,82.5
2.09,36.78,2.86,22.23,12.97,228.87,47.78,0,82.98
2.02,36.78,2.93,22.38,12.88,230.21,45.52,0,83.09
1.9,36.51,2.93,21.81,12.71,226.88,45.16,0,82.31
1.94,35.84,2.88,21.72,12.8,228.09,44.32,0,81.07
2.04,36.18,2.94,22,12.39,224.57,44.4,0,81.21
2.03,36.52,2.9,22.48,12.28,223.9,44.57,0,81.18
2.01,36.38,2.9,22.26,12.23,219.99,44.18,0,80.94
1.9,36.12,2.92,22.26,12.23,219.99,44.18,0,80.94
1.93,35.99,2.92,21.98,11.99,222.91,45.12,0,81.9
1.96,36.09,2.92,22.3,12.45,227.51,45.06,0,81.7
1.96,36.09,2.92,22.58,12.13,228.69,45.1,0,81.33
2.09,35.97,2.9,22.64,12.16,226.91,45.24,29.51,80.68
2.1,35.99,2.86,22.43,12.25,222.17,45.08,28.63,81.34
2.13,35.9,2.83,22.39,12.06,219.85,46.06,24.04,81.99
1.96,36.56,2.84,21.53,11.9,213.32,45.27,23.16,79.8
2.05,35.96,2.76,20.96,11.93,216.85,47.25,24.27,81.28
1.97,34.91,2.68,20.34,11.74,210.93,47.1,22.5,79.65
2.7,34.74,2.71,20.35,11.65,215.06,51.62,23,79.06
2.35,35.38,2.77,20.22,12.16,217.73,50.61,25.87,79.27
2.55,35.41,2.76,20.16,11.93,216.3,51.96,26.76,80.23
2.7,35.16,2.75,19.75,12.46,223.51,53.43,25.14,83.63
2.86,35.11,2.76,19.82,12.49,227.93,54.25,24.23,84.28
2.86,35.4,2.75,20.01,13.02,228.63,55.74,22.04,85.99
3.02,35.87,2.75,20.48,13.19,233.8,56.7,22.52,85.63
3.54,35.57,2.73,20.71,13.1,240.34,54.81,22.43,85.94
3.67,35.38,2.75,20.74,13.75,236.39,57.4,24.95,85.36
3.59,35.65,2.75,20.88,14.32,241.27,59,24.48,86.12
4.07,36.64,2.75,20.88,14.32,241.27,59,24.48,86.12
4.38,36.1,2.73,21.19,14.22,232,53.44,23.97,86
4.31,34.68,2.71,21.19,13.94,228.46,52.98,23.72,86.61
3.84,34.08,2.7,20.07,13.85,226.18,51.75,22.61,86.33
3.92,33.65,2.68,19.62,14.16,223.21,51.48,21.04,85.45
4.24,33.83,2.63,19.52,14.1,222.49,49.75,19.84,86.5
3.76,34.23,2.6,19.8,13.97,222.38,51.28,20.12,86.44
3.84,33.95,2.61,19.94,14.38,223.93,52.21,19.46,87.56
3.75,33.49,2.6,19.49,13.97,217.93,50.43,17.21,86.52
3.52,32.65,2.59,18.77,13.65,214.14,49.2,17.51,84.02
3.68,33.45,2.6,19.17,14.11,217.75,51.59,19.88,84.95
3.54,33.32,2.65,19.21,13.78,218.15,49.88,18.95,85.07
3.66,33.56,2.63,19.26,13.92,216.06,48.97,17.94,85.15
3.19,34.01,2.62,19.23,13.41,211.15,47.52,16.63,84.61
3.13,34.34,2.6,19.55,13.92,217.01,48.13,16.09,86.16
3.21,34.25,2.6,19.27,14.12,220.63,48.46,13.83,86.36
3.15,34.18,2.57,19.31,14.44,227.1,49.76,16.13,87.07
3.04,34.41,2.57,19.2,15.01,227.06,50.57,15.36,86.76
3.23,34.54,2.57,19.43,15.15,228.61,51.54,18.8,86.63
3.25,34.72,2.57,19.63,14.96,229.39,52.74,17.35,87.72
3.29,35.12,2.57,19.88,14.78,229.86,52.77,19.56,87.68
3.17,35.33,2.6,19.9,14.53,230.63,50.99,19,88.2
3.14,36.13,2.58,20.04,14.86,233.01,52.05,18.06,89.2
3.19,36.27,2.6,20.07,14.3,231.07,51.59,18.56,90.56
3.17,36.68,2.68,20.35,14.61,234.7,52.15,19.46,89.25
3.09,37.16,2.68,20.66,14.22,230.72,53.06,10.15,89.98
3.17,37.71,2.61,20.61,13.88,229.08,50.74,10.1,88.05
3.14,37.43,2.54,20.48,13.67,229.68,51.13,8.94,88.55
2.87,36.17,2.54,20.68,13.95,231.16,51.96,9.18,88.69
2.95,36.46,2.56,20.83,14.24,235.31,52.27,9.12,90.58
2.85,37.13,2.59,20.86,14.08,235.98,50.75,10.67,90.99
2.71,36.38,2.6,20.59,14.15,233.95,51.26,10.21,89.35
2.79,36.44,2.57,20.72,13.95,228,52.17,10.36,88.74
2.91,35.67,2.58,20.79,14.12,229.62,52.38,10.95,88.06
2.91,35.67,2.58,20.79,14.12,229.62,52.38,10.95,88.06
2.91,35.67,2.57,20.98,14.1,230.28,50.98,10.13,88.6
2.61,36.26,2.58,20.93,14.12,236.3,50.84,10.07,88.63
2.48,36.45,2.57,20.91,14.08,234.94,50.43,9.56,88.28
2.65,37.55,2.63,21.5,14.26,224.21,52,10,89.44
2.65,36.59,2.7,21.41,14.47,224.15,51.34,9.32,91.07
2.47,36.63,2.61,21.5,14.43,226.31,50.34,8.56,91.39
2.47,36.66,2.58,21.57,14.24,226.57,49.99,9,90.78
2.36,36.57,2.6,21.51,14.38,228.82,49.66,9.2,91.07
2.27,37.07,2.58,21.61,14.49,234.6,49.56,9.25,91.83
2.31,38.1,2.58,21.91,14.49,238.86,49.81,9.1,92.91
2.58,38.27,2.57,21.65,14.17,237.6,47.01,9.28,91.67
2.38,35.37,2.58,20.54,13.58,238.31,46,9.08,94
2.48,35.94,2.57,20.99,13.75,241.13,47.09,9.88,94.19
2.61,36.03,2.56,20.55,13.61,238.33,46.75,10.5,94.01
2.7,35.91,2.56,20.7,13.74,240.58,48.05,12.12,94.61
3.16,35.55,2.57,20.67,13.44,238.51,48.58,12.53,94.39
3.34,35.43,2.56,20.65,13.55,238.35,50.99,12.5,94.51
3.33,35.21,2.59,20.59,13.43,237.9,49.09,12.01,94.15
3.33,34.49,2.56,20.59,12.98,241.6,48.79,10.99,95.09
3.89,35.23,2.56,20.92,13.05,240.32,48.82,10.89,95
3.74,35.23,2.55,21.24,13.34,243.02,47.76,11.1,95.85
3.23,35.66,2.53,21.39,13.53,240,47.86,10.51,94.91
3.3,35.67,2.51,21.49,13.18,239.7,48.17,10.83,95.44
3,36.82,2.5,22.16,13.89,241.62,46.9,10.76,96.82
2.88,37.28,2.49,22.56,13.92,240.92,47.1,11.04,97.41
2.64,37.11,2.5,22.71,14.08,239.19,46.45,9.94,98.06
2.54,36.34,2.49,22.31,13.83,234.04,46.22,10.83,97.29
2.49,37.01,2.49,22.46,13.61,229.75,45.17,10.76,96.2
2.49,37.03,2.49,22.42,13.79,231,44.93,10.38,97.55
2.71,37.13,2.49,22.6,13.84,234.44,45.79,10.97,97.7
2.72,36.99,2.39,22.85,14.49,235.87,45.05,11.76,97.55
2.65,36.84,2.4,23.26,14.55,234.11,44.13,12.1,97.69
2.59,36.51,2.35,23.51,14.73,232.38,44.34,12.14,96.31
2.68,36.57,2.34,23.59,14.75,236.1,44.13,11.63,97.42
2.77,36.8,2.34,23.9,14.7,237.28,43.87,11.6,97.42
2.77,36.75,2.34,23.87,14.78,236.48,43.79,11.26,98.16
2.78,36.46,2.35,23.87,14.43,237.94,43.66,11.02,97.52
2.71,36.48,2.35,24.07,14.62,237.19,43.63,10.88,97.31
2.65,36.25,2.34,23.36,14.25,236.99,43.56,11.73,96.68
2.57,35.63,2.34,23.12,13.75,239.72,42.77,11.31,96.43
2.66,35.63,2.35,23.12,13.75,239.72,42.77,11.31,96.43
2.65,35.66,2.35,22.89,14.29,237.35,43.16,11.85,96.78
2.83,35.86,2.4,23.25,14.28,239.31,43.36,11.22,96.81
2.7,36.06,2.39,23.06,14.36,238.65,42.81,10.87,97.37
2.73,35.91,2.37,23.03,14.5,239.25,43.78,9.9,97.9
2.74,36.44,2.38,23.31,14.85,239.08,46.11,9,98.56
2.74,36.58,2.34,23.3,14.67,238.37,45.72,9.01,96.4
2.56,36.92,2.33,23.21,14.66,236.67,44.87,9.27,96.75
2.54,36.99,2.39,23.4,14.51,237.17,45.04,9.15,97.55
2.54,36.86,2.39,23.12,14.56,237.89,45.06,9.48,98.84
2.59,36.72,2.41,23.18,14.43,236.37,45.34,9.44,100.5
2.64,37.37,2.46,23.09,14.07,236.08,44.79,9.35,100.46
2.64,37.11,2.53,22.76,14.08,233.97,44.35,9.4,99.92
2.58,37.39,2.56,22.65,13.69,229.74,42.78,8.82,100
2.55,36.67,2.54,22.2,13.04,221.25,42.14,8.99,99.5
2.51,36.93,2.57,22.62,13.53,225.94,43.04,8.51,100.16
2.55,36.71,2.66,22.72,13.56,224.7,43.09,8.42,100
2.48,36.41,2.69,22.42,13.62,224.25,42.69,8.72,100.05
2.31,36.4,2.72,22.17,13.88,226,44.28,9.27,99.03
2.25,36.6,2.75,22.18,13.81,228.6,43.04,9.06,99.04
2.41,36.99,2.89,22.07,13.84,229.39,43.95,9.03,98.67
2.39,37.15,3.09,22.05,14.01,230.98,44.22,8.71,97.94
2.51,36.78,3.14,21.94,14.14,233.89,45.77,8.73,99.11
2.48,37.15,3.14,22.12,14.21,232.03,46.94,8.77,99.89
2.58,37.05,3.35,22.13,14.17,231.42,46.17,8.43,100.3
2.47,37.15,3.12,22.13,14.17,231.42,46.17,8.43,100.3
2.36,36.82,2.94,21.92,13.81,229.46,46.29,8.1,98.65
2.38,37.07,2.9,22.1,13.63,227.08,46,8.14,98.79
2.39,36.23,2.88,21.91,13.57,227.01,46.39,7.78,98.37
2.36,36.42,2.92,22.33,13.79,227.69,46.33,7.96,99.4
2.49,36.42,2.97,22.41,13.97,226.46,46.99,7.53,98.55
2.36,36.54,2.95,22.29,13.59,225.45,46.06,7.58,97.71
2.41,36.78,2.88,22.58,13.63,225.78,46.84,7.24,99.56
2.42,36.69,2.89,22.27,13.63,224.96,46.24,7.25,99.31
2.48,37.39,2.85,22.35,13.41,224.01,45.74,6.56,98.9
2.38,36.07,2.66,21.55,13.08,222.02,44.56,6.36,97.93
2.4,35.78,2.66,21.23,13.36,225.17,44.17,6.08,94.93
2.42,36.02,2.55,21.52,13.57,225.85,44.67,6.15,96.54
2.73,35.92,2.57,21.59,13.16,223.84,44.27,5.71,97.24
2.69,36.37,2.56,21.96,13.24,224.58,45.55,4.97,98.4
2.94,36.33,2.52,22.02,13.35,224.82,46.8,4.46,99.04
2.78,36.39,2.47,21.8,13.27,226.36,51.73,4.31,99.84
2.94,35.91,2.44,21.58,13.38,226.42,51.42,4.38,98.94
2.86,35.77,2.47,21.73,13.43,224.57,51.81,4.47,100.29
2.87,35.21,2.33,21.51,13.36,224.34,53.02,4.36,100.09
2.74,35.52,2.32,21.66,13.25,222.79,53.6,4.65,100.03
2.83,35.54,2.35,21.99,13.44,221.34,52.02,4.85,100.44
2.77,35.19,2.32,21.74,13.19,219.39,51.5,4.61,99.49
2.77,34.89,2.34,21.84,14.32,219.51,50.72,4.65,99.59
2.8,34.8,2.33,21.84,14.25,218.8,49.69,4.46,99.21
2.95,34.91,2.33,21.99,14.29,217.19,47.02,4.54,99.2
2.99,34.78,2.31,22.04,14.52,218.06,47.24,4.61,99.96
3.1,35.14,2.31,22.36,14.72,213.4,48.9,4.71,99.76
3.19,35.08,2.34,22.32,14.57,211.94,47.11,4.92,100.01
3.46,35.28,2.31,22.51,14.55,213.64,45.83,5.02,101.59
3.23,35.2,2.29,22.3,14.43,214.05,49.45,4.55,102.39
3.03,35.5,2.29,22.16,14.46,213.31,49,4.49,102.5
3.28,35.41,2.19,22.04,14.37,214.43,47.66,4.46,100.95
3.14,35.07,2.14,21.17,14.16,213.88,47.57,4.23,101.42
3.23,35.61,2.15,21.55,14.27,213.83,48.47,3.91,101.42
3.4,35.54,2.26,21.69,14.4,216.01,48.57,3.82,100.85
3.38,35.31,2.29,21.26,14.48,216.83,48.16,4.07,100.63
3.57,35.49,2.3,21.33,14.49,214.98,49.28,4.36,101.24
3.69,35.38,2.29,21.39,14.39,214.35,49.5,5.14,101.25
3.78,35.45,2.27,21.37,14.94,212.42,50.12,5.38,102.1
3.77,35.45,2.32,21.43,14.9,211.79,50.13,5.13,103.07
3.49,35.84,2.35,21.57,15.02,211.14,49.76,5.14,103
3.46,35.54,2.37,21.57,15.06,214.91,50.41,5.36,103.56
3.68,35.71,2.31,21.73,15.26,212.46,52,5.9,105.64
3.64,35.61,2.35,21.95,15.24,211.83,52,6.05,106.1
3.7,35.96,2.35,21.95,15.24,211.83,52,6.05,106.1
3.7,35.76,2.33,21.71,15.07,209.28,50.04,7,106.06
3.66,35.77,2.3,21.77,14.91,216.97,49.83,6.9,103.68
3.57,34.98,2.38,21.5,14.61,216.01,48.98,6.9,102.58
3.53,34.88,2.35,21.52,14.36,213.91,47.69,5.74,103.57
3.54,34.92,2.3,21.58,12.99,214.9,47.35,5.11,102.59
3.34,34.93,2.31,21.42,12.44,215.59,47.58,5.05,101.96
3.23,35.06,2.27,21.89,12.54,218.5,48.36,4.91,104
3.08,34.98,2.3,21.83,12.38,215.45,48.47,4.97,102.83
3.09,34.91,2.26,21.42,12.37,214.85,44.1,4.82,101.86
3,34.7,2.26,21.13,12.18,210.13,44.56,4.49,100.99
3.08,35.02,2.23,21.32,12.16,209.08,43.98,4.53,100.51
3.07,35.37,2.23,21.47,12.31,211.3,44.69,4.66,100.51
3.07,35.08,2.23,21.59,12.52,214.02,44.67,4.67,101.45
3.09,34.91,2.21,21.44,12.34,212.62,44.79,4.51,101.82
3.17,35.12,2.2,21.37,12.73,211.67,45.97,4.57,102.51
3.02,35.47,2.24,21.32,12.75,209.96,47.28,4.5,98.42
3.11,35.94,2.25,21.31,12.92,211.76,48.08,4.43,99.49
2.99,34.2,2.31,21.28,12.75,210.69,47.75,4.52,94.79
3.01,33.36,2.28,21.11,13.37,213.48,48.51,4.6,96.08
2.77,33.72,2.31,21.53,13.4,213.02,48.33,4.19,96.19
2.77,33.49,2.32,21.5,13.49,213.06,48.11,4.28,96.39
2.76,33.17,2.35,20.8,13.61,211.62,48.08,4.24,96.64
2.8,33.28,2.47,20.72,13.63,216.51,48.03,4.76,95.65
2.92,33.32,2.46,21.02,13.85,219.66,48.01,4.86,95.35
3.08,33.37,2.4,20.99,13.8,219.7,48,4.87,95.12
2.92,33.36,2.36,21.18,13.67,218.84,48.01,4.64,95.58
2.92,33.75,2.45,21.5,13.76,219.13,48.33,5.33,97.47
3.04,34.06,2.46,21.68,13.86,220.37,48.34,5.07,98.85
3.02,34.14,2.44,22.01,13.68,218.95,47.94,5.4,98.37
3.18,33.93,2.5,21.77,13.57,215.6,46.56,5.92,97.45
3.1,33.89,2.49,21.87,13.46,216.24,46.78,6,95.79
3,34.2,2.49,22.14,13.57,218.15,46.67,5.98,97.02
2.92,34.14,2.5,22.05,13.6,218.41,47.02,5.63,96.52
2.84,34.15,2.48,22.11,13.56,219.4,47.5,5.8,96.88
2.71,33.93,2.4,21.83,13.96,217.69,48.61,5.78,96.54
2.69,34.07,2.42,22.04,13.82,218.21,38.55,5.27,96.2
2.69,34.14,2.45,21.96,13.59,214.95,37.8,5.1,94.87
2.59,33.95,2.38,21.74,13.51,216.77,37.56,4.94,95.97
