"U.MGM.EPS.","U.LVS.EPS.","X.WYNN.EPS.","X.GDEN.EPS.","U.BYD.EPS.","U.BALY.EPS.","X.RRR.EPS."
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.58,2.66,0.81,3.8,0,0.97
1.69,2.65,2.66,0.81,3.8,0,0.97
1.69,2.65,3.61,0.81,3.8,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.97
1.69,2.65,3.61,0.81,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.61,1.11,1.03,0,0.64
1.02,2.65,3.97,1.11,1.03,0,0.64
1.02,2.65,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
1.02,2.88,3.97,1.11,1.03,0,0.64
0.94,2.88,3.97,1.11,1.12,0,0.64
0.94,2.88,3.97,1.11,1.12,0,0.64
0.94,2.88,3.97,1.11,1.12,0,0.64
0.94,2.88,3.97,1.11,1.12,0,0.64
0.94,2.88,3.97,1.11,1.12,0,0.64
0.94,2.88,3.97,1.11,1.12,0,0.64
0.94,2.88,3.97,1.11,1.12,0,1.31
0.94,2.88,3.97,1.11,1.12,0,1.31
0.94,2.88,3.97,1.11,1.12,0,1.31
0.94,2.88,3.97,1.11,1.12,0,1.31
0.94,2.88,3.97,1.11,1.12,0,1.31
0.94,2.88,3.97,1.11,1.12,0,1.31
0.94,2.88,3.97,1.11,1.12,0,1.31
0.94,2.88,3.97,1.11,1.12,0,1.31
0.94,2.88,3.97,1.11,1.12,0,1.31
0.94,2.88,3.97,1.11,1.12,0,1.31
0.94,2.88,3.97,1.11,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,3.97,0,1.12,0,1.31
0.94,2.88,0.99,0,1.12,0,1.31
0.94,4.11,0.99,0,1.12,0,1.31
0.96,4.11,0.99,0,1.12,0,1.31
0.96,4.11,0.99,0,1.17,0,1.31
0.96,4.11,0.99,0,1.17,0,1.31
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.11,0.99,0,1.17,0,1.44
0.96,4.13,0.99,0,1.17,0,1.44
0.96,4.13,0.99,0,1.09,0,1.44
0.96,4.13,0.99,0,1.09,0,1.44
0.96,4.13,0.99,0,1.09,0,1.44
0.96,4.13,0.99,0,1.09,0,2.38
0.96,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,4.13,1.79,0,1.09,0,2.38
0.81,3.29,1.79,0,1.09,0,2.38
0.81,3.29,1.79,0,0.99,0,2.38
0.81,3.29,1.79,0,0.99,0,2.38
0.81,3.29,1.79,0,0.99,0,2.38
0.81,3.29,1.79,0,0.99,0,2.38
0.81,3.29,1.79,0,0.99,0,2.38
0.81,3.29,1.79,0,0.99,0,2.38
0.81,3.29,1.79,0,0.99,0,2.38
0.81,3.29,1.79,0,0.99,0,2.38
0.81,3.29,1.79,0,0.99,0,2.38
0.81,3.29,1.79,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.29,2.48,0,0.99,0,2.53
0.81,3.14,2.48,0,0.99,0,2.53
0.81,3.14,2.48,0,0.99,0,2.53
0.81,3.14,2.48,0,0.99,0,2.53
0.81,3.14,2.48,0,0.99,0,2.53
0.81,3.14,2.48,0,0.99,0,2.53
0.81,3.14,1.7,0,0.99,0,2.53
0.81,3.14,1.7,0,0.99,0,2.53
0.81,3.14,1.7,0,0.99,0,2.53
0.81,3.14,1.7,0,0.99,0,2.53
0.81,3.14,1.7,0,0.99,0,2.53
0.81,3.14,1.7,0,0.99,0,2.53
0.81,3.14,1.7,0,0.99,0,2.53
0.81,3.14,1.7,0,0.99,0,2.53
0.81,3.14,1.7,0,0.99,0,2.53
0.81,3.14,1.7,0,0.99,0,2.53
0.81,3.14,1.7,0,0.99,0,1.35
0.81,3.14,1.7,0,0.99,0,1.35
0.81,3.14,1.7,0,0.99,0,1.35
0.81,3.14,1.7,0,0.99,0,1.35
0.81,3.14,1.7,0,0.99,0,1.35
0.81,3.14,1.7,0,0.99,0,1.35
0.81,3.14,1.7,0,0.99,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0,1.35
0.81,3.14,1.7,0,1,0.07,1.35
0.81,3.14,1.7,0,1,0.22,1.35
0.81,3.14,1.7,0,1,0.43,1.35
0.81,3.14,1.7,0,1,0.67,1.35
0.81,3.14,1.7,0,1,0.93,1.35
0.81,3.14,1.7,0,1,1.2,1.35
0.81,3.14,1.7,0,1,1.44,1.35
0.81,3.14,1.7,0,1,1.65,1.35
0.81,3.14,1.7,0,1,1.8,1.35
0.81,3.14,1.7,0,1,1.87,1.35
0.81,3.14,1.7,0,1,1.87,1.35
0.81,3.14,1.7,0,1,1.87,1.35
0.81,3.14,1.7,0,1,1.87,1.35
0.81,3.14,1.7,0,1,1.87,1.35
0.81,3.14,1.7,0,1,1.87,1.35
0.81,2.89,1.7,0,1,1.87,1.35
0.81,2.89,1.7,0,1,1.87,1.35
0.81,2.89,1.7,0,1,1.87,1.35
0.81,2.89,1.7,0,1,1.87,1.35
0.81,2.89,1.7,0,1,1.87,1.35
0.81,2.89,1.7,0,1,1.87,1.35
0.81,2.89,1.7,0,1,1.87,1.35
0.81,2.89,1.7,0,1.04,1.87,1.35
0.81,2.89,1.7,0,1.04,1.87,1.35
0.47,2.89,1.7,0,1.04,1.87,1.01
0.47,2.89,1.7,0,1.04,1.87,1.01
0.47,2.89,1.7,0,1.04,1.87,1.01
0.47,2.89,1.7,0,1.04,1.87,1.01
0.47,2.89,1.7,0,1.04,1.87,1.01
0.47,2.89,1.7,0,1.04,1.87,1.01
0.47,2.89,1.7,0,1.04,1.87,1.01
0.47,2.89,1.7,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
0.47,2.89,4.58,0,1.04,1.87,1.01
